# Source: NUDEC_BSM v2 (https://github.com/MiguelEA/nudec_BSM/tree/v2)
# Escudero, Jackson, Laine, Sandner, arXiv:2511.04747 (2025)
# me = 0.51099895 MeV, alpha = 1/137.035999084
# Baseline: O(e^2) non-log + O(e^2) log summed into col 2;
# O(e^3) in col 3. Loader sums col 2 + col 3.
# T (MeV)           d^2P_int/dT^2 (e^2+e^3) [MeV^2] p^(2)   p^(3)
4.124382E+00        -3.235035E-01        +2.892014E-02
4.120677E+00        -3.229161E-01        +2.886815E-02
4.116975E+00        -3.223336E-01        +2.881615E-02
4.113277E+00        -3.217537E-01        +2.876416E-02
4.109582E+00        -3.211738E-01        +2.871216E-02
4.105890E+00        -3.205938E-01        +2.866091E-02
4.102201E+00        -3.200137E-01        +2.860916E-02
4.098516E+00        -3.194413E-01        +2.855791E-02
4.094835E+00        -3.188640E-01        +2.850693E-02
4.091156E+00        -3.182914E-01        +2.845518E-02
4.087481E+00        -3.177140E-01        +2.840393E-02
4.083809E+00        -3.171415E-01        +2.835294E-02
4.080141E+00        -3.165717E-01        +2.830195E-02
4.076475E+00        -3.160016E-01        +2.825169E-02
4.072813E+00        -3.154317E-01        +2.820095E-02
4.069155E+00        -3.148618E-01        +2.814996E-02
4.065499E+00        -3.142918E-01        +2.809971E-02
4.061847E+00        -3.137218E-01        +2.804897E-02
4.058198E+00        -3.131593E-01        +2.799872E-02
4.054553E+00        -3.125920E-01        +2.794798E-02
4.050911E+00        -3.120296E-01        +2.789774E-02
4.047272E+00        -3.114696E-01        +2.784774E-02
4.043636E+00        -3.109096E-01        +2.779774E-02
4.040003E+00        -3.103496E-01        +2.774774E-02
4.036374E+00        -3.097897E-01        +2.769775E-02
4.032748E+00        -3.092297E-01        +2.764850E-02
4.029126E+00        -3.086699E-01        +2.759877E-02
4.025506E+00        -3.081099E-01        +2.754876E-02
4.021890E+00        -3.075574E-01        +2.749952E-02
4.018277E+00        -3.070000E-01        +2.745052E-02
4.014667E+00        -3.064474E-01        +2.740078E-02
4.011061E+00        -3.058976E-01        +2.735153E-02
4.007458E+00        -3.053476E-01        +2.730254E-02
4.003858E+00        -3.047977E-01        +2.725354E-02
4.000261E+00        -3.042477E-01        +2.720454E-02
3.996668E+00        -3.036978E-01        +2.715556E-02
3.993077E+00        -3.031478E-01        +2.710655E-02
3.989490E+00        -3.025978E-01        +2.705830E-02
3.985906E+00        -3.020553E-01        +2.700956E-02
3.982326E+00        -3.015080E-01        +2.696057E-02
3.978748E+00        -3.009654E-01        +2.691231E-02
3.975174E+00        -3.004255E-01        +2.686432E-02
3.971603E+00        -2.998855E-01        +2.681558E-02
3.968036E+00        -2.993457E-01        +2.676734E-02
3.964471E+00        -2.988057E-01        +2.671934E-02
3.960910E+00        -2.982658E-01        +2.667135E-02
3.957352E+00        -2.977259E-01        +2.662335E-02
3.953797E+00        -2.971859E-01        +2.657536E-02
3.950245E+00        -2.966533E-01        +2.652810E-02
3.946696E+00        -2.961159E-01        +2.648036E-02
3.943151E+00        -2.955834E-01        +2.643237E-02
3.939609E+00        -2.950461E-01        +2.638512E-02
3.936070E+00        -2.945136E-01        +2.633812E-02
3.932534E+00        -2.939836E-01        +2.629038E-02
3.929001E+00        -2.934536E-01        +2.624313E-02
3.925472E+00        -2.929237E-01        +2.619614E-02
3.921945E+00        -2.923937E-01        +2.614913E-02
3.918422E+00        -2.918712E-01        +2.610214E-02
3.914902E+00        -2.913438E-01        +2.605514E-02
3.911385E+00        -2.908138E-01        +2.600815E-02
3.907872E+00        -2.902914E-01        +2.596116E-02
3.904361E+00        -2.897714E-01        +2.591490E-02
3.900854E+00        -2.892515E-01        +2.586817E-02
3.897350E+00        -2.887241E-01        +2.582191E-02
3.893849E+00        -2.882016E-01        +2.577518E-02
3.890351E+00        -2.876816E-01        +2.572892E-02
3.886856E+00        -2.871617E-01        +2.568292E-02
3.883364E+00        -2.866491E-01        +2.563692E-02
3.879876E+00        -2.861318E-01        +2.559094E-02
3.876391E+00        -2.856119E-01        +2.554494E-02
3.872908E+00        -2.850992E-01        +2.549894E-02
3.869429E+00        -2.845819E-01        +2.545294E-02
3.865953E+00        -2.840693E-01        +2.540695E-02
3.862480E+00        -2.835594E-01        +2.536169E-02
3.859011E+00        -2.830495E-01        +2.531597E-02
3.855544E+00        -2.825395E-01        +2.527071E-02
3.852081E+00        -2.820296E-01        +2.522498E-02
3.848620E+00        -2.815196E-01        +2.517971E-02
3.845163E+00        -2.810097E-01        +2.513472E-02
3.841709E+00        -2.804997E-01        +2.508899E-02
3.838258E+00        -2.799972E-01        +2.504373E-02
3.834810E+00        -2.794898E-01        +2.499874E-02
3.831365E+00        -2.789873E-01        +2.495374E-02
3.827923E+00        -2.784873E-01        +2.490948E-02
3.824484E+00        -2.779799E-01        +2.486474E-02
3.821049E+00        -2.774774E-01        +2.481975E-02
3.817616E+00        -2.769774E-01        +2.477549E-02
3.814187E+00        -2.764775E-01        +2.473076E-02
3.810760E+00        -2.759775E-01        +2.468650E-02
3.807337E+00        -2.754849E-01        +2.464177E-02
3.803917E+00        -2.749876E-01        +2.459751E-02
3.800500E+00        -2.744877E-01        +2.455352E-02
3.797086E+00        -2.739951E-01        +2.450952E-02
3.793675E+00        -2.734978E-01        +2.446553E-02
3.790267E+00        -2.730052E-01        +2.442153E-02
3.786862E+00        -2.725152E-01        +2.437753E-02
3.783460E+00        -2.720253E-01        +2.433353E-02
3.780062E+00        -2.715354E-01        +2.429029E-02
3.776666E+00        -2.710454E-01        +2.424655E-02
3.773273E+00        -2.705554E-01        +2.420255E-02
3.769884E+00        -2.700655E-01        +2.415930E-02
3.766497E+00        -2.695755E-01        +2.411556E-02
3.763114E+00        -2.690930E-01        +2.407231E-02
3.759733E+00        -2.686056E-01        +2.402930E-02
3.756356E+00        -2.681231E-01        +2.398631E-02
3.752981E+00        -2.676357E-01        +2.394331E-02
3.749610E+00        -2.671532E-01        +2.390032E-02
3.746242E+00        -2.666732E-01        +2.385733E-02
3.742876E+00        -2.661932E-01        +2.381432E-02
3.739514E+00        -2.657133E-01        +2.377133E-02
3.736155E+00        -2.652334E-01        +2.372834E-02
3.732798E+00        -2.647533E-01        +2.368607E-02
3.729445E+00        -2.642734E-01        +2.364334E-02
3.726095E+00        -2.637935E-01        +2.360108E-02
3.722748E+00        -2.633209E-01        +2.355836E-02
3.719404E+00        -2.628436E-01        +2.351610E-02
3.716062E+00        -2.623709E-01        +2.347409E-02
3.712724E+00        -2.619010E-01        +2.343210E-02
3.709389E+00        -2.614237E-01        +2.338937E-02
3.706057E+00        -2.609511E-01        +2.334711E-02
3.702728E+00        -2.604812E-01        +2.330512E-02
3.699401E+00        -2.600111E-01        +2.326385E-02
3.696078E+00        -2.595412E-01        +2.322212E-02
3.692758E+00        -2.590713E-01        +2.318013E-02
3.689441E+00        -2.586087E-01        +2.313814E-02
3.686126E+00        -2.581413E-01        +2.309687E-02
3.682815E+00        -2.576714E-01        +2.305514E-02
3.679507E+00        -2.572088E-01        +2.301388E-02
3.676201E+00        -2.567415E-01        +2.297288E-02
3.672899E+00        -2.562789E-01        +2.293115E-02
3.669600E+00        -2.558190E-01        +2.288990E-02
3.666303E+00        -2.553590E-01        +2.284889E-02
3.663010E+00        -2.548991E-01        +2.280790E-02
3.659719E+00        -2.544391E-01        +2.276690E-02
3.656431E+00        -2.539791E-01        +2.272590E-02
3.653147E+00        -2.535192E-01        +2.268491E-02
3.649865E+00        -2.530592E-01        +2.264465E-02
3.646586E+00        -2.526065E-01        +2.260391E-02
3.643311E+00        -2.521493E-01        +2.256293E-02
3.640038E+00        -2.516894E-01        +2.252266E-02
3.636768E+00        -2.512367E-01        +2.248193E-02
3.633501E+00        -2.507868E-01        +2.244167E-02
3.630237E+00        -2.503368E-01        +2.240167E-02
3.626976E+00        -2.498795E-01        +2.236095E-02
3.623718E+00        -2.494269E-01        +2.232069E-02
3.620462E+00        -2.489769E-01        +2.228068E-02
3.617210E+00        -2.485270E-01        +2.224069E-02
3.613961E+00        -2.480771E-01        +2.220070E-02
3.610714E+00        -2.476344E-01        +2.216069E-02
3.607471E+00        -2.471872E-01        +2.212071E-02
3.604230E+00        -2.467372E-01        +2.208144E-02
3.600992E+00        -2.462945E-01        +2.204171E-02
3.597757E+00        -2.458545E-01        +2.200171E-02
3.594525E+00        -2.454072E-01        +2.196244E-02
3.591296E+00        -2.449646E-01        +2.192272E-02
3.588070E+00        -2.445246E-01        +2.188345E-02
3.584847E+00        -2.440774E-01        +2.184446E-02
3.581627E+00        -2.436348E-01        +2.180474E-02
3.578409E+00        -2.432021E-01        +2.176546E-02
3.575195E+00        -2.427649E-01        +2.172647E-02
3.571983E+00        -2.423249E-01        +2.168747E-02
3.568774E+00        -2.418849E-01        +2.164848E-02
3.565569E+00        -2.414450E-01        +2.160949E-02
3.562365E+00        -2.410123E-01        +2.157048E-02
3.559165E+00        -2.405750E-01        +2.153222E-02
3.555968E+00        -2.401424E-01        +2.149349E-02
3.552774E+00        -2.397125E-01        +2.145450E-02
3.549582E+00        -2.392752E-01        +2.141623E-02
3.546394E+00        -2.388426E-01        +2.137751E-02
3.543208E+00        -2.384126E-01        +2.133924E-02
3.540025E+00        -2.379826E-01        +2.130125E-02
3.536845E+00        -2.375527E-01        +2.126252E-02
3.533668E+00        -2.371228E-01        +2.122426E-02
3.530493E+00        -2.366927E-01        +2.118625E-02
3.527322E+00        -2.362701E-01        +2.114826E-02
3.524153E+00        -2.358428E-01        +2.111026E-02
3.520987E+00        -2.354128E-01        +2.107226E-02
3.517824E+00        -2.349902E-01        +2.103427E-02
3.514664E+00        -2.345702E-01        +2.099627E-02
3.511507E+00        -2.341430E-01        +2.095901E-02
3.508353E+00        -2.337204E-01        +2.092129E-02
3.505201E+00        -2.333004E-01        +2.088329E-02
3.502052E+00        -2.328804E-01        +2.084602E-02
3.498906E+00        -2.324604E-01        +2.080902E-02
3.495763E+00        -2.320405E-01        +2.077130E-02
3.492623E+00        -2.316206E-01        +2.073403E-02
3.489485E+00        -2.312005E-01        +2.069703E-02
3.486351E+00        -2.307807E-01        +2.065931E-02
3.483219E+00        -2.303680E-01        +2.062205E-02
3.480090E+00        -2.299507E-01        +2.058505E-02
3.476964E+00        -2.295308E-01        +2.054806E-02
3.473840E+00        -2.291180E-01        +2.051105E-02
3.470719E+00        -2.287080E-01        +2.047405E-02
3.467602E+00        -2.282909E-01        +2.043779E-02
3.464487E+00        -2.278782E-01        +2.040107E-02
3.461374E+00        -2.274681E-01        +2.036406E-02
3.458265E+00        -2.270582E-01        +2.032780E-02
3.455158E+00        -2.266482E-01        +2.029107E-02
3.452055E+00        -2.262384E-01        +2.025481E-02
3.448954E+00        -2.258284E-01        +2.021809E-02
3.445855E+00        -2.254184E-01        +2.018181E-02
3.442760E+00        -2.250157E-01        +2.014582E-02
3.439667E+00        -2.246085E-01        +2.010909E-02
3.436577E+00        -2.242058E-01        +2.007282E-02
3.433490E+00        -2.237985E-01        +2.003683E-02
3.430406E+00        -2.233959E-01        +2.000083E-02
3.427324E+00        -2.229886E-01        +1.996483E-02
3.424245E+00        -2.225859E-01        +1.992883E-02
3.421169E+00        -2.221859E-01        +1.989357E-02
3.418096E+00        -2.217860E-01        +1.985785E-02
3.415026E+00        -2.213861E-01        +1.982186E-02
3.411958E+00        -2.209861E-01        +1.978658E-02
3.408893E+00        -2.205862E-01        +1.975086E-02
3.405830E+00        -2.201861E-01        +1.971558E-02
3.402771E+00        -2.197862E-01        +1.967987E-02
3.399714E+00        -2.193935E-01        +1.964459E-02
3.396660E+00        -2.189963E-01        +1.960960E-02
3.393609E+00        -2.186036E-01        +1.957388E-02
3.390560E+00        -2.182063E-01        +1.953860E-02
3.387515E+00        -2.178137E-01        +1.950361E-02
3.384472E+00        -2.174165E-01        +1.946862E-02
3.381431E+00        -2.170237E-01        +1.943361E-02
3.378394E+00        -2.166338E-01        +1.939862E-02
3.375359E+00        -2.162438E-01        +1.936363E-02
3.372327E+00        -2.158539E-01        +1.932863E-02
3.369297E+00        -2.154639E-01        +1.929435E-02
3.366270E+00        -2.150739E-01        +1.925963E-02
3.363247E+00        -2.146840E-01        +1.922464E-02
3.360225E+00        -2.142940E-01        +1.919036E-02
3.357207E+00        -2.139113E-01        +1.915637E-02
3.354191E+00        -2.135241E-01        +1.912165E-02
3.351178E+00        -2.131341E-01        +1.908738E-02
3.348167E+00        -2.127513E-01        +1.905265E-02
3.345160E+00        -2.123715E-01        +1.901839E-02
3.342155E+00        -2.119843E-01        +1.898439E-02
3.339152E+00        -2.116015E-01        +1.895038E-02
3.336153E+00        -2.112216E-01        +1.891640E-02
3.333156E+00        -2.108416E-01        +1.888240E-02
3.330162E+00        -2.104544E-01        +1.884840E-02
3.327170E+00        -2.100716E-01        +1.881440E-02
3.324181E+00        -2.096989E-01        +1.878040E-02
3.321195E+00        -2.093217E-01        +1.874713E-02
3.318212E+00        -2.089418E-01        +1.871342E-02
3.315231E+00        -2.085618E-01        +1.867942E-02
3.312253E+00        -2.081819E-01        +1.864615E-02
3.309277E+00        -2.078091E-01        +1.861242E-02
3.306304E+00        -2.074318E-01        +1.857914E-02
3.303334E+00        -2.070591E-01        +1.854543E-02
3.300367E+00        -2.066820E-01        +1.851216E-02
3.297402E+00        -2.063092E-01        +1.847916E-02
3.294440E+00        -2.059393E-01        +1.844616E-02
3.291480E+00        -2.055692E-01        +1.841244E-02
3.288524E+00        -2.051994E-01        +1.837917E-02
3.285570E+00        -2.048222E-01        +1.834618E-02
3.282618E+00        -2.044566E-01        +1.831317E-02
3.279669E+00        -2.040894E-01        +1.828018E-02
3.276723E+00        -2.037195E-01        +1.824790E-02
3.273780E+00        -2.033496E-01        +1.821519E-02
3.270839E+00        -2.029796E-01        +1.818219E-02
3.267900E+00        -2.026167E-01        +1.814919E-02
3.264965E+00        -2.022496E-01        +1.811692E-02
3.262032E+00        -2.018797E-01        +1.808420E-02
3.259101E+00        -2.015168E-01        +1.805192E-02
3.256174E+00        -2.011497E-01        +1.801921E-02
3.253249E+00        -2.007870E-01        +1.798693E-02
3.250326E+00        -2.004270E-01        +1.795493E-02
3.247406E+00        -2.000670E-01        +1.792221E-02
3.244489E+00        -1.997070E-01        +1.788994E-02
3.241575E+00        -1.993471E-01        +1.785794E-02
3.238663E+00        -1.989872E-01        +1.782595E-02
3.235753E+00        -1.986271E-01        +1.779394E-02
3.232847E+00        -1.982672E-01        +1.776195E-02
3.229943E+00        -1.979073E-01        +1.772996E-02
3.227041E+00        -1.975473E-01        +1.769796E-02
3.224142E+00        -1.971873E-01        +1.766596E-02
3.221246E+00        -1.968346E-01        +1.763469E-02
3.218352E+00        -1.964774E-01        +1.760297E-02
3.215461E+00        -1.961246E-01        +1.757097E-02
3.212573E+00        -1.957675E-01        +1.753970E-02
3.209687E+00        -1.954147E-01        +1.750798E-02
3.206803E+00        -1.950647E-01        +1.747670E-02
3.203923E+00        -1.947076E-01        +1.744499E-02
3.201044E+00        -1.943547E-01        +1.741370E-02
3.198169E+00        -1.940048E-01        +1.738271E-02
3.195296E+00        -1.936548E-01        +1.735171E-02
3.192426E+00        -1.933049E-01        +1.732000E-02
3.189558E+00        -1.929549E-01        +1.728872E-02
3.186693E+00        -1.926050E-01        +1.725773E-02
3.183830E+00        -1.922622E-01        +1.722673E-02
