# Source: NUDEC_BSM v2 (https://github.com/MiguelEA/nudec_BSM/tree/v2)
# Escudero, Jackson, Laine, Sandner, arXiv:2511.04747 (2025)
# me = 0.51099895 MeV, alpha = 1/137.035999084
# T (MeV)           P_int (e^4) [MeV^4]
4.252631E-01        -8.828379E-08
4.248811E-01        -8.793484E-08
4.244994E-01        -8.758735E-08
4.241181E-01        -8.724140E-08
4.237371E-01        -8.689692E-08
4.233564E-01        -8.655341E-08
4.229761E-01        -8.621144E-08
4.225961E-01        -8.587093E-08
4.222165E-01        -8.553198E-08
4.218372E-01        -8.519449E-08
4.214583E-01        -8.485855E-08
4.210797E-01        -8.452408E-08
4.207014E-01        -8.419058E-08
4.203235E-01        -8.385812E-08
4.199459E-01        -8.352713E-08
4.195687E-01        -8.319769E-08
4.191918E-01        -8.286972E-08
4.188152E-01        -8.254321E-08
4.184390E-01        -8.221776E-08
4.180631E-01        -8.189377E-08
4.176875E-01        -8.157126E-08
4.173123E-01        -8.124980E-08
4.169374E-01        -8.092980E-08
4.165629E-01        -8.061086E-08
4.161887E-01        -8.029338E-08
4.158148E-01        -7.997738E-08
4.154413E-01        -7.966243E-08
4.150681E-01        -7.934895E-08
4.146952E-01        -7.903644E-08
4.143227E-01        -7.872548E-08
4.139505E-01        -7.841600E-08
4.135787E-01        -7.810757E-08
4.132071E-01        -7.780052E-08
4.128359E-01        -7.749454E-08
4.124651E-01        -7.718960E-08
4.120946E-01        -7.688614E-08
4.117244E-01        -7.658415E-08
4.113545E-01        -7.628314E-08
4.109850E-01        -7.598318E-08
4.106158E-01        -7.568469E-08
4.102469E-01        -7.538768E-08
4.098784E-01        -7.509173E-08
4.095102E-01        -7.479674E-08
4.091423E-01        -7.450324E-08
4.087748E-01        -7.421079E-08
4.084076E-01        -7.391932E-08
4.080407E-01        -7.362882E-08
4.076741E-01        -7.333979E-08
4.073079E-01        -7.305232E-08
4.069420E-01        -7.276583E-08
4.065765E-01        -7.248040E-08
4.062112E-01        -7.219636E-08
4.058463E-01        -7.191339E-08
4.054818E-01        -7.163146E-08
4.051175E-01        -7.135094E-08
4.047536E-01        -7.107148E-08
4.043900E-01        -7.079299E-08
4.040267E-01        -7.051548E-08
4.036638E-01        -7.023903E-08
4.033012E-01        -6.996405E-08
4.029389E-01        -6.969007E-08
4.025769E-01        -6.941705E-08
4.022153E-01        -6.914560E-08
4.018539E-01        -6.887505E-08
4.014929E-01        -6.860556E-08
4.011323E-01        -6.833713E-08
4.007719E-01        -6.806960E-08
4.004119E-01        -6.780362E-08
4.000522E-01        -6.753864E-08
3.996928E-01        -6.727463E-08
3.993338E-01        -6.701169E-08
3.989751E-01        -6.674971E-08
3.986167E-01        -6.648923E-08
3.982586E-01        -6.622924E-08
3.979008E-01        -6.597022E-08
3.975434E-01        -6.571276E-08
3.971863E-01        -6.545629E-08
3.968295E-01        -6.520080E-08
3.964730E-01        -6.494630E-08
3.961168E-01        -6.469278E-08
3.957610E-01        -6.444032E-08
3.954055E-01        -6.418884E-08
3.950503E-01        -6.393835E-08
3.946954E-01        -6.368885E-08
3.943408E-01        -6.344034E-08
3.939866E-01        -6.319336E-08
3.936327E-01        -6.294740E-08
3.932790E-01        -6.270185E-08
3.929258E-01        -6.245742E-08
3.925728E-01        -6.221391E-08
3.922201E-01        -6.197139E-08
3.918678E-01        -6.172993E-08
3.915158E-01        -6.148945E-08
3.911641E-01        -6.125045E-08
3.908127E-01        -6.101198E-08
3.904616E-01        -6.077444E-08
3.901109E-01        -6.053851E-08
3.897604E-01        -6.030249E-08
3.894103E-01        -6.006750E-08
3.890605E-01        -5.983402E-08
3.887110E-01        -5.960153E-08
3.883618E-01        -5.937003E-08
3.880129E-01        -5.913903E-08
3.876644E-01        -5.890906E-08
3.873161E-01        -5.868005E-08
3.869682E-01        -5.845206E-08
3.866206E-01        -5.822510E-08
3.862732E-01        -5.799903E-08
3.859263E-01        -5.777411E-08
3.855796E-01        -5.754961E-08
3.852332E-01        -5.732610E-08
3.848871E-01        -5.710358E-08
3.845414E-01        -5.688212E-08
3.841959E-01        -5.666110E-08
3.838508E-01        -5.644111E-08
3.835060E-01        -5.622262E-08
3.831615E-01        -5.600465E-08
3.828173E-01        -5.578716E-08
3.824734E-01        -5.557114E-08
3.821298E-01        -5.535615E-08
3.817865E-01        -5.514115E-08
3.814436E-01        -5.492718E-08
3.811009E-01        -5.471466E-08
3.807586E-01        -5.450271E-08
3.804165E-01        -5.429166E-08
3.800748E-01        -5.408170E-08
3.797334E-01        -5.387222E-08
3.793922E-01        -5.366368E-08
3.790514E-01        -5.345619E-08
3.787109E-01        -5.324921E-08
3.783707E-01        -5.304320E-08
3.780308E-01        -5.283822E-08
3.776912E-01        -5.263372E-08
3.773519E-01        -5.243021E-08
3.770130E-01        -5.222776E-08
3.766743E-01        -5.202577E-08
3.763359E-01        -5.182473E-08
3.759978E-01        -5.162473E-08
3.756601E-01        -5.142527E-08
3.753226E-01        -5.122675E-08
3.749855E-01        -5.102881E-08
3.746486E-01        -5.083176E-08
3.743121E-01        -5.063581E-08
3.739758E-01        -5.044028E-08
3.736399E-01        -5.024581E-08
3.733042E-01        -5.005180E-08
3.729689E-01        -4.985881E-08
3.726338E-01        -4.966679E-08
3.722991E-01        -4.947532E-08
3.719646E-01        -4.928430E-08
3.716305E-01        -4.909431E-08
3.712967E-01        -4.890535E-08
3.709631E-01        -4.871681E-08
3.706299E-01        -4.852934E-08
3.702969E-01        -4.834232E-08
3.699643E-01        -4.815584E-08
3.696319E-01        -4.797031E-08
3.692999E-01        -4.778584E-08
3.689681E-01        -4.760230E-08
3.686367E-01        -4.741935E-08
3.683055E-01        -4.723682E-08
3.679747E-01        -4.705487E-08
3.676441E-01        -4.687382E-08
3.673139E-01        -4.669387E-08
3.669839E-01        -4.651435E-08
3.666542E-01        -4.633535E-08
3.663249E-01        -4.615736E-08
3.659958E-01        -4.598037E-08
3.656670E-01        -4.580385E-08
3.653385E-01        -4.562786E-08
3.650103E-01        -4.545235E-08
3.646824E-01        -4.527784E-08
3.643548E-01        -4.510434E-08
3.640275E-01        -4.493136E-08
3.637005E-01        -4.475886E-08
3.633738E-01        -4.458689E-08
3.630474E-01        -4.441587E-08
3.627213E-01        -4.424590E-08
3.623954E-01        -4.407637E-08
3.620699E-01        -4.390741E-08
3.617446E-01        -4.373888E-08
3.614197E-01        -4.357140E-08
3.610950E-01        -4.340440E-08
3.607706E-01        -4.323788E-08
3.604465E-01        -4.307237E-08
3.601227E-01        -4.290738E-08
3.597992E-01        -4.274336E-08
3.594760E-01        -4.257990E-08
3.591531E-01        -4.241688E-08
3.588305E-01        -4.225492E-08
3.585081E-01        -4.209338E-08
3.581861E-01        -4.193242E-08
3.578643E-01        -4.177190E-08
3.575428E-01        -4.161238E-08
3.572216E-01        -4.145338E-08
3.569007E-01        -4.129487E-08
3.565801E-01        -4.113689E-08
3.562598E-01        -4.097940E-08
3.559398E-01        -4.082290E-08
3.556200E-01        -4.066737E-08
3.553006E-01        -4.051241E-08
3.549814E-01        -4.035741E-08
3.546625E-01        -4.020337E-08
3.543439E-01        -4.005039E-08
3.540256E-01        -3.989741E-08
3.537076E-01        -3.974491E-08
3.533898E-01        -3.959337E-08
3.530724E-01        -3.944241E-08
3.527552E-01        -3.929189E-08
3.524383E-01        -3.914237E-08
3.521217E-01        -3.899339E-08
3.518054E-01        -3.884488E-08
3.514894E-01        -3.869691E-08
3.511736E-01        -3.854938E-08
3.508581E-01        -3.840285E-08
3.505430E-01        -3.825690E-08
3.502281E-01        -3.811139E-08
3.499135E-01        -3.796641E-08
3.495991E-01        -3.782187E-08
3.492851E-01        -3.767790E-08
3.489713E-01        -3.753438E-08
3.486578E-01        -3.739186E-08
3.483446E-01        -3.724988E-08
3.480317E-01        -3.710790E-08
3.477190E-01        -3.696683E-08
3.474067E-01        -3.682688E-08
3.470946E-01        -3.668688E-08
3.467828E-01        -3.654737E-08
3.464713E-01        -3.640886E-08
3.461600E-01        -3.627085E-08
3.458491E-01        -3.613289E-08
3.455384E-01        -3.599537E-08
3.452280E-01        -3.585885E-08
3.449179E-01        -3.572288E-08
3.446080E-01        -3.558734E-08
3.442985E-01        -3.545285E-08
3.439892E-01        -3.531839E-08
3.436802E-01        -3.518435E-08
3.433714E-01        -3.505134E-08
3.430630E-01        -3.491837E-08
3.427548E-01        -3.478585E-08
3.424469E-01        -3.465433E-08
3.421393E-01        -3.452336E-08
3.418319E-01        -3.439282E-08
3.415248E-01        -3.426282E-08
3.412180E-01        -3.413283E-08
3.409115E-01        -3.400333E-08
3.406053E-01        -3.387483E-08
3.402993E-01        -3.374683E-08
3.399936E-01        -3.361931E-08
3.396882E-01        -3.349233E-08
3.393830E-01        -3.336579E-08
3.390782E-01        -3.323984E-08
3.387736E-01        -3.311385E-08
3.384692E-01        -3.298877E-08
3.381652E-01        -3.286433E-08
3.378614E-01        -3.274028E-08
3.375579E-01        -3.261682E-08
3.372547E-01        -3.249332E-08
3.369517E-01        -3.237078E-08
3.366490E-01        -3.224879E-08
3.363466E-01        -3.212728E-08
3.360445E-01        -3.200631E-08
3.357426E-01        -3.188531E-08
3.354410E-01        -3.176526E-08
3.351396E-01        -3.164578E-08
3.348386E-01        -3.152628E-08
3.345378E-01        -3.140729E-08
3.342373E-01        -3.128878E-08
3.339370E-01        -3.117124E-08
3.336370E-01        -3.105424E-08
3.333373E-01        -3.093726E-08
3.330379E-01        -3.082075E-08
3.327387E-01        -3.070476E-08
3.324398E-01        -3.058924E-08
3.321412E-01        -3.047426E-08
3.318428E-01        -3.035973E-08
3.315447E-01        -3.024574E-08
3.312469E-01        -3.013176E-08
3.309493E-01        -3.001823E-08
3.306520E-01        -2.990571E-08
3.303550E-01        -2.979373E-08
3.300582E-01        -2.968172E-08
3.297617E-01        -2.957020E-08
3.294655E-01        -2.945922E-08
3.291695E-01        -2.934869E-08
3.288738E-01        -2.923870E-08
3.285784E-01        -2.912872E-08
3.282832E-01        -2.901919E-08
3.279883E-01        -2.891066E-08
3.276937E-01        -2.880222E-08
3.273993E-01        -2.869416E-08
3.271052E-01        -2.858670E-08
3.268114E-01        -2.847920E-08
3.265178E-01        -2.837266E-08
3.262245E-01        -2.826668E-08
3.259314E-01        -2.816067E-08
3.256386E-01        -2.805515E-08
3.253461E-01        -2.795017E-08
3.250538E-01        -2.784563E-08
3.247618E-01        -2.774164E-08
3.244701E-01        -2.763766E-08
3.241786E-01        -2.753413E-08
3.238874E-01        -2.743115E-08
3.235965E-01        -2.732864E-08
3.233058E-01        -2.722665E-08
3.230153E-01        -2.712510E-08
3.227252E-01        -2.702367E-08
3.224353E-01        -2.692261E-08
3.221456E-01        -2.682214E-08
3.218562E-01        -2.672161E-08
3.215671E-01        -2.662209E-08
3.212782E-01        -2.652309E-08
3.209896E-01        -2.642410E-08
3.207013E-01        -2.632513E-08
3.204132E-01        -2.622660E-08
3.201253E-01        -2.612905E-08
3.198378E-01        -2.603209E-08
3.195504E-01        -2.593507E-08
3.192634E-01        -2.583809E-08
3.189766E-01        -2.574157E-08
3.186901E-01        -2.564559E-08
3.184038E-01        -2.555006E-08
3.181177E-01        -2.545504E-08
3.178320E-01        -2.536008E-08
3.175465E-01        -2.526555E-08
3.172612E-01        -2.517155E-08
3.169762E-01        -2.507802E-08
3.166915E-01        -2.498504E-08
3.164070E-01        -2.489205E-08
3.161227E-01        -2.479950E-08
3.158388E-01        -2.470753E-08
3.155550E-01        -2.461552E-08
3.152716E-01        -2.452401E-08
3.149883E-01        -2.443299E-08
3.147054E-01        -2.434202E-08
3.144227E-01        -2.425149E-08
3.141402E-01        -2.416148E-08
3.138580E-01        -2.407195E-08
3.135761E-01        -2.398252E-08
3.132944E-01        -2.389344E-08
3.130130E-01        -2.380500E-08
3.127318E-01        -2.371647E-08
3.124508E-01        -2.362846E-08
3.121702E-01        -2.354095E-08
3.118897E-01        -2.345394E-08
3.116096E-01        -2.336697E-08
3.113296E-01        -2.327995E-08
3.110500E-01        -2.319344E-08
3.107705E-01        -2.310789E-08
3.104914E-01        -2.302246E-08
3.102125E-01        -2.293693E-08
3.099338E-01        -2.285193E-08
3.096554E-01        -2.276741E-08
3.093772E-01        -2.268340E-08
3.090993E-01        -2.259942E-08
3.088216E-01        -2.251588E-08
3.085442E-01        -2.243289E-08
3.082670E-01        -2.234989E-08
3.079901E-01        -2.226690E-08
3.077134E-01        -2.218436E-08
3.074370E-01        -2.210238E-08
3.071608E-01        -2.202084E-08
3.068849E-01        -2.193986E-08
3.066092E-01        -2.185886E-08
3.063338E-01        -2.177787E-08
3.060586E-01        -2.169734E-08
3.057837E-01        -2.161736E-08
3.055090E-01        -2.153782E-08
3.052345E-01        -2.145835E-08
3.049603E-01        -2.137882E-08
3.046864E-01        -2.130030E-08
3.044127E-01        -2.122185E-08
3.041392E-01        -2.114330E-08
3.038660E-01        -2.106531E-08
3.035930E-01        -2.098777E-08
3.033203E-01        -2.091078E-08
3.030478E-01        -2.083379E-08
3.027756E-01        -2.075680E-08
3.025036E-01        -2.068026E-08
3.022319E-01        -2.060428E-08
3.019604E-01        -2.052829E-08
3.016891E-01        -2.045274E-08
3.014181E-01        -2.037775E-08
3.011473E-01        -2.030275E-08
3.008768E-01        -2.022822E-08
3.006065E-01        -2.015423E-08
3.003365E-01        -2.007979E-08
3.000667E-01        -2.000571E-08
2.997971E-01        -1.993270E-08
2.995278E-01        -1.985971E-08
2.992588E-01        -1.978674E-08
2.989899E-01        -1.971373E-08
2.987213E-01        -1.964119E-08
2.984530E-01        -1.956921E-08
2.981849E-01        -1.949722E-08
2.979170E-01        -1.942567E-08
2.976494E-01        -1.935468E-08
2.973820E-01        -1.928368E-08
2.971149E-01        -1.921316E-08
2.968480E-01        -1.914271E-08
2.965813E-01        -1.907216E-08
2.963149E-01        -1.900218E-08
2.960487E-01        -1.893263E-08
2.957828E-01        -1.886365E-08
2.955171E-01        -1.879466E-08
2.952516E-01        -1.872566E-08
2.949864E-01        -1.865713E-08
2.947214E-01        -1.858913E-08
2.944566E-01        -1.852113E-08
2.941921E-01        -1.845314E-08
2.939278E-01        -1.838559E-08
2.936638E-01        -1.831861E-08
2.934000E-01        -1.825162E-08
2.931364E-01        -1.818462E-08
2.928731E-01        -1.811808E-08
2.926100E-01        -1.805209E-08
2.923471E-01        -1.798608E-08
2.920845E-01        -1.792009E-08
2.918221E-01        -1.785455E-08
2.915600E-01        -1.778957E-08
2.912981E-01        -1.772458E-08
2.910364E-01        -1.766003E-08
2.907749E-01        -1.759557E-08
2.905137E-01        -1.753103E-08
2.902528E-01        -1.746751E-08
2.899920E-01        -1.740405E-08
2.897315E-01        -1.734051E-08
2.894713E-01        -1.727753E-08
2.892112E-01        -1.721452E-08
2.889514E-01        -1.715153E-08
2.886918E-01        -1.708898E-08
2.884325E-01        -1.702700E-08
2.881734E-01        -1.696500E-08
2.879145E-01        -1.690300E-08
2.876559E-01        -1.684147E-08
2.873975E-01        -1.678048E-08
2.871393E-01        -1.671948E-08
2.868814E-01        -1.665849E-08
2.866237E-01        -1.659750E-08
2.863662E-01        -1.653695E-08
2.861089E-01        -1.647695E-08
2.858519E-01        -1.641741E-08
2.855951E-01        -1.635796E-08
2.853386E-01        -1.629843E-08
2.850823E-01        -1.623944E-08
2.848262E-01        -1.618044E-08
2.845703E-01        -1.612144E-08
2.843147E-01        -1.606291E-08
2.840593E-01        -1.600446E-08
2.838041E-01        -1.594591E-08
2.835491E-01        -1.588836E-08
2.832944E-01        -1.583091E-08
2.830399E-01        -1.577337E-08
2.827857E-01        -1.571639E-08
2.825316E-01        -1.565938E-08
2.822778E-01        -1.560238E-08
2.820243E-01        -1.554585E-08
2.817709E-01        -1.548985E-08
2.815178E-01        -1.543386E-08
2.812649E-01        -1.537786E-08
2.810122E-01        -1.532186E-08
2.807598E-01        -1.526632E-08
2.805076E-01        -1.521133E-08
2.802556E-01        -1.515633E-08
2.800039E-01        -1.510135E-08
2.797523E-01        -1.504679E-08
2.795010E-01        -1.499235E-08
2.792499E-01        -1.493780E-08
2.789991E-01        -1.488381E-08
2.787485E-01        -1.483027E-08
2.784980E-01        -1.477681E-08
2.782479E-01        -1.472328E-08
2.779979E-01        -1.467028E-08
2.777482E-01        -1.461729E-08
2.774987E-01        -1.456429E-08
2.772494E-01        -1.451174E-08
2.770003E-01        -1.445929E-08
2.767515E-01        -1.440675E-08
2.765029E-01        -1.435521E-08
2.762545E-01        -1.430376E-08
2.760063E-01        -1.425176E-08
2.757584E-01        -1.420022E-08
2.755107E-01        -1.414923E-08
2.752632E-01        -1.409823E-08
2.750159E-01        -1.404723E-08
2.747689E-01        -1.399669E-08
2.745220E-01        -1.394669E-08
2.742754E-01        -1.389625E-08
2.740290E-01        -1.384614E-08
2.737829E-01        -1.379671E-08
2.735369E-01        -1.374671E-08
2.732912E-01        -1.369716E-08
2.730457E-01        -1.364817E-08
2.728004E-01        -1.359917E-08
2.725554E-01        -1.355018E-08
2.723105E-01        -1.350118E-08
2.720659E-01        -1.345263E-08
2.718215E-01        -1.340419E-08
2.715773E-01        -1.335564E-08
2.713334E-01        -1.330810E-08
2.710896E-01        -1.326065E-08
2.708461E-01        -1.321266E-08
2.706028E-01        -1.316511E-08
2.703597E-01        -1.311811E-08
2.701168E-01        -1.307111E-08
2.698742E-01        -1.302412E-08
2.696318E-01        -1.297713E-08
2.693895E-01        -1.293057E-08
2.691475E-01        -1.288413E-08
2.689058E-01        -1.283759E-08
2.686642E-01        -1.279159E-08
2.684229E-01        -1.274605E-08
2.681817E-01        -1.270059E-08
2.679408E-01        -1.265504E-08
2.677001E-01        -1.260960E-08
2.674596E-01        -1.256405E-08
2.672194E-01        -1.251906E-08
2.669793E-01        -1.247450E-08
2.667395E-01        -1.243007E-08
2.664999E-01        -1.238552E-08
2.662605E-01        -1.234108E-08
2.660213E-01        -1.229653E-08
2.657823E-01        -1.225252E-08
2.655436E-01        -1.220898E-08
2.653050E-01        -1.216553E-08
2.650667E-01        -1.212198E-08
2.648286E-01        -1.207855E-08
2.645907E-01        -1.203500E-08
2.643530E-01        -1.199200E-08
2.641155E-01        -1.194944E-08
2.638783E-01        -1.190701E-08
2.636412E-01        -1.186401E-08
2.634044E-01        -1.182146E-08
2.631678E-01        -1.177947E-08
2.629314E-01        -1.173747E-08
2.626952E-01        -1.169547E-08
2.624592E-01        -1.165392E-08
2.622234E-01        -1.161248E-08
2.619878E-01        -1.157091E-08
2.617525E-01        -1.152993E-08
2.615174E-01        -1.148894E-08
2.612824E-01        -1.144793E-08
2.610477E-01        -1.140693E-08
2.608132E-01        -1.136594E-08
2.605789E-01        -1.132538E-08
2.603448E-01        -1.128538E-08
2.601110E-01        -1.124540E-08
2.598773E-01        -1.120540E-08
2.596439E-01        -1.116541E-08
2.594106E-01        -1.112540E-08
2.591776E-01        -1.108585E-08
2.589448E-01        -1.104642E-08
2.587121E-01        -1.100685E-08
2.584797E-01        -1.096786E-08
2.582475E-01        -1.092886E-08
2.580156E-01        -1.088988E-08
2.577838E-01        -1.085132E-08
2.575522E-01        -1.081288E-08
2.573208E-01        -1.077431E-08
2.570897E-01        -1.073589E-08
2.568587E-01        -1.069732E-08
2.566280E-01        -1.065933E-08
2.563975E-01        -1.062178E-08
2.561671E-01        -1.058433E-08
2.559370E-01        -1.054678E-08
2.557071E-01        -1.050935E-08
2.554774E-01        -1.047179E-08
2.552479E-01        -1.043479E-08
2.550186E-01        -1.039779E-08
2.547895E-01        -1.036080E-08
2.545606E-01        -1.032424E-08
2.543320E-01        -1.028781E-08
2.541035E-01        -1.025125E-08
2.538752E-01        -1.021481E-08
2.536472E-01        -1.017826E-08
2.534193E-01        -1.014226E-08
2.531917E-01        -1.010627E-08
2.529642E-01        -1.007026E-08
2.527370E-01        -1.003471E-08
2.525099E-01        -9.999486E-09
2.522831E-01        -9.964039E-09
2.520565E-01        -9.928734E-09
2.518300E-01        -9.893570E-09
2.516038E-01        -9.858565E-09
2.513778E-01        -9.823715E-09
2.511520E-01        -9.788964E-09
2.509264E-01        -9.754314E-09
2.507010E-01        -9.719806E-09
2.504758E-01        -9.685454E-09
2.502507E-01        -9.651231E-09
2.500259E-01        -9.617135E-09
2.498013E-01        -9.583126E-09
2.495769E-01        -9.549273E-09
2.493527E-01        -9.515519E-09
2.491287E-01        -9.481910E-09
2.489049E-01        -9.448412E-09
2.486814E-01        -9.415061E-09
2.484580E-01        -9.381863E-09
2.482348E-01        -9.348709E-09
2.480118E-01        -9.315698E-09
2.477890E-01        -9.282844E-09
2.475664E-01        -9.250090E-09
2.473440E-01        -9.217435E-09
2.471218E-01        -9.184924E-09
2.468998E-01        -9.152570E-09
2.466780E-01        -9.120316E-09
2.464564E-01        -9.088162E-09
2.462350E-01        -9.056108E-09
2.460138E-01        -9.024197E-09
2.457928E-01        -8.992400E-09
2.455720E-01        -8.960690E-09
2.453514E-01        -8.929137E-09
2.451310E-01        -8.897684E-09
2.449108E-01        -8.866374E-09
2.446908E-01        -8.835178E-09
2.444710E-01        -8.804070E-09
2.442514E-01        -8.773074E-09
2.440320E-01        -8.742166E-09
2.438128E-01        -8.711415E-09
2.435937E-01        -8.680794E-09
2.433749E-01        -8.650300E-09
2.431563E-01        -8.619850E-09
2.429379E-01        -8.589544E-09
2.427196E-01        -8.559338E-09
2.425016E-01        -8.529233E-09
2.422837E-01        -8.499271E-09
2.420661E-01        -8.469424E-09
2.418486E-01        -8.439664E-09
2.416314E-01        -8.410018E-09
2.414143E-01        -8.380458E-09
2.411975E-01        -8.351057E-09
2.409808E-01        -8.321756E-09
2.407643E-01        -8.292499E-09
2.405480E-01        -8.263386E-09
2.403319E-01        -8.234430E-09
2.401160E-01        -8.205532E-09
2.399003E-01        -8.176721E-09
2.396848E-01        -8.148068E-09
2.394695E-01        -8.119516E-09
2.392544E-01        -8.091021E-09
2.390395E-01        -8.062614E-09
2.388247E-01        -8.034351E-09
2.386102E-01        -8.006202E-09
2.383959E-01        -7.978154E-09
2.381817E-01        -7.950194E-09
2.379677E-01        -7.922335E-09
2.377540E-01        -7.894590E-09
2.375404E-01        -7.866933E-09
2.373270E-01        -7.839377E-09
2.371138E-01        -7.811922E-09
2.369008E-01        -7.784568E-09
2.366880E-01        -7.757315E-09
2.364754E-01        -7.730206E-09
2.362629E-01        -7.703200E-09
2.360507E-01        -7.676251E-09
2.358387E-01        -7.649402E-09
2.356268E-01        -7.622642E-09
2.354151E-01        -7.595984E-09
2.352037E-01        -7.569396E-09
2.349924E-01        -7.542883E-09
2.347813E-01        -7.516528E-09
2.345704E-01        -7.490275E-09
2.343596E-01        -7.464110E-09
2.341491E-01        -7.438059E-09
2.339388E-01        -7.412067E-09
2.337286E-01        -7.386149E-09
2.335187E-01        -7.360402E-09
2.333089E-01        -7.334701E-09
2.330993E-01        -7.309045E-09
2.328899E-01        -7.283533E-09
2.326807E-01        -7.258136E-09
2.324717E-01        -7.232784E-09
2.322628E-01        -7.207521E-09
2.320542E-01        -7.182372E-09
2.318457E-01        -7.157312E-09
2.316375E-01        -7.132366E-09
2.314294E-01        -7.107509E-09
2.312215E-01        -7.082754E-09
2.310138E-01        -7.058057E-09
2.308063E-01        -7.033448E-09
2.305989E-01        -7.008943E-09
2.303918E-01        -6.984494E-09
2.301848E-01        -6.960135E-09
2.299780E-01        -6.935878E-09
2.297714E-01        -6.911722E-09
2.295650E-01        -6.887668E-09
2.293588E-01        -6.863715E-09
2.291528E-01        -6.839822E-09
2.289469E-01        -6.815961E-09
2.287412E-01        -6.792245E-09
2.285358E-01        -6.768657E-09
2.283305E-01        -6.745101E-09
2.281254E-01        -6.721605E-09
2.279204E-01        -6.698185E-09
2.277157E-01        -6.674892E-09
2.275111E-01        -6.651675E-09
2.273067E-01        -6.628575E-09
2.271026E-01        -6.605530E-09
2.268985E-01        -6.582565E-09
2.266947E-01        -6.559670E-09
2.264911E-01        -6.536862E-09
2.262876E-01        -6.514160E-09
2.260843E-01        -6.491502E-09
2.258812E-01        -6.468946E-09
2.256783E-01        -6.446492E-09
2.254756E-01        -6.424098E-09
2.252730E-01        -6.401737E-09
2.250707E-01        -6.379531E-09
2.248685E-01        -6.357432E-09
2.246665E-01        -6.335334E-09
2.244647E-01        -6.313324E-09
2.242630E-01        -6.291419E-09
2.240616E-01        -6.269570E-09
2.238603E-01        -6.247812E-09
2.236592E-01        -6.226157E-09
2.234583E-01        -6.204561E-09
2.232575E-01        -6.183041E-09
2.230570E-01        -6.161606E-09
2.228566E-01        -6.140190E-09
2.226564E-01        -6.118934E-09
2.224564E-01        -6.097738E-09
2.222566E-01        -6.076586E-09
2.220569E-01        -6.055526E-09
2.218574E-01        -6.034526E-09
2.216581E-01        -6.013612E-09
2.214590E-01        -5.992816E-09
2.212601E-01        -5.972065E-09
2.210613E-01        -5.951363E-09
2.208627E-01        -5.930748E-09
2.206643E-01        -5.910250E-09
2.204661E-01        -5.889755E-09
2.202680E-01        -5.869336E-09
2.200702E-01        -5.849045E-09
2.198725E-01        -5.828789E-09
2.196750E-01        -5.808634E-09
2.194776E-01        -5.788530E-09
2.192805E-01        -5.768480E-09
2.190835E-01        -5.748523E-09
2.188867E-01        -5.728667E-09
2.186901E-01        -5.708872E-09
2.184936E-01        -5.689111E-09
2.182973E-01        -5.669411E-09
2.181012E-01        -5.649797E-09
2.179053E-01        -5.630302E-09
2.177096E-01        -5.610850E-09
2.175140E-01        -5.591449E-09
2.173186E-01        -5.572093E-09
2.171234E-01        -5.552839E-09
2.169283E-01        -5.533678E-09
2.167335E-01        -5.514586E-09
2.165388E-01        -5.495530E-09
2.163442E-01        -5.476524E-09
2.161499E-01        -5.457614E-09
2.159557E-01        -5.438813E-09
2.157617E-01        -5.420015E-09
2.155679E-01        -5.401261E-09
2.153743E-01        -5.382609E-09
2.151808E-01        -5.364050E-09
2.149875E-01        -5.345552E-09
2.147944E-01        -5.327098E-09
2.146014E-01        -5.308696E-09
2.144086E-01        -5.290379E-09
2.142160E-01        -5.272182E-09
2.140236E-01        -5.253987E-09
2.138313E-01        -5.235827E-09
2.136392E-01        -5.217769E-09
2.134473E-01        -5.199814E-09
2.132556E-01        -5.181920E-09
2.130640E-01        -5.164019E-09
2.128726E-01        -5.146205E-09
2.126814E-01        -5.128509E-09
2.124903E-01        -5.110806E-09
2.122994E-01        -5.093148E-09
2.121087E-01        -5.075593E-09
2.119182E-01        -5.058140E-09
2.117278E-01        -5.040739E-09
2.115376E-01        -5.023383E-09
2.113476E-01        -5.006087E-09
2.111577E-01        -4.988826E-09
2.109680E-01        -4.971669E-09
2.107785E-01        -4.954572E-09
2.105892E-01        -4.937477E-09
2.104000E-01        -4.920460E-09
2.102110E-01        -4.903562E-09
2.100222E-01        -4.886667E-09
2.098335E-01        -4.869849E-09
2.096450E-01        -4.853109E-09
2.094567E-01        -4.836396E-09
2.092685E-01        -4.819794E-09
2.090805E-01        -4.803195E-09
2.088927E-01        -4.786640E-09
2.087051E-01        -4.770188E-09
2.085176E-01        -4.753788E-09
2.083303E-01        -4.737432E-09
2.081431E-01        -4.721171E-09
2.079561E-01        -4.704971E-09
2.077693E-01        -4.688773E-09
2.075827E-01        -4.672620E-09
2.073962E-01        -4.656561E-09
2.072099E-01        -4.640563E-09
2.070238E-01        -4.624610E-09
2.068378E-01        -4.608750E-09
2.066520E-01        -4.592952E-09
2.064663E-01        -4.577149E-09
2.062809E-01        -4.561398E-09
2.060956E-01        -4.545741E-09
2.059104E-01        -4.530138E-09
2.057255E-01        -4.514587E-09
2.055406E-01        -4.499081E-09
2.053560E-01        -4.483627E-09
2.051715E-01        -4.468226E-09
2.049872E-01        -4.452870E-09
2.048031E-01        -4.437616E-09
2.046191E-01        -4.422416E-09
