# Source: NUDEC_BSM v2 (https://github.com/MiguelEA/nudec_BSM/tree/v2)
# Escudero, Jackson, Laine, Sandner, arXiv:2511.04747 (2025)
# me = 0.51099895 MeV, alpha = 1/137.035999084
# T (MeV)           P_int (e^4) [MeV^4]
1.057798E+01        -1.300140E-01
1.056848E+01        -1.295227E-01
1.055898E+01        -1.290239E-01
1.054950E+01        -1.285327E-01
1.054002E+01        -1.280511E-01
1.053055E+01        -1.275626E-01
1.052109E+01        -1.270726E-01
1.051164E+01        -1.265912E-01
1.050220E+01        -1.261114E-01
1.049276E+01        -1.256312E-01
1.048334E+01        -1.251515E-01
1.047392E+01        -1.246714E-01
1.046451E+01        -1.241999E-01
1.045511E+01        -1.237300E-01
1.044572E+01        -1.232601E-01
1.043634E+01        -1.227904E-01
1.042696E+01        -1.223202E-01
1.041759E+01        -1.218586E-01
1.040824E+01        -1.213905E-01
1.039889E+01        -1.209291E-01
1.038954E+01        -1.204687E-01
1.038021E+01        -1.200089E-01
1.037089E+01        -1.195577E-01
1.036157E+01        -1.190990E-01
1.035226E+01        -1.186475E-01
1.034296E+01        -1.181975E-01
1.033367E+01        -1.177476E-01
1.032439E+01        -1.172978E-01
1.031511E+01        -1.168476E-01
1.030585E+01        -1.164064E-01
1.029659E+01        -1.159664E-01
1.028734E+01        -1.155264E-01
1.027810E+01        -1.150865E-01
1.026887E+01        -1.146467E-01
1.025964E+01        -1.142065E-01
1.025042E+01        -1.137748E-01
1.024122E+01        -1.133452E-01
1.023202E+01        -1.129068E-01
1.022283E+01        -1.124839E-01
1.021364E+01        -1.120551E-01
1.020447E+01        -1.116254E-01
1.019530E+01        -1.112038E-01
1.018614E+01        -1.107753E-01
1.017699E+01        -1.103538E-01
1.016785E+01        -1.099340E-01
1.015871E+01        -1.095137E-01
1.014959E+01        -1.091025E-01
1.014047E+01        -1.086840E-01
1.013136E+01        -1.082724E-01
1.012226E+01        -1.078625E-01
1.011317E+01        -1.074527E-01
1.010408E+01        -1.070425E-01
1.009501E+01        -1.066329E-01
1.008594E+01        -1.062228E-01
1.007688E+01        -1.058214E-01
1.006783E+01        -1.054215E-01
1.005878E+01        -1.050213E-01
1.004975E+01        -1.046216E-01
1.004072E+01        -1.042215E-01
1.003170E+01        -1.038216E-01
1.002269E+01        -1.034301E-01
1.001368E+01        -1.030314E-01
1.000469E+01        -1.026402E-01
9.995700E+00        -1.022501E-01
9.986721E+00        -1.018601E-01
9.977749E+00        -1.014701E-01
9.968786E+00        -1.010886E-01
9.959831E+00        -1.007002E-01
9.950884E+00        -1.003187E-01
9.941945E+00        -9.993623E-02
9.933014E+00        -9.955581E-02
9.924091E+00        -9.917669E-02
9.915176E+00        -9.879942E-02
9.906269E+00        -9.842330E-02
9.897370E+00        -9.804818E-02
9.888479E+00        -9.767491E-02
9.879596E+00        -9.730279E-02
9.870721E+00        -9.693251E-02
9.861854E+00        -9.656340E-02
9.852995E+00        -9.619528E-02
9.844144E+00        -9.582901E-02
9.835301E+00        -9.546390E-02
9.826466E+00        -9.510063E-02
9.817638E+00        -9.473848E-02
9.808819E+00        -9.437737E-02
9.800008E+00        -9.401811E-02
9.791204E+00        -9.365997E-02
9.782408E+00        -9.330368E-02
9.773621E+00        -9.294774E-02
9.764841E+00        -9.259430E-02
9.756069E+00        -9.224133E-02
9.747305E+00        -9.189005E-02
9.738549E+00        -9.153994E-02
9.729801E+00        -9.119167E-02
9.721060E+00        -9.084368E-02
9.712327E+00        -9.049739E-02
9.703603E+00        -9.015314E-02
9.694886E+00        -8.981001E-02
9.686177E+00        -8.946789E-02
9.677476E+00        -8.912678E-02
9.668782E+00        -8.878747E-02
9.660096E+00        -8.844933E-02
9.651419E+00        -8.811224E-02
9.642749E+00        -8.777612E-02
9.634086E+00        -8.744180E-02
9.625432E+00        -8.710870E-02
9.616785E+00        -8.677740E-02
9.608146E+00        -8.644643E-02
9.599515E+00        -8.611715E-02
9.590892E+00        -8.578904E-02
9.582276E+00        -8.546190E-02
9.573668E+00        -8.513661E-02
9.565068E+00        -8.481250E-02
9.556476E+00        -8.448939E-02
9.547891E+00        -8.416725E-02
9.539314E+00        -8.384612E-02
9.530745E+00        -8.352685E-02
9.522183E+00        -8.320871E-02
9.513629E+00        -8.289158E-02
9.505083E+00        -8.257630E-02
9.496544E+00        -8.226131E-02
9.488013E+00        -8.194802E-02
9.479490E+00        -8.163590E-02
9.470974E+00        -8.132476E-02
9.462467E+00        -8.101466E-02
9.453966E+00        -8.070551E-02
9.445474E+00        -8.039824E-02
9.436989E+00        -8.009211E-02
9.428511E+00        -7.978696E-02
9.420041E+00        -7.948282E-02
9.411579E+00        -7.917970E-02
9.403125E+00        -7.887759E-02
9.394678E+00        -7.857729E-02
9.386238E+00        -7.827814E-02
9.377807E+00        -7.798004E-02
9.369382E+00        -7.768204E-02
9.360966E+00        -7.738661E-02
9.352556E+00        -7.709161E-02
9.344155E+00        -7.679749E-02
9.335761E+00        -7.650436E-02
9.327374E+00        -7.621305E-02
9.318996E+00        -7.592295E-02
9.310624E+00        -7.563380E-02
9.302260E+00        -7.534482E-02
9.293904E+00        -7.505754E-02
9.285555E+00        -7.477140E-02
9.277214E+00        -7.448712E-02
9.268880E+00        -7.420314E-02
9.260553E+00        -7.391998E-02
9.252235E+00        -7.363788E-02
9.243923E+00        -7.335756E-02
9.235619E+00        -7.307759E-02
9.227323E+00        -7.279931E-02
9.219034E+00        -7.252134E-02
9.210752E+00        -7.224503E-02
9.202478E+00        -7.196990E-02
9.194211E+00        -7.169575E-02
9.185952E+00        -7.142179E-02
9.177700E+00        -7.114949E-02
9.169455E+00        -7.087833E-02
9.161218E+00        -7.060820E-02
9.152989E+00        -7.033908E-02
9.144766E+00        -7.007092E-02
9.136551E+00        -6.980378E-02
9.128344E+00        -6.953766E-02
9.120144E+00        -6.927253E-02
9.111951E+00        -6.900838E-02
9.103766E+00        -6.874526E-02
9.095588E+00        -6.848312E-02
9.087417E+00        -6.822197E-02
9.079254E+00        -6.796185E-02
9.071097E+00        -6.770268E-02
9.062949E+00        -6.744456E-02
9.054807E+00        -6.718740E-02
9.046673E+00        -6.693127E-02
9.038547E+00        -6.667615E-02
9.030427E+00        -6.642116E-02
9.022315E+00        -6.616786E-02
9.014210E+00        -6.591572E-02
9.006112E+00        -6.566456E-02
8.998022E+00        -6.541443E-02
8.989939E+00        -6.516446E-02
8.981863E+00        -6.491615E-02
8.973795E+00        -6.466819E-02
8.965733E+00        -6.442186E-02
8.957679E+00        -6.417589E-02
8.949632E+00        -6.393157E-02
8.941593E+00        -6.368761E-02
8.933560E+00        -6.344445E-02
8.925535E+00        -6.320232E-02
8.917517E+00        -6.296117E-02
8.909507E+00        -6.272105E-02
8.901503E+00        -6.248190E-02
8.893507E+00        -6.224376E-02
8.885518E+00        -6.200663E-02
8.877536E+00        -6.176965E-02
8.869561E+00        -6.153433E-02
8.861593E+00        -6.129935E-02
8.853633E+00        -6.106605E-02
8.845679E+00        -6.083305E-02
8.837733E+00        -6.060092E-02
8.829794E+00        -6.036977E-02
8.821862E+00        -6.013963E-02
8.813937E+00        -5.990964E-02
8.806019E+00        -5.968132E-02
8.798109E+00        -5.945336E-02
8.790205E+00        -5.922620E-02
8.782309E+00        -5.900090E-02
8.774420E+00        -5.877593E-02
8.766537E+00        -5.855176E-02
8.758662E+00        -5.832779E-02
8.750794E+00        -5.810547E-02
8.742933E+00        -5.788349E-02
8.735079E+00        -5.766318E-02
8.727233E+00        -5.744322E-02
8.719393E+00        -5.722407E-02
8.711560E+00        -5.700508E-02
8.703734E+00        -5.678776E-02
8.695916E+00        -5.657080E-02
8.688104E+00        -5.635548E-02
8.680299E+00        -5.614049E-02
8.672502E+00        -5.592636E-02
8.664711E+00        -5.571237E-02
8.656927E+00        -5.550004E-02
8.649151E+00        -5.528808E-02
8.641381E+00        -5.507692E-02
8.633618E+00        -5.486676E-02
8.625862E+00        -5.465761E-02
8.618114E+00        -5.444865E-02
8.610372E+00        -5.424132E-02
8.602637E+00        -5.403434E-02
8.594909E+00        -5.382818E-02
8.587188E+00        -5.362220E-02
8.579474E+00        -5.341788E-02
8.571767E+00        -5.321390E-02
8.564067E+00        -5.301076E-02
8.556374E+00        -5.280861E-02
8.548687E+00        -5.260662E-02
8.541008E+00        -5.240630E-02
8.533336E+00        -5.220634E-02
8.525670E+00        -5.200718E-02
8.518011E+00        -5.180819E-02
8.510359E+00        -5.161086E-02
8.502714E+00        -5.141388E-02
8.495076E+00        -5.121690E-02
8.487445E+00        -5.102159E-02
8.479821E+00        -5.082662E-02
8.472203E+00        -5.063245E-02
8.464592E+00        -5.043929E-02
8.456988E+00        -5.024714E-02
8.449391E+00        -5.005516E-02
8.441801E+00        -4.986401E-02
8.434218E+00        -4.967386E-02
8.426641E+00        -4.948387E-02
8.419071E+00        -4.929554E-02
8.411508E+00        -4.910673E-02
8.403952E+00        -4.891941E-02
8.396403E+00        -4.873244E-02
8.388860E+00        -4.854627E-02
8.381324E+00        -4.836111E-02
8.373795E+00        -4.817696E-02
8.366273E+00        -4.799299E-02
8.358757E+00        -4.780982E-02
8.351248E+00        -4.762683E-02
8.343746E+00        -4.744468E-02
8.336251E+00        -4.726353E-02
8.328763E+00        -4.708339E-02
8.321281E+00        -4.690340E-02
8.313806E+00        -4.672425E-02
8.306337E+00        -4.654608E-02
8.298875E+00        -4.636809E-02
8.291420E+00        -4.619093E-02
8.283972E+00        -4.601479E-02
8.276530E+00        -4.583879E-02
8.269095E+00        -4.566363E-02
8.261667E+00        -4.548948E-02
8.254246E+00        -4.531551E-02
8.246831E+00        -4.514235E-02
8.239422E+00        -4.497018E-02
8.232021E+00        -4.479903E-02
8.224626E+00        -4.462723E-02
8.217238E+00        -4.445690E-02
8.209856E+00        -4.428691E-02
8.202481E+00        -4.411775E-02
8.195112E+00        -4.394958E-02
8.187751E+00        -4.378161E-02
8.180395E+00        -4.361444E-02
8.173047E+00        -4.344746E-02
8.165705E+00        -4.328213E-02
8.158370E+00        -4.311633E-02
8.151041E+00        -4.295199E-02
8.143719E+00        -4.278801E-02
8.136403E+00        -4.262402E-02
8.129094E+00        -4.246168E-02
8.121791E+00        -4.229969E-02
8.114495E+00        -4.213770E-02
8.107206E+00        -4.197655E-02
8.099923E+00        -4.181638E-02
8.092647E+00        -4.165641E-02
8.085377E+00        -4.149724E-02
8.078114E+00        -4.133908E-02
8.070857E+00        -4.118109E-02
8.063607E+00        -4.102393E-02
8.056363E+00        -4.086694E-02
8.049126E+00        -4.071078E-02
8.041896E+00        -4.055563E-02
8.034671E+00        -4.040063E-02
8.027454E+00        -4.024566E-02
8.020243E+00        -4.009232E-02
8.013038E+00        -3.993933E-02
8.005840E+00        -3.978635E-02
7.998648E+00        -3.963418E-02
7.991462E+00        -3.948301E-02
7.984284E+00        -3.933204E-02
7.977111E+00        -3.918186E-02
7.969945E+00        -3.903188E-02
7.962786E+00        -3.888272E-02
7.955633E+00        -3.873374E-02
7.948486E+00        -3.858557E-02
7.941346E+00        -3.843841E-02
7.934212E+00        -3.829142E-02
7.927084E+00        -3.814524E-02
7.919963E+00        -3.799926E-02
7.912849E+00        -3.785411E-02
7.905741E+00        -3.770995E-02
7.898639E+00        -3.756596E-02
7.891543E+00        -3.742196E-02
7.884454E+00        -3.727880E-02
7.877371E+00        -3.713663E-02
7.870295E+00        -3.699465E-02
7.863225E+00        -3.685266E-02
7.856161E+00        -3.671231E-02
7.849104E+00        -3.657233E-02
7.842053E+00        -3.643234E-02
7.835008E+00        -3.629317E-02
7.827970E+00        -3.615419E-02
7.820938E+00        -3.601602E-02
7.813912E+00        -3.587803E-02
7.806893E+00        -3.574087E-02
7.799880E+00        -3.560470E-02
7.792873E+00        -3.546871E-02
7.785873E+00        -3.533273E-02
7.778879E+00        -3.519757E-02
7.771891E+00        -3.506340E-02
7.764909E+00        -3.492858E-02
7.757934E+00        -3.479524E-02
7.750965E+00        -3.466225E-02
7.744002E+00        -3.453008E-02
7.737045E+00        -3.439809E-02
7.730095E+00        -3.426610E-02
7.723151E+00        -3.413494E-02
7.716213E+00        -3.400476E-02
7.709282E+00        -3.387479E-02
7.702356E+00        -3.374561E-02
7.695437E+00        -3.361580E-02
7.688524E+00        -3.348745E-02
7.681617E+00        -3.335946E-02
7.674717E+00        -3.323230E-02
7.667823E+00        -3.310532E-02
7.660934E+00        -3.297831E-02
7.654052E+00        -3.285214E-02
7.647177E+00        -3.272698E-02
7.640307E+00        -3.260117E-02
7.633444E+00        -3.247682E-02
7.626586E+00        -3.235282E-02
7.619735E+00        -3.222884E-02
7.612890E+00        -3.210566E-02
7.606052E+00        -3.198269E-02
7.599219E+00        -3.186051E-02
7.592393E+00        -3.173853E-02
7.585572E+00        -3.161735E-02
7.578758E+00        -3.149636E-02
7.571950E+00        -3.137538E-02
7.565148E+00        -3.125602E-02
7.558352E+00        -3.113621E-02
7.551562E+00        -3.101704E-02
7.544778E+00        -3.089804E-02
7.538001E+00        -3.077988E-02
7.531229E+00        -3.066270E-02
7.524464E+00        -3.054490E-02
7.517705E+00        -3.042855E-02
7.510951E+00        -3.031173E-02
7.504204E+00        -3.019556E-02
7.497463E+00        -3.008039E-02
7.490728E+00        -2.996541E-02
7.483999E+00        -2.985042E-02
7.477276E+00        -2.973624E-02
7.470559E+00        -2.962307E-02
7.463848E+00        -2.950926E-02
7.457143E+00        -2.939609E-02
7.450444E+00        -2.928391E-02
7.443751E+00        -2.917192E-02
7.437064E+00        -2.905993E-02
7.430384E+00        -2.894876E-02
7.423709E+00        -2.883859E-02
7.417040E+00        -2.872778E-02
7.410377E+00        -2.861841E-02
7.403720E+00        -2.850861E-02
7.397069E+00        -2.839943E-02
7.390424E+00        -2.829125E-02
7.383786E+00        -2.818247E-02
7.377153E+00        -2.807429E-02
7.370526E+00        -2.796711E-02
7.363904E+00        -2.786011E-02
7.357289E+00        -2.775393E-02
7.350680E+00        -2.764713E-02
7.344077E+00        -2.754177E-02
7.337480E+00        -2.743598E-02
7.330888E+00        -2.733079E-02
7.324303E+00        -2.722662E-02
7.317723E+00        -2.712262E-02
7.311150E+00        -2.701864E-02
7.304582E+00        -2.691546E-02
7.298020E+00        -2.681247E-02
7.291464E+00        -2.670947E-02
7.284914E+00        -2.660730E-02
7.278370E+00        -2.650531E-02
7.271832E+00        -2.640413E-02
7.265299E+00        -2.630313E-02
7.258773E+00        -2.620215E-02
7.252252E+00        -2.610197E-02
7.245737E+00        -2.600198E-02
7.239228E+00        -2.590280E-02
7.232725E+00        -2.580300E-02
7.226228E+00        -2.570463E-02
7.219737E+00        -2.560584E-02
7.213251E+00        -2.550765E-02
7.206771E+00        -2.541047E-02
7.200297E+00        -2.531348E-02
7.193829E+00        -2.521649E-02
7.187367E+00        -2.511950E-02
7.180910E+00        -2.502331E-02
7.174459E+00        -2.492813E-02
7.168015E+00        -2.483234E-02
7.161575E+00        -2.473715E-02
7.155142E+00        -2.464216E-02
7.148714E+00        -2.454798E-02
7.142293E+00        -2.445400E-02
7.135877E+00        -2.436082E-02
7.129466E+00        -2.426701E-02
7.123062E+00        -2.417464E-02
7.116663E+00        -2.408184E-02
7.110270E+00        -2.398965E-02
7.103883E+00        -2.389767E-02
7.097501E+00        -2.380648E-02
7.091125E+00        -2.371468E-02
7.084755E+00        -2.362430E-02
7.078391E+00        -2.353351E-02
7.072032E+00        -2.344332E-02
7.065679E+00        -2.335333E-02
7.059332E+00        -2.326415E-02
7.052991E+00        -2.317516E-02
7.046655E+00        -2.308617E-02
7.040325E+00        -2.299799E-02
7.034000E+00        -2.290999E-02
7.027682E+00        -2.282201E-02
7.021369E+00        -2.273482E-02
7.015061E+00        -2.264782E-02
7.008759E+00        -2.256083E-02
7.002463E+00        -2.247465E-02
6.996173E+00        -2.238866E-02
6.989888E+00        -2.230266E-02
6.983609E+00        -2.221748E-02
6.977336E+00        -2.213250E-02
6.971068E+00        -2.204750E-02
6.964805E+00        -2.196331E-02
6.958549E+00        -2.187852E-02
6.952298E+00        -2.179514E-02
6.946053E+00        -2.171134E-02
6.939813E+00        -2.162815E-02
6.933579E+00        -2.154517E-02
6.927350E+00        -2.146297E-02
6.921127E+00        -2.138098E-02
6.914910E+00        -2.129899E-02
6.908698E+00        -2.121700E-02
6.902492E+00        -2.113581E-02
6.896291E+00        -2.105482E-02
6.890096E+00        -2.097383E-02
6.883907E+00        -2.089364E-02
6.877723E+00        -2.081365E-02
6.871544E+00        -2.073365E-02
6.865372E+00        -2.065447E-02
6.859204E+00        -2.057547E-02
6.853043E+00        -2.049649E-02
6.846886E+00        -2.041829E-02
6.840736E+00        -2.033950E-02
6.834591E+00        -2.026212E-02
6.828451E+00        -2.018432E-02
6.822317E+00        -2.010713E-02
6.816188E+00        -2.003014E-02
6.810065E+00        -1.995314E-02
6.803948E+00        -1.987616E-02
6.797835E+00        -1.979996E-02
6.791729E+00        -1.972478E-02
6.785628E+00        -1.964898E-02
6.779532E+00        -1.957379E-02
6.773442E+00        -1.949880E-02
6.767357E+00        -1.942380E-02
6.761278E+00        -1.934961E-02
6.755204E+00        -1.927482E-02
6.749136E+00        -1.920143E-02
6.743073E+00        -1.912764E-02
6.737016E+00        -1.905445E-02
6.730964E+00        -1.898146E-02
6.724917E+00        -1.890846E-02
6.718876E+00        -1.883627E-02
6.712840E+00        -1.876347E-02
6.706810E+00        -1.869208E-02
6.700785E+00        -1.862029E-02
6.694766E+00        -1.854910E-02
6.688752E+00        -1.847811E-02
6.682743E+00        -1.840711E-02
6.676740E+00        -1.833612E-02
6.670742E+00        -1.826593E-02
6.664750E+00        -1.819594E-02
6.658763E+00        -1.812595E-02
6.652781E+00        -1.805675E-02
6.646805E+00        -1.798776E-02
6.640834E+00        -1.791877E-02
6.634868E+00        -1.784977E-02
6.628908E+00        -1.778158E-02
6.622953E+00        -1.771278E-02
6.617004E+00        -1.764540E-02
6.611060E+00        -1.757760E-02
6.605121E+00        -1.751041E-02
6.599187E+00        -1.744341E-02
6.593259E+00        -1.737642E-02
6.587336E+00        -1.730942E-02
6.581419E+00        -1.724324E-02
6.575507E+00        -1.717724E-02
6.569600E+00        -1.711125E-02
6.563698E+00        -1.704525E-02
6.557802E+00        -1.698006E-02
6.551911E+00        -1.691507E-02
6.546025E+00        -1.685007E-02
6.540145E+00        -1.678508E-02
6.534270E+00        -1.672089E-02
6.528400E+00        -1.665689E-02
6.522535E+00        -1.659289E-02
6.516676E+00        -1.652890E-02
6.510822E+00        -1.646571E-02
6.504973E+00        -1.640271E-02
6.499130E+00        -1.633972E-02
6.493291E+00        -1.627752E-02
6.487458E+00        -1.621473E-02
6.481630E+00        -1.615253E-02
6.475808E+00        -1.609054E-02
6.469991E+00        -1.602855E-02
6.464179E+00        -1.596736E-02
6.458372E+00        -1.590636E-02
6.452570E+00        -1.584536E-02
6.446774E+00        -1.578437E-02
6.440982E+00        -1.572337E-02
6.435196E+00        -1.566318E-02
6.429415E+00        -1.560318E-02
6.423640E+00        -1.554319E-02
6.417869E+00        -1.548399E-02
6.412104E+00        -1.542420E-02
6.406344E+00        -1.536501E-02
6.400589E+00        -1.530601E-02
6.394839E+00        -1.524781E-02
6.389095E+00        -1.518903E-02
6.383355E+00        -1.513082E-02
6.377621E+00        -1.507283E-02
6.371892E+00        -1.501484E-02
6.366168E+00        -1.495684E-02
6.360449E+00        -1.489964E-02
6.354735E+00        -1.484265E-02
6.349027E+00        -1.478566E-02
6.343323E+00        -1.472866E-02
6.337625E+00        -1.467246E-02
6.331932E+00        -1.461567E-02
6.326244E+00        -1.456027E-02
6.320561E+00        -1.450448E-02
6.314883E+00        -1.444848E-02
6.309210E+00        -1.439328E-02
6.303543E+00        -1.433750E-02
6.297880E+00        -1.428230E-02
6.292223E+00        -1.422810E-02
6.286570E+00        -1.417331E-02
6.280923E+00        -1.411911E-02
6.275281E+00        -1.406512E-02
6.269643E+00        -1.401032E-02
6.264011E+00        -1.395692E-02
6.258384E+00        -1.390313E-02
6.252762E+00        -1.384993E-02
6.247145E+00        -1.379693E-02
6.241533E+00        -1.374394E-02
6.235926E+00        -1.369094E-02
6.230325E+00        -1.363875E-02
6.224728E+00        -1.358596E-02
6.219136E+00        -1.353375E-02
6.213549E+00        -1.348176E-02
6.207968E+00        -1.342977E-02
6.202391E+00        -1.337856E-02
6.196819E+00        -1.332757E-02
6.191252E+00        -1.327577E-02
6.185691E+00        -1.322537E-02
6.180134E+00        -1.317458E-02
6.174582E+00        -1.312358E-02
6.169036E+00        -1.307339E-02
6.163494E+00        -1.302339E-02
6.157957E+00        -1.297339E-02
6.152425E+00        -1.292340E-02
6.146898E+00        -1.287340E-02
6.141377E+00        -1.282420E-02
6.135860E+00        -1.277521E-02
6.130348E+00        -1.272621E-02
6.124841E+00        -1.267722E-02
6.119339E+00        -1.262822E-02
6.113842E+00        -1.258002E-02
6.108349E+00        -1.253123E-02
6.102862E+00        -1.248302E-02
6.097380E+00        -1.243503E-02
6.091903E+00        -1.238783E-02
6.086430E+00        -1.234004E-02
6.080963E+00        -1.229284E-02
6.075500E+00        -1.224584E-02
6.070042E+00        -1.219884E-02
6.064589E+00        -1.215185E-02
6.059141E+00        -1.210485E-02
6.053698E+00        -1.205865E-02
6.048260E+00        -1.201186E-02
6.042827E+00        -1.196566E-02
6.037399E+00        -1.191967E-02
6.031975E+00        -1.187446E-02
6.026557E+00        -1.182868E-02
6.021143E+00        -1.178268E-02
6.015734E+00        -1.173747E-02
6.010330E+00        -1.169248E-02
6.004931E+00        -1.164748E-02
5.999536E+00        -1.160327E-02
5.994147E+00        -1.155849E-02
5.988762E+00        -1.151428E-02
5.983383E+00        -1.147029E-02
5.978008E+00        -1.142551E-02
5.972637E+00        -1.138208E-02
5.967272E+00        -1.133830E-02
5.961912E+00        -1.129431E-02
5.956556E+00        -1.125110E-02
5.951205E+00        -1.120810E-02
5.945859E+00        -1.116511E-02
5.940518E+00        -1.112211E-02
5.935181E+00        -1.107911E-02
5.929850E+00        -1.103691E-02
5.924523E+00        -1.099413E-02
5.919201E+00        -1.095192E-02
5.913883E+00        -1.090992E-02
5.908571E+00        -1.086793E-02
5.903263E+00        -1.082593E-02
5.897960E+00        -1.078472E-02
5.892662E+00        -1.074294E-02
5.887368E+00        -1.070173E-02
5.882080E+00        -1.066074E-02
5.876796E+00        -1.061974E-02
5.871516E+00        -1.057874E-02
5.866242E+00        -1.053853E-02
5.860972E+00        -1.049775E-02
5.855707E+00        -1.045754E-02
5.850447E+00        -1.041676E-02
5.845191E+00        -1.037654E-02
5.839941E+00        -1.033734E-02
5.834694E+00        -1.029755E-02
5.829453E+00        -1.025756E-02
5.824216E+00        -1.021835E-02
5.818984E+00        -1.017935E-02
5.813757E+00        -1.013957E-02
5.808534E+00        -1.010114E-02
5.803317E+00        -1.006237E-02
5.798103E+00        -1.002337E-02
5.792895E+00        -9.984845E-03
5.787691E+00        -9.946447E-03
5.782492E+00        -9.908210E-03
5.777297E+00        -9.870088E-03
5.772107E+00        -9.832148E-03
5.766922E+00        -9.794331E-03
5.761742E+00        -9.756696E-03
5.756566E+00        -9.719177E-03
5.751395E+00        -9.681839E-03
5.746228E+00        -9.644540E-03
5.741066E+00        -9.607479E-03
5.735909E+00        -9.570563E-03
5.730756E+00        -9.533742E-03
5.725608E+00        -9.497025E-03
5.720465E+00        -9.460488E-03
5.715326E+00        -9.424147E-03
5.710192E+00        -9.387852E-03
5.705062E+00        -9.351787E-03
5.699937E+00        -9.315791E-03
5.694817E+00        -9.279953E-03
5.689701E+00        -9.244233E-03
5.684590E+00        -9.208695E-03
5.679484E+00        -9.173280E-03
5.674382E+00        -9.138040E-03
5.669284E+00        -9.102840E-03
5.664191E+00        -9.067798E-03
5.659103E+00        -9.032960E-03
5.654019E+00        -8.998161E-03
5.648940E+00        -8.963600E-03
5.643866E+00        -8.929107E-03
5.638796E+00        -8.894767E-03
5.633730E+00        -8.860545E-03
5.628670E+00        -8.826432E-03
5.623613E+00        -8.792487E-03
5.618561E+00        -8.758668E-03
5.613514E+00        -8.724951E-03
5.608472E+00        -8.691337E-03
5.603433E+00        -8.657891E-03
5.598400E+00        -8.624577E-03
5.593371E+00        -8.591438E-03
5.588346E+00        -8.558338E-03
5.583326E+00        -8.525398E-03
5.578310E+00        -8.492577E-03
5.573299E+00        -8.459937E-03
5.568293E+00        -8.427344E-03
5.563291E+00        -8.394904E-03
5.558293E+00        -8.362583E-03
5.553300E+00        -8.330443E-03
5.548311E+00        -8.298344E-03
5.543327E+00        -8.266404E-03
5.538347E+00        -8.234583E-03
5.533372E+00        -8.202943E-03
5.528402E+00        -8.171351E-03
5.523435E+00        -8.139905E-03
5.518473E+00        -8.108585E-03
5.513516E+00        -8.077368E-03
5.508563E+00        -8.046249E-03
5.503615E+00        -8.015311E-03
5.498671E+00        -7.984413E-03
5.493731E+00        -7.953670E-03
5.488796E+00        -7.923051E-03
5.483866E+00        -7.892614E-03
5.478939E+00        -7.862213E-03
5.474017E+00        -7.831971E-03
5.469100E+00        -7.801776E-03
5.464187E+00        -7.771735E-03
5.459279E+00        -7.741819E-03
5.454374E+00        -7.711995E-03
5.449475E+00        -7.682358E-03
5.444579E+00        -7.652757E-03
5.439688E+00        -7.623315E-03
5.434802E+00        -7.593922E-03
5.429920E+00        -7.564681E-03
5.425042E+00        -7.535561E-03
5.420168E+00        -7.506538E-03
5.415299E+00        -7.477618E-03
5.410435E+00        -7.448803E-03
5.405574E+00        -7.420157E-03
5.400719E+00        -7.391565E-03
5.395867E+00        -7.363121E-03
5.391020E+00        -7.334725E-03
5.386177E+00        -7.306482E-03
5.381338E+00        -7.278360E-03
5.376504E+00        -7.250341E-03
5.371674E+00        -7.222421E-03
5.366849E+00        -7.194604E-03
5.362028E+00        -7.166885E-03
5.357211E+00        -7.139264E-03
5.352399E+00        -7.111747E-03
5.347591E+00        -7.084406E-03
5.342787E+00        -7.057108E-03
5.337987E+00        -7.029885E-03
5.333192E+00        -7.002845E-03
5.328401E+00        -6.975847E-03
5.323614E+00        -6.949002E-03
5.318832E+00        -6.922206E-03
5.314054E+00        -6.895564E-03
5.309281E+00        -6.868971E-03
5.304511E+00        -6.842525E-03
5.299746E+00        -6.816129E-03
5.294985E+00        -6.789886E-03
5.290229E+00        -6.763769E-03
5.285476E+00        -6.737668E-03
5.280728E+00        -6.711725E-03
5.275984E+00        -6.685827E-03
5.271245E+00        -6.660087E-03
5.266510E+00        -6.634391E-03
5.261779E+00        -6.608848E-03
5.257052E+00        -6.583349E-03
5.252329E+00        -6.558004E-03
5.247611E+00        -6.532785E-03
5.242897E+00        -6.507588E-03
5.238187E+00        -6.482467E-03
5.233482E+00        -6.457527E-03
5.228781E+00        -6.432631E-03
5.224083E+00        -6.407806E-03
5.219391E+00        -6.383168E-03
5.214702E+00        -6.358569E-03
5.210018E+00        -6.334051E-03
5.205337E+00        -6.309627E-03
5.200661E+00        -6.285307E-03
5.195989E+00        -6.261086E-03
5.191322E+00        -6.236969E-03
5.186658E+00        -6.212868E-03
5.181999E+00        -6.188927E-03
5.177344E+00        -6.165107E-03
5.172693E+00        -6.141308E-03
5.168046E+00        -6.117664E-03
5.163404E+00        -6.094069E-03
5.158765E+00        -6.070545E-03
5.154131E+00        -6.047126E-03
5.149501E+00        -6.023883E-03
5.144875E+00        -6.000607E-03
5.140254E+00        -5.977468E-03
5.135636E+00        -5.954445E-03
5.131023E+00        -5.931527E-03
5.126413E+00        -5.908625E-03
5.121808E+00        -5.885883E-03
5.117207E+00        -5.863185E-03
5.112610E+00        -5.840564E-03
5.108018E+00        -5.818047E-03
5.103429E+00        -5.795624E-03
5.098844E+00        -5.773224E-03
5.094264E+00        -5.750982E-03
5.089688E+00        -5.728786E-03
