# Source: NUDEC_BSM v2 (https://github.com/MiguelEA/nudec_BSM/tree/v2)
# Escudero, Jackson, Laine, Sandner, arXiv:2511.04747 (2025)
# me = 0.51099895 MeV, alpha = 1/137.035999084
# Baseline: O(e^2) non-log + O(e^2) log summed into col 2;
# O(e^3) in col 3. Loader sums col 2 + col 3.
# T (MeV)           dP_int/dT (e^2+e^3) [MeV^3] p^(2)   p^(3)
2.484255E+01        -9.759140E+01        +8.693141E+00
2.482024E+01        -9.732845E+01        +8.669745E+00
2.479794E+01        -9.706638E+01        +8.646438E+00
2.477566E+01        -9.680532E+01        +8.623137E+00
2.475341E+01        -9.654442E+01        +8.599940E+00
2.473117E+01        -9.628435E+01        +8.576739E+00
2.470895E+01        -9.602528E+01        +8.553632E+00
2.468676E+01        -9.576638E+01        +8.530636E+00
2.466458E+01        -9.550832E+01        +8.507634E+00
2.464242E+01        -9.525125E+01        +8.484728E+00
2.462029E+01        -9.499436E+01        +8.461932E+00
2.459817E+01        -9.473924E+01        +8.439130E+00
2.457607E+01        -9.448328E+01        +8.416424E+00
2.455400E+01        -9.422928E+01        +8.393734E+00
2.453194E+01        -9.397528E+01        +8.371128E+00
2.450990E+01        -9.372222E+01        +8.348622E+00
2.448789E+01        -9.347028E+01        +8.326132E+00
2.446589E+01        -9.321828E+01        +8.303727E+00
2.444391E+01        -9.296723E+01        +8.281327E+00
2.442195E+01        -9.271624E+01        +8.259022E+00
2.440001E+01        -9.246714E+01        +8.236817E+00
2.437809E+01        -9.221816E+01        +8.214618E+00
2.435619E+01        -9.196917E+01        +8.192514E+00
2.433431E+01        -9.172208E+01        +8.170416E+00
2.431245E+01        -9.147511E+01        +8.148413E+00
2.429061E+01        -9.122814E+01        +8.126510E+00
2.426879E+01        -9.098306E+01        +8.104612E+00
2.424699E+01        -9.073810E+01        +8.082810E+00
2.422521E+01        -9.049314E+01        +8.061014E+00
2.420345E+01        -9.025008E+01        +8.039312E+00
2.418171E+01        -9.000713E+01        +8.017711E+00
2.415998E+01        -8.976407E+01        +7.996106E+00
2.413828E+01        -8.952208E+01        +7.974512E+00
2.411660E+01        -8.928109E+01        +7.953106E+00
2.409493E+01        -8.904100E+01        +7.931703E+00
2.407329E+01        -8.880108E+01        +7.910310E+00
2.405166E+01        -8.856199E+01        +7.889002E+00
2.403006E+01        -8.832309E+01        +7.867804E+00
2.400847E+01        -8.808502E+01        +7.846603E+00
2.398690E+01        -8.784795E+01        +7.825497E+00
2.396535E+01        -8.761190E+01        +7.804397E+00
2.394383E+01        -8.737602E+01        +7.783401E+00
2.392232E+01        -8.714003E+01        +7.762402E+00
2.390083E+01        -8.690594E+01        +7.741499E+00
2.387936E+01        -8.667197E+01        +7.720695E+00
2.385791E+01        -8.643801E+01        +7.699899E+00
2.383647E+01        -8.620583E+01        +7.679187E+00
2.381506E+01        -8.597294E+01        +7.658492E+00
2.379367E+01        -8.574189E+01        +7.637891E+00
2.377229E+01        -8.551085E+01        +7.617288E+00
2.375094E+01        -8.528087E+01        +7.596789E+00
2.372960E+01        -8.505085E+01        +7.576287E+00
2.370829E+01        -8.482189E+01        +7.555890E+00
2.368699E+01        -8.459288E+01        +7.535584E+00
2.366571E+01        -8.436483E+01        +7.515284E+00
2.364445E+01        -8.413779E+01        +7.495080E+00
2.362321E+01        -8.391176E+01        +7.474882E+00
2.360199E+01        -8.368579E+01        +7.454779E+00
2.358079E+01        -8.345984E+01        +7.434683E+00
2.355960E+01        -8.323567E+01        +7.414672E+00
2.353844E+01        -8.301080E+01        +7.394678E+00
2.351730E+01        -8.278775E+01        +7.374779E+00
2.349617E+01        -8.256474E+01        +7.354877E+00
2.347506E+01        -8.234267E+01        +7.335070E+00
2.345397E+01        -8.212067E+01        +7.315365E+00
2.343291E+01        -8.189973E+01        +7.295675E+00
2.341186E+01        -8.167876E+01        +7.275977E+00
2.339082E+01        -8.145863E+01        +7.256459E+00
2.336981E+01        -8.123962E+01        +7.236869E+00
2.334882E+01        -8.102067E+01        +7.217368E+00
2.332784E+01        -8.080258E+01        +7.197959E+00
2.330689E+01        -8.058467E+01        +7.178567E+00
2.328595E+01        -8.036760E+01        +7.159260E+00
2.326503E+01        -8.015154E+01        +7.139960E+00
2.324413E+01        -7.993556E+01        +7.120755E+00
2.322325E+01        -7.972052E+01        +7.101558E+00
2.320239E+01        -7.950557E+01        +7.082455E+00
2.318155E+01        -7.929156E+01        +7.063360E+00
2.316072E+01        -7.907752E+01        +7.044351E+00
2.313992E+01        -7.886454E+01        +7.025452E+00
2.311913E+01        -7.865247E+01        +7.006457E+00
2.309836E+01        -7.844048E+01        +6.987645E+00
2.307761E+01        -7.822944E+01        +6.968753E+00
2.305688E+01        -7.801847E+01        +6.950043E+00
2.303617E+01        -7.780845E+01        +6.931347E+00
2.301548E+01        -7.759852E+01        +6.912652E+00
2.299480E+01        -7.738943E+01        +6.894044E+00
2.297414E+01        -7.718135E+01        +6.875443E+00
2.295351E+01        -7.697346E+01        +6.856945E+00
2.293289E+01        -7.676641E+01        +6.838541E+00
2.291229E+01        -7.655944E+01        +6.820143E+00
2.289170E+01        -7.635333E+01        +6.801738E+00
2.287114E+01        -7.614739E+01        +6.783438E+00
2.285059E+01        -7.594230E+01        +6.765136E+00
2.283007E+01        -7.573833E+01        +6.746937E+00
2.280956E+01        -7.553434E+01        +6.728738E+00
2.278907E+01        -7.533037E+01        +6.710634E+00
2.276860E+01        -7.512734E+01        +6.692537E+00
2.274814E+01        -7.492524E+01        +6.674527E+00
2.272771E+01        -7.472331E+01        +6.656627E+00
2.270729E+01        -7.452223E+01        +6.638632E+00
2.268689E+01        -7.432124E+01        +6.620820E+00
2.266651E+01        -7.412120E+01        +6.602928E+00
2.264615E+01        -7.392123E+01        +6.585218E+00
2.262581E+01        -7.372222E+01        +6.567429E+00
2.260548E+01        -7.352413E+01        +6.549814E+00
2.258518E+01        -7.332622E+01        +6.532128E+00
2.256489E+01        -7.312823E+01        +6.514522E+00
2.254462E+01        -7.293119E+01        +6.497018E+00
2.252436E+01        -7.273507E+01        +6.479513E+00
2.250413E+01        -7.253913E+01        +6.462018E+00
2.248391E+01        -7.234405E+01        +6.444704E+00
2.246372E+01        -7.214914E+01        +6.427318E+00
2.244354E+01        -7.195509E+01        +6.410013E+00
2.242338E+01        -7.176113E+01        +6.392716E+00
2.240323E+01        -7.156708E+01        +6.375506E+00
2.238311E+01        -7.137503E+01        +6.358312E+00
2.236300E+01        -7.118208E+01        +6.341205E+00
2.234291E+01        -7.099097E+01        +6.324199E+00
2.232284E+01        -7.079999E+01        +6.307108E+00
2.230279E+01        -7.060904E+01        +6.290106E+00
2.228275E+01        -7.041895E+01        +6.273197E+00
2.226274E+01        -7.022904E+01        +6.256304E+00
2.224274E+01        -7.003998E+01        +6.239499E+00
2.222276E+01        -6.985101E+01        +6.222701E+00
2.220279E+01        -6.966290E+01        +6.205897E+00
2.218285E+01        -6.947590E+01        +6.189196E+00
2.216292E+01        -6.928796E+01        +6.172589E+00
2.214301E+01        -6.910184E+01        +6.155897E+00
2.212312E+01        -6.891588E+01        +6.139387E+00
2.210325E+01        -6.872993E+01        +6.122798E+00
2.208339E+01        -6.854484E+01        +6.106289E+00
2.206355E+01        -6.835984E+01        +6.089883E+00
2.204373E+01        -6.817580E+01        +6.073484E+00
2.202393E+01        -6.799277E+01        +6.057181E+00
2.200415E+01        -6.780983E+01        +6.040793E+00
2.198438E+01        -6.762682E+01        +6.024579E+00
2.196463E+01        -6.744476E+01        +6.008379E+00
2.194490E+01        -6.726279E+01        +5.992182E+00
2.192519E+01        -6.708178E+01        +5.975986E+00
2.190549E+01        -6.690076E+01        +5.959971E+00
2.188581E+01        -6.672069E+01        +5.943878E+00
2.186615E+01        -6.654165E+01        +5.927873E+00
2.184651E+01        -6.636176E+01        +5.911877E+00
2.182688E+01        -6.618267E+01        +5.895968E+00
2.180728E+01        -6.600469E+01        +5.880169E+00
2.178769E+01        -6.582764E+01        +5.864277E+00
2.176811E+01        -6.564965E+01        +5.848465E+00
2.174856E+01        -6.547265E+01        +5.832764E+00
2.172902E+01        -6.529657E+01        +5.817063E+00
2.170950E+01        -6.512058E+01        +5.801364E+00
2.169000E+01        -6.494555E+01        +5.785761E+00
2.167052E+01        -6.477061E+01        +5.770166E+00
2.165105E+01        -6.459560E+01        +5.754658E+00
2.163160E+01        -6.442248E+01        +5.739159E+00
2.161217E+01        -6.424859E+01        +5.723662E+00
2.159275E+01        -6.407549E+01        +5.708253E+00
2.157336E+01        -6.390257E+01        +5.692953E+00
2.155398E+01        -6.373052E+01        +5.677561E+00
2.153461E+01        -6.355940E+01        +5.662250E+00
2.151527E+01        -6.338753E+01        +5.647048E+00
2.149594E+01        -6.321739E+01        +5.631848E+00
2.147663E+01        -6.304647E+01        +5.616649E+00
2.145734E+01        -6.287738E+01        +5.601546E+00
2.143806E+01        -6.270743E+01        +5.586444E+00
2.141881E+01        -6.253938E+01        +5.571445E+00
2.139956E+01        -6.237039E+01        +5.556439E+00
2.138034E+01        -6.220237E+01        +5.541444E+00
2.136113E+01        -6.203528E+01        +5.526535E+00
2.134195E+01        -6.186838E+01        +5.511644E+00
2.132277E+01        -6.170132E+01        +5.496832E+00
2.130362E+01        -6.153531E+01        +5.482037E+00
2.128448E+01        -6.136931E+01        +5.467237E+00
2.126536E+01        -6.120426E+01        +5.452531E+00
2.124626E+01        -6.103930E+01        +5.437835E+00
2.122717E+01        -6.087428E+01        +5.423226E+00
2.120810E+01        -6.071022E+01        +5.408627E+00
2.118905E+01        -6.054718E+01        +5.394029E+00
2.117002E+01        -6.038423E+01        +5.379527E+00
2.115100E+01        -6.022123E+01        +5.365027E+00
2.113200E+01        -6.005918E+01        +5.350621E+00
2.111302E+01        -5.989722E+01        +5.336225E+00
2.109405E+01        -5.973614E+01        +5.321824E+00
2.107510E+01        -5.957515E+01        +5.307517E+00
2.105617E+01        -5.941511E+01        +5.293220E+00
2.103725E+01        -5.925509E+01        +5.278918E+00
2.101836E+01        -5.909517E+01        +5.264718E+00
2.099948E+01        -5.893613E+01        +5.250613E+00
2.098061E+01        -5.877709E+01        +5.236418E+00
2.096176E+01        -5.861902E+01        +5.222310E+00
2.094293E+01        -5.846104E+01        +5.208304E+00
2.092412E+01        -5.830401E+01        +5.194215E+00
2.090532E+01        -5.814607E+01        +5.180207E+00
2.088654E+01        -5.798994E+01        +5.166301E+00
2.086778E+01        -5.783398E+01        +5.152404E+00
2.084904E+01        -5.767804E+01        +5.138510E+00
2.083031E+01        -5.752298E+01        +5.124703E+00
2.081159E+01        -5.736793E+01        +5.110899E+00
2.079290E+01        -5.721299E+01        +5.097104E+00
2.077422E+01        -5.705892E+01        +5.083397E+00
2.075556E+01        -5.690496E+01        +5.069700E+00
2.073691E+01        -5.675186E+01        +5.056090E+00
2.071829E+01        -5.659894E+01        +5.042498E+00
2.069967E+01        -5.644682E+01        +5.028893E+00
2.068108E+01        -5.629487E+01        +5.015298E+00
2.066250E+01        -5.614287E+01        +5.001791E+00
2.064394E+01        -5.599183E+01        +4.988386E+00
2.062539E+01        -5.584080E+01        +4.974891E+00
2.060687E+01        -5.569081E+01        +4.961490E+00
2.058835E+01        -5.554076E+01        +4.948178E+00
2.056986E+01        -5.539081E+01        +4.934883E+00
2.055138E+01        -5.524174E+01        +4.921583E+00
2.053292E+01        -5.509277E+01        +4.908286E+00
2.051447E+01        -5.494467E+01        +4.895076E+00
2.049605E+01        -5.479676E+01        +4.881883E+00
2.047763E+01        -5.464871E+01        +4.868772E+00
2.045924E+01        -5.450169E+01        +4.855677E+00
2.044086E+01        -5.435470E+01        +4.842577E+00
2.042250E+01        -5.420866E+01        +4.829573E+00
2.040415E+01        -5.406264E+01        +4.816571E+00
2.038582E+01        -5.391665E+01        +4.803572E+00
2.036751E+01        -5.377162E+01        +4.790668E+00
2.034921E+01        -5.362660E+01        +4.777767E+00
2.033093E+01        -5.348254E+01        +4.764868E+00
2.031267E+01        -5.333859E+01        +4.752064E+00
2.029442E+01        -5.319458E+01        +4.739263E+00
2.027619E+01        -5.305153E+01        +4.726465E+00
2.025798E+01        -5.290858E+01        +4.713762E+00
2.023978E+01        -5.276650E+01        +4.701062E+00
2.022160E+01        -5.262361E+01        +4.688364E+00
2.020343E+01        -5.248243E+01        +4.675755E+00
2.018528E+01        -5.234052E+01        +4.663156E+00
2.016715E+01        -5.219948E+01        +4.650651E+00
2.014903E+01        -5.205939E+01        +4.638150E+00
2.013093E+01        -5.191941E+01        +4.625651E+00
2.011285E+01        -5.177945E+01        +4.613155E+00
2.009478E+01        -5.163945E+01        +4.600747E+00
2.007673E+01        -5.150040E+01        +4.588350E+00
2.005870E+01        -5.136146E+01        +4.576047E+00
2.004068E+01        -5.122339E+01        +4.563655E+00
2.002267E+01        -5.108535E+01        +4.551344E+00
2.000469E+01        -5.094834E+01        +4.539142E+00
1.998672E+01        -5.081043E+01        +4.526943E+00
1.996876E+01        -5.067333E+01        +4.514741E+00
1.995082E+01        -5.053725E+01        +4.502541E+00
1.993290E+01        -5.040128E+01        +4.490436E+00
1.991500E+01        -5.026534E+01        +4.478341E+00
1.989711E+01        -5.013028E+01        +4.466242E+00
1.987923E+01        -4.999525E+01        +4.454231E+00
1.986137E+01        -4.986025E+01        +4.442231E+00
1.984353E+01        -4.972620E+01        +4.430326E+00
1.982571E+01        -4.959225E+01        +4.418339E+00
1.980790E+01        -4.945827E+01        +4.406432E+00
1.979010E+01        -4.932516E+01        +4.394621E+00
1.977232E+01        -4.919215E+01        +4.382821E+00
1.975456E+01        -4.906010E+01        +4.371023E+00
1.973682E+01        -4.892816E+01        +4.359228E+00
1.971909E+01        -4.879617E+01        +4.347429E+00
1.970137E+01        -4.866507E+01        +4.335811E+00
1.968368E+01        -4.853322E+01        +4.324125E+00
1.966599E+01        -4.840302E+01        +4.312421E+00
1.964833E+01        -4.827216E+01        +4.300819E+00
1.963068E+01        -4.814209E+01        +4.289220E+00
1.961304E+01        -4.801299E+01        +4.277710E+00
1.959542E+01        -4.788307E+01        +4.266210E+00
1.957782E+01        -4.775403E+01        +4.254713E+00
1.956023E+01        -4.762594E+01        +4.243212E+00
1.954266E+01        -4.749796E+01        +4.231806E+00
1.952511E+01        -4.737002E+01        +4.220411E+00
1.950757E+01        -4.724203E+01        +4.209012E+00
1.949004E+01        -4.711492E+01        +4.197701E+00
1.947253E+01        -4.698792E+01        +4.186401E+00
1.945504E+01        -4.686095E+01        +4.175104E+00
1.943757E+01        -4.673494E+01        +4.163901E+00
1.942010E+01        -4.660888E+01        +4.152697E+00
1.940266E+01        -4.648386E+01        +4.141501E+00
1.938523E+01        -4.635795E+01        +4.130394E+00
1.936782E+01        -4.623383E+01        +4.119206E+00
1.935042E+01        -4.610891E+01        +4.108098E+00
1.933303E+01        -4.598479E+01        +4.097086E+00
1.931567E+01        -4.586086E+01        +4.086092E+00
1.929832E+01        -4.573688E+01        +4.075094E+00
1.928098E+01        -4.561379E+01        +4.064093E+00
1.926366E+01        -4.549172E+01        +4.053094E+00
1.924635E+01        -4.536878E+01        +4.042184E+00
1.922906E+01        -4.524671E+01        +4.031376E+00
1.921179E+01        -4.512475E+01        +4.020488E+00
1.919453E+01        -4.500275E+01        +4.009680E+00
1.917729E+01        -4.488170E+01        +3.998882E+00
