# Source: NUDEC_BSM v2 (https://github.com/MiguelEA/nudec_BSM/tree/v2)
# Escudero, Jackson, Laine, Sandner, arXiv:2511.04747 (2025)
# me = 0.51099895 MeV, alpha = 1/137.035999084
# T (MeV)           dP_int/dT (e^4) [MeV^3]
9.436989E+00        -3.605586E-02
9.428511E+00        -3.595170E-02
9.420041E+00        -3.584771E-02
9.411579E+00        -3.574372E-02
9.403125E+00        -3.563974E-02
9.394678E+00        -3.553659E-02
9.386238E+00        -3.543275E-02
9.377807E+00        -3.533045E-02
9.369382E+00        -3.522761E-02
9.360966E+00        -3.512547E-02
9.352556E+00        -3.502347E-02
9.344155E+00        -3.492232E-02
9.335761E+00        -3.482049E-02
9.327374E+00        -3.471934E-02
9.318996E+00        -3.461920E-02
9.310624E+00        -3.451836E-02
9.302260E+00        -3.441821E-02
9.293904E+00        -3.431822E-02
9.285555E+00        -3.421907E-02
9.277214E+00        -3.411924E-02
9.268880E+00        -3.402093E-02
9.260553E+00        -3.392209E-02
9.252235E+00        -3.382311E-02
9.243923E+00        -3.372495E-02
9.235619E+00        -3.362696E-02
9.227323E+00        -3.352982E-02
9.219034E+00        -3.343283E-02
9.210752E+00        -3.333583E-02
9.202478E+00        -3.323884E-02
9.194211E+00        -3.314185E-02
9.185952E+00        -3.304570E-02
9.177700E+00        -3.294971E-02
9.169455E+00        -3.285455E-02
9.161218E+00        -3.275956E-02
9.152989E+00        -3.266374E-02
9.144766E+00        -3.256941E-02
9.136551E+00        -3.247458E-02
9.128344E+00        -3.238044E-02
9.120144E+00        -3.228645E-02
9.111951E+00        -3.219245E-02
9.103766E+00        -3.209930E-02
9.095588E+00        -3.200631E-02
9.087417E+00        -3.191332E-02
9.079254E+00        -3.182033E-02
9.071097E+00        -3.172817E-02
9.062949E+00        -3.163618E-02
9.054807E+00        -3.154418E-02
9.046673E+00        -3.145303E-02
9.038547E+00        -3.136121E-02
9.030427E+00        -3.127005E-02
9.022315E+00        -3.117906E-02
9.014210E+00        -3.108890E-02
9.006112E+00        -3.099891E-02
8.998022E+00        -3.090892E-02
8.989939E+00        -3.081893E-02
8.981863E+00        -3.072977E-02
8.973795E+00        -3.063995E-02
8.965733E+00        -3.055162E-02
8.957679E+00        -3.046280E-02
8.949632E+00        -3.037380E-02
8.941593E+00        -3.028565E-02
8.933560E+00        -3.019766E-02
8.925535E+00        -3.011050E-02
8.917517E+00        -3.002267E-02
8.909507E+00        -2.993552E-02
8.901503E+00        -2.984853E-02
8.893507E+00        -2.976154E-02
8.885518E+00        -2.967538E-02
8.877536E+00        -2.958939E-02
8.869561E+00        -2.950340E-02
8.861593E+00        -2.941740E-02
8.853633E+00        -2.933225E-02
8.845679E+00        -2.924725E-02
8.837733E+00        -2.916226E-02
8.829794E+00        -2.907727E-02
8.821862E+00        -2.899311E-02
8.813937E+00        -2.890912E-02
8.806019E+00        -2.882512E-02
8.798109E+00        -2.874114E-02
8.790205E+00        -2.865797E-02
8.782309E+00        -2.857415E-02
8.774420E+00        -2.849100E-02
8.766537E+00        -2.840883E-02
8.758662E+00        -2.832601E-02
8.750794E+00        -2.824385E-02
8.742933E+00        -2.816185E-02
8.735079E+00        -2.807986E-02
8.727233E+00        -2.799871E-02
8.719393E+00        -2.791689E-02
8.711560E+00        -2.783572E-02
8.703734E+00        -2.775473E-02
8.695916E+00        -2.767457E-02
8.688104E+00        -2.759375E-02
8.680299E+00        -2.751358E-02
8.672502E+00        -2.743360E-02
8.664711E+00        -2.735443E-02
8.656927E+00        -2.727461E-02
8.649151E+00        -2.719545E-02
8.641381E+00        -2.711645E-02
8.633618E+00        -2.703746E-02
8.625862E+00        -2.695929E-02
8.618114E+00        -2.688048E-02
8.610372E+00        -2.680231E-02
8.602637E+00        -2.672432E-02
8.594909E+00        -2.664716E-02
8.587188E+00        -2.656933E-02
8.579474E+00        -2.649217E-02
8.571767E+00        -2.641518E-02
8.564067E+00        -2.633902E-02
8.556374E+00        -2.626220E-02
8.548687E+00        -2.618603E-02
8.541008E+00        -2.611004E-02
8.533336E+00        -2.603405E-02
8.525670E+00        -2.595806E-02
8.518011E+00        -2.588289E-02
8.510359E+00        -2.580790E-02
8.502714E+00        -2.573290E-02
8.495076E+00        -2.565791E-02
8.487445E+00        -2.558292E-02
8.479821E+00        -2.550876E-02
8.472203E+00        -2.543476E-02
8.464592E+00        -2.536077E-02
8.456988E+00        -2.528678E-02
8.449391E+00        -2.521361E-02
8.441801E+00        -2.514062E-02
8.434218E+00        -2.506763E-02
8.426641E+00        -2.499463E-02
8.419071E+00        -2.492164E-02
8.411508E+00        -2.484947E-02
8.403952E+00        -2.477666E-02
8.396403E+00        -2.470449E-02
8.388860E+00        -2.463332E-02
8.381324E+00        -2.456150E-02
8.373795E+00        -2.449034E-02
8.366273E+00        -2.441852E-02
8.358757E+00        -2.434735E-02
8.351248E+00        -2.427718E-02
8.343746E+00        -2.420636E-02
8.336251E+00        -2.413620E-02
8.328763E+00        -2.406621E-02
8.321281E+00        -2.399622E-02
8.313806E+00        -2.392623E-02
8.306337E+00        -2.385623E-02
8.298875E+00        -2.378706E-02
8.291420E+00        -2.371806E-02
8.283972E+00        -2.364907E-02
8.276530E+00        -2.358008E-02
8.269095E+00        -2.351191E-02
8.261667E+00        -2.344309E-02
8.254246E+00        -2.337493E-02
8.246831E+00        -2.330694E-02
8.239422E+00        -2.323976E-02
8.232021E+00        -2.317195E-02
8.224626E+00        -2.310395E-02
8.217238E+00        -2.303679E-02
8.209856E+00        -2.296979E-02
8.202481E+00        -2.290362E-02
8.195112E+00        -2.283680E-02
8.187751E+00        -2.277064E-02
8.180395E+00        -2.270381E-02
8.173047E+00        -2.263765E-02
8.165705E+00        -2.257248E-02
8.158370E+00        -2.250667E-02
8.151041E+00        -2.244149E-02
8.143719E+00        -2.237568E-02
8.136403E+00        -2.231051E-02
8.129094E+00        -2.224551E-02
8.121791E+00        -2.218134E-02
8.114495E+00        -2.211652E-02
8.107206E+00        -2.205235E-02
8.099923E+00        -2.198836E-02
8.092647E+00        -2.192437E-02
8.085377E+00        -2.186037E-02
8.078114E+00        -2.179638E-02
8.070857E+00        -2.173320E-02
8.063607E+00        -2.167021E-02
8.056363E+00        -2.160722E-02
8.049126E+00        -2.154422E-02
8.041896E+00        -2.148124E-02
8.034671E+00        -2.141906E-02
8.027454E+00        -2.135625E-02
8.020243E+00        -2.129408E-02
8.013038E+00        -2.123290E-02
8.005840E+00        -2.117109E-02
7.998648E+00        -2.110909E-02
7.991462E+00        -2.104791E-02
7.984284E+00        -2.098693E-02
7.977111E+00        -2.092511E-02
7.969945E+00        -2.086476E-02
7.962786E+00        -2.080394E-02
7.955633E+00        -2.074295E-02
7.948486E+00        -2.068278E-02
7.941346E+00        -2.062278E-02
7.934212E+00        -2.056279E-02
7.927084E+00        -2.050279E-02
7.919963E+00        -2.044280E-02
7.912849E+00        -2.038363E-02
7.905741E+00        -2.032463E-02
7.898639E+00        -2.026564E-02
7.891543E+00        -2.020664E-02
7.884454E+00        -2.014765E-02
7.877371E+00        -2.008865E-02
7.870295E+00        -2.003048E-02
7.863225E+00        -1.997167E-02
7.856161E+00        -1.991349E-02
7.849104E+00        -1.985550E-02
7.842053E+00        -1.979750E-02
7.835008E+00        -1.974032E-02
7.827970E+00        -1.968251E-02
7.820938E+00        -1.962534E-02
7.813912E+00        -1.956834E-02
7.806893E+00        -1.951135E-02
7.799880E+00        -1.945436E-02
7.792873E+00        -1.939818E-02
7.785873E+00        -1.934137E-02
7.778879E+00        -1.928519E-02
7.771891E+00        -1.922920E-02
7.764909E+00        -1.917320E-02
7.757934E+00        -1.911721E-02
7.750965E+00        -1.906122E-02
7.744002E+00        -1.900604E-02
7.737045E+00        -1.895104E-02
7.730095E+00        -1.889523E-02
7.723151E+00        -1.884087E-02
7.716213E+00        -1.878606E-02
7.709282E+00        -1.873107E-02
7.702356E+00        -1.867607E-02
7.695437E+00        -1.862189E-02
7.688524E+00        -1.856790E-02
7.681617E+00        -1.851390E-02
7.674717E+00        -1.845991E-02
7.667823E+00        -1.840592E-02
7.660934E+00        -1.835273E-02
7.654052E+00        -1.829892E-02
7.647177E+00        -1.824575E-02
7.640307E+00        -1.819275E-02
7.633444E+00        -1.813976E-02
7.626586E+00        -1.808676E-02
7.619735E+00        -1.803376E-02
7.612890E+00        -1.798158E-02
7.606052E+00        -1.792960E-02
7.599219E+00        -1.787678E-02
7.592393E+00        -1.782461E-02
7.585572E+00        -1.777261E-02
7.578758E+00        -1.772143E-02
7.571950E+00        -1.766962E-02
7.565148E+00        -1.761844E-02
7.558352E+00        -1.756663E-02
7.551562E+00        -1.751545E-02
7.544778E+00        -1.746445E-02
7.538001E+00        -1.741346E-02
7.531229E+00        -1.736328E-02
7.524464E+00        -1.731247E-02
7.517705E+00        -1.726229E-02
7.510951E+00        -1.721148E-02
7.504204E+00        -1.716130E-02
7.497463E+00        -1.711130E-02
7.490728E+00        -1.706131E-02
7.483999E+00        -1.701213E-02
7.477276E+00        -1.696232E-02
7.470559E+00        -1.691314E-02
7.463848E+00        -1.686333E-02
7.457143E+00        -1.681415E-02
7.450444E+00        -1.676515E-02
7.443751E+00        -1.671697E-02
7.437064E+00        -1.666816E-02
7.430384E+00        -1.661917E-02
7.423709E+00        -1.657099E-02
7.417040E+00        -1.652299E-02
7.410377E+00        -1.647418E-02
7.403720E+00        -1.642600E-02
7.397069E+00        -1.637881E-02
7.390424E+00        -1.633101E-02
7.383786E+00        -1.628302E-02
7.377153E+00        -1.623583E-02
7.370526E+00        -1.618803E-02
7.363904E+00        -1.614084E-02
7.357289E+00        -1.609384E-02
7.350680E+00        -1.604766E-02
7.344077E+00        -1.600085E-02
7.337480E+00        -1.595386E-02
7.330888E+00        -1.590767E-02
7.324303E+00        -1.586087E-02
7.317723E+00        -1.581468E-02
7.311150E+00        -1.576869E-02
7.304582E+00        -1.572269E-02
7.298020E+00        -1.567670E-02
7.291464E+00        -1.563070E-02
7.284914E+00        -1.558552E-02
7.278370E+00        -1.554052E-02
7.271832E+00        -1.549472E-02
7.265299E+00        -1.544953E-02
7.258773E+00        -1.540454E-02
7.252252E+00        -1.535954E-02
7.245737E+00        -1.531454E-02
7.239228E+00        -1.527036E-02
7.232725E+00        -1.522555E-02
7.226228E+00        -1.518137E-02
7.219737E+00        -1.513738E-02
7.213251E+00        -1.509338E-02
7.206771E+00        -1.504938E-02
7.200297E+00        -1.500538E-02
7.193829E+00        -1.496139E-02
7.187367E+00        -1.491740E-02
7.180910E+00        -1.487421E-02
7.174459E+00        -1.483121E-02
7.168015E+00        -1.478741E-02
7.161575E+00        -1.474422E-02
7.155142E+00        -1.470122E-02
7.148714E+00        -1.465823E-02
7.142293E+00        -1.461604E-02
7.135877E+00        -1.457324E-02
7.129466E+00        -1.453105E-02
7.123062E+00        -1.448825E-02
7.116663E+00        -1.444606E-02
7.110270E+00        -1.440406E-02
7.103883E+00        -1.436207E-02
7.097501E+00        -1.432007E-02
7.091125E+00        -1.427807E-02
7.084755E+00        -1.423608E-02
7.078391E+00        -1.419489E-02
7.072032E+00        -1.415389E-02
7.065679E+00        -1.411209E-02
7.059332E+00        -1.407090E-02
7.052991E+00        -1.402991E-02
7.046655E+00        -1.398891E-02
7.040325E+00        -1.394792E-02
7.034000E+00        -1.390772E-02
7.027682E+00        -1.386693E-02
7.021369E+00        -1.382674E-02
7.015061E+00        -1.378593E-02
7.008759E+00        -1.374574E-02
7.002463E+00        -1.370574E-02
6.996173E+00        -1.366575E-02
6.989888E+00        -1.362575E-02
6.983609E+00        -1.358657E-02
6.977336E+00        -1.354677E-02
6.971068E+00        -1.350677E-02
6.964805E+00        -1.346757E-02
6.958549E+00        -1.342858E-02
6.952298E+00        -1.338959E-02
6.946053E+00        -1.335059E-02
6.939813E+00        -1.331159E-02
6.933579E+00        -1.327260E-02
6.927350E+00        -1.323360E-02
6.921127E+00        -1.319460E-02
6.914910E+00        -1.315641E-02
6.908698E+00        -1.311842E-02
6.902492E+00        -1.307962E-02
6.896291E+00        -1.304142E-02
6.890096E+00        -1.300343E-02
6.883907E+00        -1.296543E-02
6.877723E+00        -1.292744E-02
6.871544E+00        -1.289024E-02
6.865372E+00        -1.285245E-02
6.859204E+00        -1.281445E-02
6.853043E+00        -1.277726E-02
6.846886E+00        -1.274026E-02
6.840736E+00        -1.270326E-02
6.834591E+00        -1.266546E-02
6.828451E+00        -1.262907E-02
6.822317E+00        -1.259227E-02
6.816188E+00        -1.255528E-02
6.810065E+00        -1.251828E-02
6.803948E+00        -1.248209E-02
6.797835E+00        -1.244529E-02
6.791729E+00        -1.240910E-02
6.785628E+00        -1.237310E-02
6.779532E+00        -1.233710E-02
6.773442E+00        -1.230111E-02
6.767357E+00        -1.226511E-02
6.761278E+00        -1.222911E-02
6.755204E+00        -1.219311E-02
6.749136E+00        -1.215792E-02
6.743073E+00        -1.212212E-02
6.737016E+00        -1.208693E-02
6.730964E+00        -1.205193E-02
6.724917E+00        -1.201613E-02
6.718876E+00        -1.198094E-02
6.712840E+00        -1.194594E-02
6.706810E+00        -1.191175E-02
6.700785E+00        -1.187695E-02
6.694766E+00        -1.184195E-02
6.688752E+00        -1.180776E-02
6.682743E+00        -1.177296E-02
6.676740E+00        -1.173876E-02
6.670742E+00        -1.170397E-02
6.664750E+00        -1.166977E-02
6.658763E+00        -1.163578E-02
6.652781E+00        -1.160178E-02
6.646805E+00        -1.156778E-02
6.640834E+00        -1.153379E-02
6.634868E+00        -1.150059E-02
6.628908E+00        -1.146679E-02
6.622953E+00        -1.143359E-02
6.617004E+00        -1.139980E-02
6.611060E+00        -1.136660E-02
6.605121E+00        -1.133361E-02
6.599187E+00        -1.130061E-02
6.593259E+00        -1.126761E-02
6.587336E+00        -1.123461E-02
6.581419E+00        -1.120162E-02
6.575507E+00        -1.116862E-02
6.569600E+00        -1.113643E-02
6.563698E+00        -1.110363E-02
6.557802E+00        -1.107143E-02
6.551911E+00        -1.103944E-02
6.546025E+00        -1.100664E-02
6.540145E+00        -1.097444E-02
6.534270E+00        -1.094245E-02
6.528400E+00        -1.091045E-02
6.522535E+00        -1.087845E-02
6.516676E+00        -1.084645E-02
6.510822E+00        -1.081526E-02
6.504973E+00        -1.078346E-02
6.499130E+00        -1.075226E-02
6.493291E+00        -1.072046E-02
6.487458E+00        -1.068927E-02
6.481630E+00        -1.065827E-02
6.475808E+00        -1.062727E-02
6.469991E+00        -1.059548E-02
6.464179E+00        -1.056508E-02
6.458372E+00        -1.053428E-02
6.452570E+00        -1.050329E-02
6.446774E+00        -1.047229E-02
6.440982E+00        -1.044209E-02
6.435196E+00        -1.041129E-02
6.429415E+00        -1.038109E-02
6.423640E+00        -1.035030E-02
6.417869E+00        -1.032010E-02
6.412104E+00        -1.029010E-02
6.406344E+00        -1.026011E-02
6.400589E+00        -1.023011E-02
6.394839E+00        -1.020011E-02
6.389095E+00        -1.017012E-02
6.383355E+00        -1.014012E-02
6.377621E+00        -1.011092E-02
6.371892E+00        -1.008113E-02
6.366168E+00        -1.005192E-02
6.360449E+00        -1.002213E-02
6.354735E+00        -9.993087E-03
6.349027E+00        -9.963974E-03
6.343323E+00        -9.934854E-03
6.337625E+00        -9.905758E-03
6.331932E+00        -9.876821E-03
6.326244E+00        -9.847924E-03
6.320561E+00        -9.819107E-03
6.314883E+00        -9.790388E-03
6.309210E+00        -9.761769E-03
6.303543E+00        -9.733255E-03
6.297880E+00        -9.704756E-03
6.292223E+00        -9.676420E-03
6.286570E+00        -9.648120E-03
6.280923E+00        -9.619904E-03
6.275281E+00        -9.591708E-03
6.269643E+00        -9.563665E-03
6.264011E+00        -9.535669E-03
6.258384E+00        -9.507830E-03
6.252762E+00        -9.480033E-03
6.247145E+00        -9.452236E-03
6.241533E+00        -9.424597E-03
6.235926E+00        -9.397078E-03
6.230325E+00        -9.369585E-03
6.224728E+00        -9.342166E-03
6.219136E+00        -9.314847E-03
6.213549E+00        -9.287549E-03
6.207968E+00        -9.260414E-03
6.202391E+00        -9.233315E-03
6.196819E+00        -9.206295E-03
6.191252E+00        -9.179376E-03
6.185691E+00        -9.152482E-03
6.180134E+00        -9.125742E-03
6.174582E+00        -9.099043E-03
6.169036E+00        -9.072428E-03
6.163494E+00        -9.045830E-03
6.157957E+00        -9.019390E-03
6.152425E+00        -8.992991E-03
6.146898E+00        -8.966672E-03
6.141377E+00        -8.940458E-03
6.135860E+00        -8.914260E-03
6.130348E+00        -8.888221E-03
6.124841E+00        -8.862224E-03
6.119339E+00        -8.836226E-03
6.113842E+00        -8.810388E-03
6.108349E+00        -8.784586E-03
6.102862E+00        -8.758869E-03
6.097380E+00        -8.733252E-03
6.091903E+00        -8.707656E-03
6.086430E+00        -8.682215E-03
6.080963E+00        -8.656820E-03
6.075500E+00        -8.631500E-03
6.070042E+00        -8.606201E-03
6.064589E+00        -8.580981E-03
6.059141E+00        -8.555863E-03
6.053698E+00        -8.530844E-03
6.048260E+00        -8.505847E-03
6.042827E+00        -8.480930E-03
6.037399E+00        -8.456113E-03
6.031975E+00        -8.431392E-03
6.026557E+00        -8.406698E-03
6.021143E+00        -8.382078E-03
6.015734E+00        -8.357559E-03
6.010330E+00        -8.333061E-03
6.004931E+00        -8.308644E-03
5.999536E+00        -8.284322E-03
5.994147E+00        -8.260105E-03
5.988762E+00        -8.235906E-03
5.983383E+00        -8.211791E-03
5.978008E+00        -8.187772E-03
5.972637E+00        -8.163771E-03
5.967272E+00        -8.139853E-03
5.961912E+00        -8.116037E-03
5.956556E+00        -8.092238E-03
5.951205E+00        -8.068518E-03
5.945859E+00        -8.044900E-03
5.940518E+00        -8.021382E-03
5.935181E+00        -7.997882E-03
5.929850E+00        -7.974466E-03
5.924523E+00        -7.951147E-03
5.919201E+00        -7.927850E-03
5.913883E+00        -7.904628E-03
5.908571E+00        -7.881432E-03
5.903263E+00        -7.858391E-03
5.897960E+00        -7.835315E-03
5.892662E+00        -7.812375E-03
5.887368E+00        -7.789475E-03
5.882080E+00        -7.766659E-03
5.876796E+00        -7.743940E-03
5.871516E+00        -7.721239E-03
5.866242E+00        -7.698622E-03
5.860972E+00        -7.676102E-03
5.855707E+00        -7.653604E-03
5.850447E+00        -7.631186E-03
5.845191E+00        -7.608865E-03
5.839941E+00        -7.586571E-03
5.834694E+00        -7.564269E-03
5.829453E+00        -7.542130E-03
5.824216E+00        -7.520031E-03
5.818984E+00        -7.498012E-03
5.813757E+00        -7.476015E-03
5.808534E+00        -7.454095E-03
5.803317E+00        -7.432279E-03
5.798103E+00        -7.410556E-03
5.792895E+00        -7.388782E-03
5.787691E+00        -7.367141E-03
5.782492E+00        -7.345544E-03
5.777297E+00        -7.324022E-03
5.772107E+00        -7.302602E-03
5.766922E+00        -7.281205E-03
5.761742E+00        -7.259809E-03
5.756566E+00        -7.238568E-03
5.751395E+00        -7.217371E-03
5.746228E+00        -7.196171E-03
5.741066E+00        -7.175130E-03
5.735909E+00        -7.154055E-03
5.730756E+00        -7.133112E-03
5.725608E+00        -7.112215E-03
5.720465E+00        -7.091318E-03
5.715326E+00        -7.070576E-03
5.710192E+00        -7.049801E-03
5.705062E+00        -7.029158E-03
5.699937E+00        -7.008560E-03
5.694817E+00        -6.988041E-03
5.689701E+00        -6.967542E-03
5.684590E+00        -6.947123E-03
5.679484E+00        -6.926728E-03
5.674382E+00        -6.906408E-03
5.669284E+00        -6.886186E-03
5.664191E+00        -6.865987E-03
5.659103E+00        -6.845868E-03
5.654019E+00        -6.825769E-03
5.648940E+00        -6.805749E-03
5.643866E+00        -6.785832E-03
5.638796E+00        -6.765934E-03
5.633730E+00        -6.746112E-03
5.628670E+00        -6.726317E-03
5.623613E+00        -6.706595E-03
5.618561E+00        -6.686896E-03
5.613514E+00        -6.667277E-03
5.608472E+00        -6.647760E-03
5.603433E+00        -6.628258E-03
5.598400E+00        -6.608841E-03
5.593371E+00        -6.589443E-03
5.588346E+00        -6.570122E-03
5.583326E+00        -6.550824E-03
5.578310E+00        -6.531603E-03
5.573299E+00        -6.512483E-03
5.568293E+00        -6.493387E-03
5.563291E+00        -6.474368E-03
5.558293E+00        -6.455368E-03
5.553300E+00        -6.436370E-03
5.548311E+00        -6.417527E-03
5.543327E+00        -6.398729E-03
5.538347E+00        -6.379930E-03
5.533372E+00        -6.361210E-03
5.528402E+00        -6.342515E-03
5.523435E+00        -6.323970E-03
5.518473E+00        -6.305393E-03
5.513516E+00        -6.286874E-03
5.508563E+00        -6.268453E-03
5.503615E+00        -6.250057E-03
5.498671E+00        -6.231737E-03
5.493731E+00        -6.213437E-03
5.488796E+00        -6.195217E-03
5.483866E+00        -6.177021E-03
5.478939E+00        -6.158898E-03
5.474017E+00        -6.140799E-03
5.469100E+00        -6.122780E-03
5.464187E+00        -6.104860E-03
5.459279E+00        -6.086964E-03
5.454374E+00        -6.069063E-03
5.449475E+00        -6.051245E-03
5.444579E+00        -6.033522E-03
5.439688E+00        -6.015824E-03
5.434802E+00        -5.998128E-03
5.429920E+00        -5.980508E-03
5.425042E+00        -5.962987E-03
5.420168E+00        -5.945486E-03
5.415299E+00        -5.928066E-03
5.410435E+00        -5.910670E-03
5.405574E+00        -5.893269E-03
5.400719E+00        -5.875952E-03
5.395867E+00        -5.858730E-03
5.391020E+00        -5.841532E-03
5.386177E+00        -5.824411E-03
5.381338E+00        -5.807311E-03
5.376504E+00        -5.790213E-03
5.371674E+00        -5.773192E-03
5.366849E+00        -5.756273E-03
5.362028E+00        -5.739375E-03
5.357211E+00        -5.722553E-03
5.352399E+00        -5.705757E-03
5.347591E+00        -5.688959E-03
5.342787E+00        -5.672238E-03
5.337987E+00        -5.655615E-03
5.333192E+00        -5.639018E-03
5.328401E+00        -5.622496E-03
5.323614E+00        -5.605997E-03
5.318832E+00        -5.589499E-03
5.314054E+00        -5.573079E-03
5.309281E+00        -5.556760E-03
5.304511E+00        -5.540382E-03
5.299746E+00        -5.524139E-03
5.294985E+00        -5.507940E-03
5.290229E+00        -5.491744E-03
5.285476E+00        -5.475621E-03
5.280728E+00        -5.459522E-03
5.275984E+00        -5.443501E-03
5.271245E+00        -5.427504E-03
5.266510E+00        -5.411584E-03
5.261779E+00        -5.395685E-03
5.257052E+00        -5.379786E-03
5.252329E+00        -5.364041E-03
5.247611E+00        -5.348266E-03
5.242897E+00        -5.332545E-03
5.238187E+00        -5.316846E-03
5.233482E+00        -5.301227E-03
5.228781E+00        -5.285707E-03
5.224083E+00        -5.270205E-03
5.219391E+00        -5.254710E-03
5.214702E+00        -5.239210E-03
5.210018E+00        -5.223868E-03
5.205337E+00        -5.208489E-03
5.200661E+00        -5.193168E-03
5.195989E+00        -5.177947E-03
5.191322E+00        -5.162750E-03
5.186658E+00        -5.147550E-03
5.181999E+00        -5.132430E-03
5.177344E+00        -5.117331E-03
5.172693E+00        -5.102310E-03
5.168046E+00        -5.087310E-03
5.163404E+00        -5.072391E-03
5.158765E+00        -5.057490E-03
5.154131E+00        -5.042593E-03
5.149501E+00        -5.027771E-03
5.144875E+00        -5.012972E-03
5.140254E+00        -4.998253E-03
5.135636E+00        -4.983554E-03
5.131023E+00        -4.968934E-03
5.126413E+00        -4.954333E-03
5.121808E+00        -4.939735E-03
5.117207E+00        -4.925213E-03
5.112610E+00        -4.910791E-03
5.108018E+00        -4.896318E-03
5.103429E+00        -4.881973E-03
5.098844E+00        -4.867595E-03
5.094264E+00        -4.853275E-03
5.089688E+00        -4.838977E-03
5.085116E+00        -4.824756E-03
5.080548E+00        -4.810635E-03
5.075984E+00        -4.796459E-03
5.071424E+00        -4.782337E-03
5.066868E+00        -4.768315E-03
5.062317E+00        -4.754318E-03
5.057769E+00        -4.740318E-03
5.053225E+00        -4.726395E-03
5.048686E+00        -4.712497E-03
5.044151E+00        -4.698600E-03
5.039620E+00        -4.684779E-03
5.035092E+00        -4.671055E-03
5.030569E+00        -4.657279E-03
5.026050E+00        -4.643558E-03
5.021535E+00        -4.629936E-03
5.017024E+00        -4.616337E-03
5.012517E+00        -4.602738E-03
5.008015E+00        -4.589219E-03
5.003516E+00        -4.575720E-03
4.999021E+00        -4.562220E-03
4.994530E+00        -4.548797E-03
4.990044E+00        -4.535478E-03
4.985561E+00        -4.522101E-03
4.981082E+00        -4.508778E-03
4.976608E+00        -4.495558E-03
4.972137E+00        -4.482358E-03
4.967671E+00        -4.469161E-03
4.963208E+00        -4.455961E-03
4.958750E+00        -4.442917E-03
4.954295E+00        -4.429840E-03
4.949845E+00        -4.416820E-03
4.945398E+00        -4.403820E-03
4.940956E+00        -4.390823E-03
4.936517E+00        -4.377900E-03
4.932083E+00        -4.365079E-03
4.927652E+00        -4.352202E-03
4.923225E+00        -4.339379E-03
4.918803E+00        -4.326659E-03
4.914384E+00        -4.313883E-03
4.909969E+00        -4.301160E-03
4.905559E+00        -4.288540E-03
4.901152E+00        -4.275940E-03
4.896749E+00        -4.263341E-03
4.892350E+00        -4.250818E-03
4.887955E+00        -4.238319E-03
4.883565E+00        -4.225823E-03
4.879178E+00        -4.213401E-03
4.874795E+00        -4.201002E-03
4.870415E+00        -4.188601E-03
4.866040E+00        -4.176279E-03
4.861669E+00        -4.163981E-03
4.857302E+00        -4.151760E-03
4.852938E+00        -4.139559E-03
4.848579E+00        -4.127362E-03
4.844223E+00        -4.115162E-03
4.839872E+00        -4.103041E-03
4.835524E+00        -4.091018E-03
4.831180E+00        -4.078942E-03
4.826840E+00        -4.066920E-03
4.822504E+00        -4.054998E-03
4.818172E+00        -4.043023E-03
4.813844E+00        -4.031101E-03
4.809519E+00        -4.019277E-03
4.805199E+00        -4.007479E-03
4.800882E+00        -3.995680E-03
4.796570E+00        -3.983883E-03
4.792261E+00        -3.972160E-03
4.787956E+00        -3.960461E-03
4.783655E+00        -3.948762E-03
4.779358E+00        -3.937140E-03
4.775064E+00        -3.925540E-03
4.770775E+00        -3.914019E-03
4.766489E+00        -3.902519E-03
4.762207E+00        -3.891020E-03
4.757929E+00        -3.879521E-03
4.753655E+00        -3.868099E-03
4.749385E+00        -3.856701E-03
4.745118E+00        -3.845377E-03
4.740856E+00        -3.834003E-03
4.736597E+00        -3.822756E-03
4.732342E+00        -3.811481E-03
4.728091E+00        -3.800259E-03
4.723844E+00        -3.789061E-03
4.719600E+00        -3.777860E-03
4.715360E+00        -3.766737E-03
4.711124E+00        -3.755638E-03
4.706892E+00        -3.744615E-03
4.702664E+00        -3.733541E-03
4.698440E+00        -3.722596E-03
4.694219E+00        -3.711620E-03
4.690002E+00        -3.700697E-03
4.685789E+00        -3.689798E-03
4.681580E+00        -3.678900E-03
4.677374E+00        -3.668076E-03
4.673172E+00        -3.657276E-03
4.668974E+00        -3.646477E-03
4.664780E+00        -3.635755E-03
4.660590E+00        -3.625057E-03
4.656403E+00        -3.614358E-03
4.652220E+00        -3.603659E-03
4.648041E+00        -3.593036E-03
4.643865E+00        -3.582512E-03
4.639694E+00        -3.571938E-03
4.635526E+00        -3.561415E-03
4.631362E+00        -3.550917E-03
4.627201E+00        -3.540416E-03
4.623045E+00        -3.529995E-03
4.618892E+00        -3.519596E-03
4.614742E+00        -3.509195E-03
4.610597E+00        -3.498873E-03
4.606455E+00        -3.488574E-03
4.602317E+00        -3.478275E-03
4.598183E+00        -3.468053E-03
4.594052E+00        -3.457777E-03
4.589925E+00        -3.447630E-03
4.585802E+00        -3.437455E-03
4.581683E+00        -3.427333E-03
4.577567E+00        -3.417234E-03
4.573455E+00        -3.407135E-03
4.569346E+00        -3.397111E-03
4.565242E+00        -3.387113E-03
4.561141E+00        -3.377115E-03
4.557043E+00        -3.367114E-03
4.552949E+00        -3.357190E-03
4.548860E+00        -3.347293E-03
4.544773E+00        -3.337393E-03
4.540691E+00        -3.327571E-03
