# Source: NUDEC_BSM v2 (https://github.com/MiguelEA/nudec_BSM/tree/v2)
# Escudero, Jackson, Laine, Sandner, arXiv:2511.04747 (2025)
# me = 0.51099895 MeV, alpha = 1/137.035999084
# T (MeV)           dP_int/dT (e^4) [MeV^3]
4.724152E-01        -1.334222E-06
4.719908E-01        -1.329922E-06
4.715668E-01        -1.325623E-06
4.711432E-01        -1.321323E-06
4.707200E-01        -1.317024E-06
4.702971E-01        -1.312775E-06
4.698746E-01        -1.308524E-06
4.694525E-01        -1.304275E-06
4.690308E-01        -1.300076E-06
4.686095E-01        -1.295877E-06
4.681885E-01        -1.291677E-06
4.677679E-01        -1.287477E-06
4.673477E-01        -1.283328E-06
4.669279E-01        -1.279178E-06
4.665085E-01        -1.275030E-06
4.660894E-01        -1.270930E-06
4.656707E-01        -1.266830E-06
4.652524E-01        -1.262731E-06
4.648344E-01        -1.258681E-06
4.644169E-01        -1.254632E-06
4.639997E-01        -1.250532E-06
4.635828E-01        -1.246482E-06
4.631664E-01        -1.242483E-06
4.627503E-01        -1.238483E-06
4.623346E-01        -1.234483E-06
4.619193E-01        -1.230484E-06
4.615044E-01        -1.226485E-06
4.610898E-01        -1.222535E-06
4.606756E-01        -1.218585E-06
4.602618E-01        -1.214636E-06
4.598483E-01        -1.210736E-06
4.594352E-01        -1.206837E-06
4.590225E-01        -1.202937E-06
4.586101E-01        -1.199037E-06
4.581982E-01        -1.195189E-06
4.577866E-01        -1.191339E-06
4.573753E-01        -1.187489E-06
4.569644E-01        -1.183639E-06
4.565540E-01        -1.179790E-06
4.561438E-01        -1.175990E-06
4.557341E-01        -1.172191E-06
4.553247E-01        -1.168441E-06
4.549156E-01        -1.164691E-06
4.545070E-01        -1.160942E-06
4.540987E-01        -1.157192E-06
4.536908E-01        -1.153443E-06
4.532832E-01        -1.149743E-06
4.528760E-01        -1.146043E-06
4.524692E-01        -1.142344E-06
4.520627E-01        -1.138644E-06
4.516566E-01        -1.134944E-06
4.512509E-01        -1.131295E-06
4.508455E-01        -1.127645E-06
4.504405E-01        -1.123995E-06
4.500359E-01        -1.120396E-06
4.496316E-01        -1.116796E-06
4.492277E-01        -1.113197E-06
4.488242E-01        -1.109597E-06
4.484210E-01        -1.106048E-06
4.480182E-01        -1.102498E-06
4.476157E-01        -1.098898E-06
4.472136E-01        -1.095349E-06
4.468119E-01        -1.091849E-06
4.464105E-01        -1.088349E-06
4.460095E-01        -1.084850E-06
4.456088E-01        -1.081350E-06
4.452085E-01        -1.077850E-06
4.448086E-01        -1.074401E-06
4.444090E-01        -1.070951E-06
4.440098E-01        -1.067502E-06
4.436109E-01        -1.064052E-06
4.432124E-01        -1.060602E-06
4.428143E-01        -1.057203E-06
4.424165E-01        -1.053803E-06
4.420190E-01        -1.050403E-06
4.416220E-01        -1.047004E-06
4.412253E-01        -1.043654E-06
4.408289E-01        -1.040304E-06
4.404329E-01        -1.036954E-06
4.400372E-01        -1.033604E-06
4.396420E-01        -1.030255E-06
4.392470E-01        -1.026955E-06
4.388524E-01        -1.023655E-06
4.384582E-01        -1.020356E-06
4.380643E-01        -1.017106E-06
4.376708E-01        -1.013857E-06
4.372776E-01        -1.010606E-06
4.368848E-01        -1.007357E-06
4.364924E-01        -1.004108E-06
4.361003E-01        -1.000883E-06
4.357085E-01        -9.976530E-07
4.353171E-01        -9.944483E-07
4.349260E-01        -9.912532E-07
4.345353E-01        -9.880685E-07
4.341450E-01        -9.848942E-07
4.337550E-01        -9.817295E-07
4.333653E-01        -9.785744E-07
4.329760E-01        -9.754296E-07
4.325871E-01        -9.722953E-07
4.321985E-01        -9.691756E-07
4.318102E-01        -9.660655E-07
4.314223E-01        -9.629608E-07
4.310348E-01        -9.598714E-07
4.306476E-01        -9.567918E-07
4.302607E-01        -9.537167E-07
4.298742E-01        -9.506570E-07
4.294881E-01        -9.476078E-07
4.291022E-01        -9.445674E-07
4.287168E-01        -9.415382E-07
4.283316E-01        -9.385129E-07
4.279469E-01        -9.355037E-07
4.275624E-01        -9.325035E-07
4.271784E-01        -9.295144E-07
4.267946E-01        -9.265342E-07
4.264112E-01        -9.235644E-07
4.260282E-01        -9.206051E-07
4.256455E-01        -9.176504E-07
4.252631E-01        -9.147053E-07
4.248811E-01        -9.117757E-07
4.244994E-01        -9.088558E-07
4.241181E-01        -9.059413E-07
4.237371E-01        -9.030365E-07
4.233564E-01        -9.001413E-07
4.229761E-01        -8.972566E-07
4.225961E-01        -8.943816E-07
4.222165E-01        -8.915220E-07
4.218372E-01        -8.886672E-07
4.214583E-01        -8.858177E-07
4.210797E-01        -8.829829E-07
4.207014E-01        -8.801578E-07
4.203235E-01        -8.773432E-07
4.199459E-01        -8.745334E-07
4.195687E-01        -8.717339E-07
4.191918E-01        -8.689442E-07
4.188152E-01        -8.661591E-07
4.184390E-01        -8.633895E-07
4.180631E-01        -8.606297E-07
4.176875E-01        -8.578745E-07
4.173123E-01        -8.551299E-07
4.169374E-01        -8.523949E-07
4.165629E-01        -8.496704E-07
4.161887E-01        -8.469556E-07
4.158148E-01        -8.442457E-07
4.154413E-01        -8.415460E-07
4.150681E-01        -8.388563E-07
4.146952E-01        -8.361712E-07
4.143227E-01        -8.335015E-07
4.139505E-01        -8.308417E-07
4.135787E-01        -8.281873E-07
4.132071E-01        -8.255370E-07
4.128359E-01        -8.228971E-07
4.124651E-01        -8.202727E-07
4.120946E-01        -8.176531E-07
4.117244E-01        -8.150431E-07
4.113545E-01        -8.124431E-07
4.109850E-01        -8.098484E-07
4.106158E-01        -8.072636E-07
4.102469E-01        -8.046836E-07
4.098784E-01        -8.021139E-07
4.095102E-01        -7.995541E-07
4.091423E-01        -7.970040E-07
4.087748E-01        -7.944645E-07
4.084076E-01        -7.919297E-07
4.080407E-01        -7.894047E-07
4.076741E-01        -7.868846E-07
4.073079E-01        -7.843748E-07
4.069420E-01        -7.818750E-07
4.065765E-01        -7.793806E-07
4.062112E-01        -7.768953E-07
4.058463E-01        -7.744205E-07
4.054818E-01        -7.719512E-07
4.051175E-01        -7.694910E-07
4.047536E-01        -7.670414E-07
4.043900E-01        -7.645965E-07
4.040267E-01        -7.621614E-07
4.036638E-01        -7.597319E-07
4.033012E-01        -7.573121E-07
4.029389E-01        -7.549023E-07
4.025769E-01        -7.524972E-07
4.022153E-01        -7.501026E-07
4.018539E-01        -7.477171E-07
4.014929E-01        -7.453373E-07
4.011323E-01        -7.429629E-07
4.007719E-01        -7.405976E-07
4.004119E-01        -7.382429E-07
4.000522E-01        -7.358931E-07
3.996928E-01        -7.335529E-07
3.993338E-01        -7.312235E-07
3.989751E-01        -7.288939E-07
3.986167E-01        -7.265739E-07
3.982586E-01        -7.242689E-07
3.979008E-01        -7.219689E-07
3.975434E-01        -7.196743E-07
3.971863E-01        -7.173846E-07
3.968295E-01        -7.151046E-07
3.964730E-01        -7.128347E-07
3.961168E-01        -7.105695E-07
3.957610E-01        -7.083148E-07
3.954055E-01        -7.060652E-07
3.950503E-01        -7.038203E-07
3.946954E-01        -7.015852E-07
3.943408E-01        -6.993601E-07
3.939866E-01        -6.971405E-07
3.936327E-01        -6.949258E-07
3.932790E-01        -6.927203E-07
3.929258E-01        -6.905211E-07
3.925728E-01        -6.883308E-07
3.922201E-01        -6.861508E-07
3.918678E-01        -6.839712E-07
3.915158E-01        -6.818013E-07
3.911641E-01        -6.796415E-07
3.908127E-01        -6.774865E-07
3.904616E-01        -6.753414E-07
3.901109E-01        -6.732020E-07
3.897604E-01        -6.710667E-07
3.894103E-01        -6.689419E-07
3.890605E-01        -6.668222E-07
3.887110E-01        -6.647073E-07
3.883618E-01        -6.626022E-07
3.880129E-01        -6.605071E-07
3.876644E-01        -6.584177E-07
3.873161E-01        -6.563324E-07
3.869682E-01        -6.542528E-07
3.866206E-01        -6.521828E-07
3.862732E-01        -6.501176E-07
3.859263E-01        -6.480581E-07
3.855796E-01        -6.460082E-07
3.852332E-01        -6.439679E-07
3.848871E-01        -6.419331E-07
3.845414E-01        -6.398984E-07
3.841959E-01        -6.378779E-07
3.838508E-01        -6.358634E-07
3.835060E-01        -6.338534E-07
3.831615E-01        -6.318537E-07
3.828173E-01        -6.298539E-07
3.824734E-01        -6.278637E-07
3.821298E-01        -6.258838E-07
3.817865E-01        -6.239038E-07
3.814436E-01        -6.219341E-07
3.811009E-01        -6.199740E-07
3.807586E-01        -6.180145E-07
3.804165E-01        -6.160592E-07
3.800748E-01        -6.141144E-07
3.797334E-01        -6.121796E-07
3.793922E-01        -6.102493E-07
3.790514E-01        -6.083244E-07
3.787109E-01        -6.064046E-07
3.783707E-01        -6.044896E-07
3.780308E-01        -6.025846E-07
3.776912E-01        -6.006848E-07
3.773519E-01        -5.987897E-07
3.770130E-01        -5.969052E-07
3.766743E-01        -5.950252E-07
3.763359E-01        -5.931501E-07
3.759978E-01        -5.912801E-07
3.756601E-01        -5.894202E-07
3.753226E-01        -5.875654E-07
3.749855E-01        -5.857155E-07
3.746486E-01        -5.838707E-07
3.743121E-01        -5.820308E-07
3.739758E-01        -5.802007E-07
3.736399E-01        -5.783759E-07
3.733042E-01        -5.765558E-07
3.729689E-01        -5.747410E-07
3.726338E-01        -5.729357E-07
3.722991E-01        -5.711361E-07
3.719646E-01        -5.693408E-07
3.716305E-01        -5.675512E-07
3.712967E-01        -5.657664E-07
3.709631E-01        -5.639863E-07
3.706299E-01        -5.622115E-07
3.702969E-01        -5.604461E-07
3.699643E-01        -5.586913E-07
3.696319E-01        -5.569364E-07
3.692999E-01        -5.551864E-07
3.689681E-01        -5.534463E-07
3.686367E-01        -5.517068E-07
3.683055E-01        -5.499763E-07
3.679747E-01        -5.482519E-07
3.676441E-01        -5.465315E-07
3.673139E-01        -5.448172E-07
3.669839E-01        -5.431067E-07
3.666542E-01        -5.414067E-07
3.663249E-01        -5.397072E-07
3.659958E-01        -5.380121E-07
3.656670E-01        -5.363269E-07
3.653385E-01        -5.346470E-07
3.650103E-01        -5.329719E-07
3.646824E-01        -5.313068E-07
3.643548E-01        -5.296422E-07
3.640275E-01        -5.279820E-07
3.637005E-01        -5.263322E-07
3.633738E-01        -5.246824E-07
3.630474E-01        -5.230375E-07
3.627213E-01        -5.214026E-07
3.623954E-01        -5.197724E-07
3.620699E-01        -5.181476E-07
3.617446E-01        -5.165275E-07
3.614197E-01        -5.149128E-07
3.610950E-01        -5.133028E-07
3.607706E-01        -5.116976E-07
3.604465E-01        -5.100977E-07
3.601227E-01        -5.085026E-07
3.597992E-01        -5.069175E-07
3.594760E-01        -5.053377E-07
3.591531E-01        -5.037580E-07
3.588305E-01        -5.021831E-07
3.585081E-01        -5.006177E-07
3.581861E-01        -4.990534E-07
3.578643E-01        -4.974929E-07
3.575428E-01        -4.959429E-07
3.572216E-01        -4.943978E-07
3.569007E-01        -4.928579E-07
3.565801E-01        -4.913181E-07
3.562598E-01        -4.897831E-07
3.559398E-01        -4.882582E-07
3.556200E-01        -4.867381E-07
3.553006E-01        -4.852233E-07
3.549814E-01        -4.837133E-07
3.546625E-01        -4.822033E-07
3.543439E-01        -4.806982E-07
3.540256E-01        -4.792032E-07
3.537076E-01        -4.777135E-07
3.533898E-01        -4.762281E-07
3.530724E-01        -4.747485E-07
3.527552E-01        -4.732685E-07
3.524383E-01        -4.717933E-07
3.521217E-01        -4.703282E-07
3.518054E-01        -4.688684E-07
3.514894E-01        -4.674087E-07
3.511736E-01        -4.659534E-07
3.508581E-01        -4.645081E-07
3.505430E-01        -4.630686E-07
3.502281E-01        -4.616287E-07
3.499135E-01        -4.601937E-07
3.495991E-01        -4.587635E-07
3.492851E-01        -4.573386E-07
3.489713E-01        -4.559186E-07
3.486578E-01        -4.545034E-07
3.483446E-01        -4.530936E-07
3.480317E-01        -4.516886E-07
3.477190E-01        -4.502885E-07
3.474067E-01        -4.488936E-07
3.470946E-01        -4.475036E-07
3.467828E-01        -4.461138E-07
3.464713E-01        -4.447287E-07
3.461600E-01        -4.433533E-07
3.458491E-01        -4.419837E-07
3.455384E-01        -4.406138E-07
3.452280E-01        -4.392487E-07
3.449179E-01        -4.378889E-07
3.446080E-01        -4.365335E-07
3.442985E-01        -4.351839E-07
3.439892E-01        -4.338340E-07
3.436802E-01        -4.324889E-07
3.433714E-01        -4.311535E-07
3.430630E-01        -4.298239E-07
3.427548E-01        -4.284939E-07
3.424469E-01        -4.271687E-07
3.421393E-01        -4.258490E-07
3.418319E-01        -4.245336E-07
3.415248E-01        -4.232236E-07
3.412180E-01        -4.219184E-07
3.409115E-01        -4.206140E-07
3.406053E-01        -4.193137E-07
3.402993E-01        -4.180237E-07
3.399936E-01        -4.167338E-07
3.396882E-01        -4.154487E-07
3.393830E-01        -4.141686E-07
3.390782E-01        -4.128891E-07
3.387736E-01        -4.116139E-07
3.384692E-01        -4.103437E-07
3.381652E-01        -4.090787E-07
3.378614E-01        -4.078188E-07
3.375579E-01        -4.065636E-07
3.372547E-01        -4.053139E-07
3.369517E-01        -4.040639E-07
3.366490E-01        -4.028186E-07
3.363466E-01        -4.015788E-07
3.360445E-01        -4.003438E-07
3.357426E-01        -3.991138E-07
3.354410E-01        -3.978887E-07
3.351396E-01        -3.966638E-07
3.348386E-01        -3.954436E-07
3.345378E-01        -3.942290E-07
3.342373E-01        -3.930138E-07
3.339370E-01        -3.918084E-07
3.336370E-01        -3.906085E-07
3.333373E-01        -3.894087E-07
3.330379E-01        -3.882136E-07
3.327387E-01        -3.870236E-07
3.324398E-01        -3.858338E-07
3.321412E-01        -3.846487E-07
3.318428E-01        -3.834687E-07
3.315447E-01        -3.822935E-07
3.312469E-01        -3.811237E-07
3.309493E-01        -3.799537E-07
3.306520E-01        -3.787885E-07
3.303550E-01        -3.776287E-07
3.300582E-01        -3.764687E-07
3.297617E-01        -3.753134E-07
3.294655E-01        -3.741683E-07
3.291695E-01        -3.730237E-07
3.288738E-01        -3.718784E-07
3.285784E-01        -3.707433E-07
3.282832E-01        -3.696133E-07
3.279883E-01        -3.684834E-07
3.276937E-01        -3.673537E-07
3.273993E-01        -3.662284E-07
3.271052E-01        -3.651085E-07
3.268114E-01        -3.639934E-07
3.265178E-01        -3.628835E-07
3.262245E-01        -3.617736E-07
3.259314E-01        -3.606682E-07
3.256386E-01        -3.595683E-07
3.253461E-01        -3.584732E-07
3.250538E-01        -3.573785E-07
3.247618E-01        -3.562832E-07
3.244701E-01        -3.551981E-07
3.241786E-01        -3.541182E-07
3.238874E-01        -3.530383E-07
3.235965E-01        -3.519633E-07
3.233058E-01        -3.508933E-07
3.230153E-01        -3.498232E-07
3.227252E-01        -3.487582E-07
3.224353E-01        -3.476937E-07
3.221456E-01        -3.466329E-07
3.218562E-01        -3.455830E-07
3.215671E-01        -3.445285E-07
3.212782E-01        -3.434778E-07
3.209896E-01        -3.424379E-07
3.207013E-01        -3.413982E-07
3.204132E-01        -3.403583E-07
3.201253E-01        -3.393228E-07
3.198378E-01        -3.382932E-07
3.195504E-01        -3.372630E-07
3.192634E-01        -3.362379E-07
3.189766E-01        -3.352180E-07
3.186901E-01        -3.342029E-07
3.184038E-01        -3.331883E-07
3.181177E-01        -3.321728E-07
3.178320E-01        -3.311677E-07
3.175465E-01        -3.301633E-07
3.172612E-01        -3.291625E-07
3.169762E-01        -3.281679E-07
3.166915E-01        -3.271728E-07
3.164070E-01        -3.261829E-07
3.161227E-01        -3.251927E-07
3.158388E-01        -3.242077E-07
3.155550E-01        -3.232276E-07
3.152716E-01        -3.222479E-07
3.149883E-01        -3.212723E-07
3.147054E-01        -3.203026E-07
3.144227E-01        -3.193327E-07
3.141402E-01        -3.183673E-07
3.138580E-01        -3.174073E-07
3.135761E-01        -3.164476E-07
3.132944E-01        -3.154876E-07
3.130130E-01        -3.145325E-07
3.127318E-01        -3.135825E-07
3.124508E-01        -3.126370E-07
3.121702E-01        -3.116974E-07
3.118897E-01        -3.107572E-07
3.116096E-01        -3.098176E-07
3.113296E-01        -3.088820E-07
3.110500E-01        -3.079523E-07
3.107705E-01        -3.070222E-07
3.104914E-01        -3.060971E-07
3.102125E-01        -3.051772E-07
3.099338E-01        -3.042572E-07
3.096554E-01        -3.033420E-07
3.093772E-01        -3.024274E-07
3.090993E-01        -3.015167E-07
3.088216E-01        -3.006121E-07
3.085442E-01        -2.997068E-07
3.082670E-01        -2.988068E-07
3.079901E-01        -2.979070E-07
3.077134E-01        -2.970116E-07
3.074370E-01        -2.961218E-07
3.071608E-01        -2.952318E-07
3.068849E-01        -2.943419E-07
3.066092E-01        -2.934566E-07
3.063338E-01        -2.925767E-07
3.060586E-01        -2.916968E-07
3.057837E-01        -2.908216E-07
3.055090E-01        -2.899516E-07
3.052345E-01        -2.890815E-07
3.049603E-01        -2.882162E-07
3.046864E-01        -2.873519E-07
3.044127E-01        -2.864865E-07
3.041392E-01        -2.856311E-07
3.038660E-01        -2.847766E-07
3.035930E-01        -2.839212E-07
3.033203E-01        -2.830713E-07
3.030478E-01        -2.822259E-07
3.027756E-01        -2.813815E-07
3.025036E-01        -2.805362E-07
3.022319E-01        -2.797009E-07
3.019604E-01        -2.788665E-07
3.016891E-01        -2.780310E-07
3.014181E-01        -2.772011E-07
3.011473E-01        -2.763711E-07
3.008768E-01        -2.755458E-07
3.006065E-01        -2.747258E-07
3.003365E-01        -2.739060E-07
3.000667E-01        -2.730907E-07
2.997971E-01        -2.722760E-07
2.995278E-01        -2.714607E-07
2.992588E-01        -2.706510E-07
2.989899E-01        -2.698454E-07
2.987213E-01        -2.690409E-07
2.984530E-01        -2.682357E-07
2.981849E-01        -2.674404E-07
2.979170E-01        -2.666458E-07
2.976494E-01        -2.658505E-07
2.973820E-01        -2.650605E-07
2.971149E-01        -2.642707E-07
2.968480E-01        -2.634853E-07
2.965813E-01        -2.627053E-07
2.963149E-01        -2.619255E-07
2.960487E-01        -2.611455E-07
2.957828E-01        -2.603703E-07
2.955171E-01        -2.595958E-07
2.952516E-01        -2.588203E-07
2.949864E-01        -2.580550E-07
2.947214E-01        -2.572905E-07
2.944566E-01        -2.565250E-07
2.941921E-01        -2.557651E-07
2.939278E-01        -2.550052E-07
2.936638E-01        -2.542499E-07
2.934000E-01        -2.535000E-07
2.931364E-01        -2.527499E-07
2.928731E-01        -2.520001E-07
2.926100E-01        -2.512547E-07
2.923471E-01        -2.505101E-07
2.920845E-01        -2.497648E-07
2.918221E-01        -2.490248E-07
2.915600E-01        -2.482895E-07
2.912981E-01        -2.475596E-07
2.910364E-01        -2.468297E-07
2.907749E-01        -2.460996E-07
2.905137E-01        -2.453697E-07
2.902528E-01        -2.446445E-07
2.899920E-01        -2.439244E-07
2.897315E-01        -2.432044E-07
2.894713E-01        -2.424847E-07
2.892112E-01        -2.417691E-07
2.889514E-01        -2.410592E-07
2.886918E-01        -2.403492E-07
2.884325E-01        -2.396394E-07
2.881734E-01        -2.389294E-07
2.879145E-01        -2.382240E-07
2.876559E-01        -2.375241E-07
2.873975E-01        -2.368242E-07
2.871393E-01        -2.361287E-07
2.868814E-01        -2.354344E-07
2.866237E-01        -2.347390E-07
2.863662E-01        -2.340490E-07
2.861089E-01        -2.333634E-07
2.858519E-01        -2.326790E-07
2.855951E-01        -2.319936E-07
2.853386E-01        -2.313138E-07
2.850823E-01        -2.306339E-07
2.848262E-01        -2.299585E-07
2.845703E-01        -2.292840E-07
2.843147E-01        -2.286086E-07
2.840593E-01        -2.279387E-07
2.838041E-01        -2.272687E-07
2.835491E-01        -2.266031E-07
2.832944E-01        -2.259432E-07
2.830399E-01        -2.252788E-07
2.827857E-01        -2.246135E-07
2.825316E-01        -2.239579E-07
2.822778E-01        -2.233034E-07
2.820243E-01        -2.226482E-07
2.817709E-01        -2.219981E-07
2.815178E-01        -2.213482E-07
2.812649E-01        -2.207028E-07
2.810122E-01        -2.200583E-07
2.807598E-01        -2.194129E-07
2.805076E-01        -2.187730E-07
2.802556E-01        -2.181330E-07
2.800039E-01        -2.174977E-07
2.797523E-01        -2.168631E-07
2.795010E-01        -2.162277E-07
2.792499E-01        -2.155977E-07
2.789991E-01        -2.149724E-07
2.787485E-01        -2.143480E-07
2.784980E-01        -2.137223E-07
2.782479E-01        -2.131026E-07
2.779979E-01        -2.124781E-07
2.777482E-01        -2.118572E-07
2.774987E-01        -2.112428E-07
2.772494E-01        -2.106272E-07
2.770003E-01        -2.100172E-07
2.767515E-01        -2.094073E-07
2.765029E-01        -2.087974E-07
2.762545E-01        -2.081875E-07
2.760063E-01        -2.075819E-07
2.757584E-01        -2.069821E-07
2.755107E-01        -2.063822E-07
2.752632E-01        -2.057822E-07
2.750159E-01        -2.051822E-07
2.747689E-01        -2.045869E-07
2.745220E-01        -2.039967E-07
2.742754E-01        -2.034068E-07
2.740290E-01        -2.028168E-07
2.737829E-01        -2.022271E-07
2.735369E-01        -2.016370E-07
2.732912E-01        -2.010515E-07
2.730457E-01        -2.004716E-07
2.728004E-01        -1.998916E-07
2.725554E-01        -1.993118E-07
2.723105E-01        -1.987362E-07
2.720659E-01        -1.981663E-07
2.718215E-01        -1.975919E-07
2.715773E-01        -1.970164E-07
2.713334E-01        -1.964510E-07
2.710896E-01        -1.958865E-07
2.708461E-01        -1.953166E-07
2.706028E-01        -1.947511E-07
2.703597E-01        -1.941912E-07
2.701168E-01        -1.936311E-07
2.698742E-01        -1.930713E-07
2.696318E-01        -1.925159E-07
2.693895E-01        -1.919613E-07
2.691475E-01        -1.914058E-07
2.689058E-01        -1.908560E-07
2.686642E-01        -1.903060E-07
2.684229E-01        -1.897606E-07
2.681817E-01        -1.892160E-07
2.679408E-01        -1.886706E-07
2.677001E-01        -1.881306E-07
2.674596E-01        -1.875862E-07
2.672194E-01        -1.870452E-07
2.669793E-01        -1.865107E-07
2.667395E-01        -1.859753E-07
2.664999E-01        -1.854410E-07
2.662605E-01        -1.849054E-07
2.660213E-01        -1.843755E-07
2.657823E-01        -1.838455E-07
2.655436E-01        -1.833201E-07
2.653050E-01        -1.827956E-07
2.650667E-01        -1.822701E-07
2.648286E-01        -1.817502E-07
2.645907E-01        -1.812302E-07
2.643530E-01        -1.807102E-07
2.641155E-01        -1.801902E-07
2.638783E-01        -1.796748E-07
2.636412E-01        -1.791648E-07
2.634044E-01        -1.786505E-07
2.631678E-01        -1.781350E-07
2.629314E-01        -1.776295E-07
2.626952E-01        -1.771251E-07
2.624592E-01        -1.766151E-07
2.622234E-01        -1.761095E-07
2.619878E-01        -1.756095E-07
2.617525E-01        -1.751096E-07
2.615174E-01        -1.746098E-07
2.612824E-01        -1.741096E-07
2.610477E-01        -1.736141E-07
2.608132E-01        -1.731198E-07
2.605789E-01        -1.726242E-07
2.603448E-01        -1.721342E-07
2.601110E-01        -1.716444E-07
2.598773E-01        -1.711544E-07
2.596439E-01        -1.706690E-07
2.594106E-01        -1.701845E-07
2.591776E-01        -1.696990E-07
2.589448E-01        -1.692191E-07
2.587121E-01        -1.687390E-07
2.584797E-01        -1.682590E-07
2.582475E-01        -1.677791E-07
2.580156E-01        -1.673037E-07
2.577838E-01        -1.668293E-07
2.575522E-01        -1.663537E-07
2.573208E-01        -1.658837E-07
2.570897E-01        -1.654138E-07
2.568587E-01        -1.649438E-07
2.566280E-01        -1.644739E-07
2.563975E-01        -1.640084E-07
2.561671E-01        -1.635439E-07
2.559370E-01        -1.630784E-07
2.557071E-01        -1.626184E-07
2.554774E-01        -1.621585E-07
2.552479E-01        -1.616985E-07
2.550186E-01        -1.612430E-07
2.547895E-01        -1.607886E-07
2.545606E-01        -1.603330E-07
2.543320E-01        -1.598832E-07
2.541035E-01        -1.594288E-07
2.538752E-01        -1.589731E-07
2.536472E-01        -1.585277E-07
2.534193E-01        -1.580833E-07
2.531917E-01        -1.576378E-07
2.529642E-01        -1.571933E-07
2.527370E-01        -1.567478E-07
2.525099E-01        -1.563078E-07
2.522831E-01        -1.558679E-07
2.520565E-01        -1.554280E-07
2.518300E-01        -1.549879E-07
2.516038E-01        -1.545523E-07
2.513778E-01        -1.541180E-07
2.511520E-01        -1.536825E-07
2.509264E-01        -1.532525E-07
2.507010E-01        -1.528226E-07
2.504758E-01        -1.523927E-07
2.502507E-01        -1.519625E-07
2.500259E-01        -1.515369E-07
2.498013E-01        -1.511126E-07
2.495769E-01        -1.506870E-07
2.493527E-01        -1.502671E-07
2.491287E-01        -1.498428E-07
2.489049E-01        -1.494215E-07
2.486814E-01        -1.490074E-07
2.484580E-01        -1.485874E-07
2.482348E-01        -1.481718E-07
2.480118E-01        -1.477575E-07
2.477890E-01        -1.473418E-07
2.475664E-01        -1.469319E-07
2.473440E-01        -1.465219E-07
2.471218E-01        -1.461119E-07
2.468998E-01        -1.457019E-07
2.466780E-01        -1.452920E-07
2.464564E-01        -1.448864E-07
2.462350E-01        -1.444820E-07
2.460138E-01        -1.440764E-07
2.457928E-01        -1.436765E-07
2.455720E-01        -1.432765E-07
2.453514E-01        -1.428765E-07
2.451310E-01        -1.424766E-07
2.449108E-01        -1.420766E-07
2.446908E-01        -1.416810E-07
2.444710E-01        -1.412867E-07
2.442514E-01        -1.408911E-07
2.440320E-01        -1.405012E-07
2.438128E-01        -1.401113E-07
2.435937E-01        -1.397212E-07
2.433749E-01        -1.393312E-07
2.431563E-01        -1.389413E-07
2.429379E-01        -1.385558E-07
2.427196E-01        -1.381714E-07
2.425016E-01        -1.377858E-07
2.422837E-01        -1.374057E-07
2.420661E-01        -1.370258E-07
2.418486E-01        -1.366458E-07
2.416314E-01        -1.362659E-07
2.414143E-01        -1.358859E-07
2.411975E-01        -1.355104E-07
2.409808E-01        -1.351360E-07
2.407643E-01        -1.347604E-07
2.405480E-01        -1.343861E-07
2.403319E-01        -1.340104E-07
2.401160E-01        -1.336404E-07
2.399003E-01        -1.332704E-07
2.396848E-01        -1.329048E-07
2.394695E-01        -1.325406E-07
2.392544E-01        -1.321706E-07
2.390395E-01        -1.318050E-07
2.388247E-01        -1.314406E-07
2.386102E-01        -1.310750E-07
2.383959E-01        -1.307152E-07
2.381817E-01        -1.303551E-07
2.379677E-01        -1.299951E-07
2.377540E-01        -1.296352E-07
2.375404E-01        -1.292795E-07
2.373270E-01        -1.289253E-07
2.371138E-01        -1.285653E-07
2.369008E-01        -1.282096E-07
2.366880E-01        -1.278597E-07
2.364754E-01        -1.275097E-07
2.362629E-01        -1.271597E-07
2.360507E-01        -1.268098E-07
2.358387E-01        -1.264599E-07
2.356268E-01        -1.261098E-07
2.354151E-01        -1.257598E-07
2.352037E-01        -1.254143E-07
2.349924E-01        -1.250743E-07
2.347813E-01        -1.247300E-07
2.345704E-01        -1.243844E-07
2.343596E-01        -1.240443E-07
2.341491E-01        -1.237043E-07
2.339388E-01        -1.233644E-07
2.337286E-01        -1.230244E-07
2.335187E-01        -1.226888E-07
2.333089E-01        -1.223545E-07
2.330993E-01        -1.220145E-07
2.328899E-01        -1.216788E-07
2.326807E-01        -1.213489E-07
2.324717E-01        -1.210190E-07
2.322628E-01        -1.206889E-07
2.320542E-01        -1.203590E-07
2.318457E-01        -1.200289E-07
2.316375E-01        -1.196991E-07
2.314294E-01        -1.193691E-07
2.312215E-01        -1.190434E-07
2.310138E-01        -1.187192E-07
2.308063E-01        -1.183935E-07
2.305989E-01        -1.180734E-07
2.303918E-01        -1.177493E-07
2.301848E-01        -1.174235E-07
2.299780E-01        -1.171035E-07
2.297714E-01        -1.167878E-07
2.295650E-01        -1.164736E-07
2.293588E-01        -1.161537E-07
2.291528E-01        -1.158338E-07
2.289469E-01        -1.155180E-07
2.287412E-01        -1.152080E-07
2.285358E-01        -1.148938E-07
2.283305E-01        -1.145781E-07
2.281254E-01        -1.142682E-07
2.279204E-01        -1.139581E-07
2.277157E-01        -1.136482E-07
2.275111E-01        -1.133382E-07
2.273067E-01        -1.130282E-07
