# Source: NUDEC_BSM v2 (https://github.com/MiguelEA/nudec_BSM/tree/v2)
# Escudero, Jackson, Laine, Sandner, arXiv:2511.04747 (2025)
# me = 0.51099895 MeV, alpha = 1/137.035999084
# Baseline: O(e^2) non-log + O(e^2) log summed into col 2;
# O(e^3) in col 3. Loader sums col 2 + col 3.
# T (MeV)           P_int (e^2+e^3) [MeV^4] p^(2)   p^(3)
4.000000E+01        -4.074250E+03        +3.628900E+02
3.996407E+01        -4.059653E+03        +3.615902E+02
3.992817E+01        -4.045055E+03        +3.602904E+02
3.989230E+01        -4.030556E+03        +3.590004E+02
3.985646E+01        -4.016055E+03        +3.577104E+02
3.982066E+01        -4.001658E+03        +3.564207E+02
3.978489E+01        -3.987261E+03        +3.551408E+02
3.974915E+01        -3.972962E+03        +3.538709E+02
3.971344E+01        -3.958762E+03        +3.526010E+02
3.967777E+01        -3.944566E+03        +3.513313E+02
3.964212E+01        -3.930364E+03        +3.500712E+02
3.960651E+01        -3.916266E+03        +3.488213E+02
3.957093E+01        -3.902167E+03        +3.475614E+02
3.953539E+01        -3.888172E+03        +3.463218E+02
3.949987E+01        -3.874271E+03        +3.450717E+02
3.946439E+01        -3.860374E+03        +3.438420E+02
3.942894E+01        -3.846476E+03        +3.426022E+02
3.939352E+01        -3.832677E+03        +3.413722E+02
3.935813E+01        -3.818878E+03        +3.401523E+02
3.932277E+01        -3.805178E+03        +3.389323E+02
3.928745E+01        -3.791580E+03        +3.377125E+02
3.925215E+01        -3.777979E+03        +3.365024E+02
3.921689E+01        -3.764381E+03        +3.352925E+02
3.918166E+01        -3.750882E+03        +3.340926E+02
3.914647E+01        -3.737386E+03        +3.328930E+02
3.911130E+01        -3.723986E+03        +3.316929E+02
3.907617E+01        -3.710688E+03        +3.305032E+02
3.904106E+01        -3.697287E+03        +3.293230E+02
3.900599E+01        -3.684089E+03        +3.281432E+02
3.897095E+01        -3.670790E+03        +3.269633E+02
3.893595E+01        -3.657694E+03        +3.257937E+02
3.890097E+01        -3.644495E+03        +3.246237E+02
3.886602E+01        -3.631394E+03        +3.234536E+02
3.883111E+01        -3.618397E+03        +3.222939E+02
3.879623E+01        -3.605399E+03        +3.211341E+02
3.876138E+01        -3.592500E+03        +3.199842E+02
3.872656E+01        -3.579602E+03        +3.188343E+02
3.869177E+01        -3.566802E+03        +3.176943E+02
3.865701E+01        -3.553903E+03        +3.165544E+02
3.862228E+01        -3.541202E+03        +3.154143E+02
3.858759E+01        -3.528505E+03        +3.142846E+02
3.855292E+01        -3.515805E+03        +3.131545E+02
3.851829E+01        -3.503206E+03        +3.120347E+02
3.848369E+01        -3.490608E+03        +3.109148E+02
3.844912E+01        -3.478109E+03        +3.097949E+02
3.841458E+01        -3.465611E+03        +3.086850E+02
3.838007E+01        -3.453211E+03        +3.075751E+02
3.834559E+01        -3.440811E+03        +3.064750E+02
3.831115E+01        -3.428415E+03        +3.053754E+02
3.827673E+01        -3.416114E+03        +3.042753E+02
3.824235E+01        -3.403817E+03        +3.031855E+02
3.820799E+01        -3.391616E+03        +3.020954E+02
3.817367E+01        -3.379517E+03        +3.010156E+02
3.813938E+01        -3.367320E+03        +2.999358E+02
3.810512E+01        -3.355221E+03        +2.988559E+02
3.807089E+01        -3.343222E+03        +2.977860E+02
3.803669E+01        -3.331223E+03        +2.967161E+02
3.800252E+01        -3.319224E+03        +2.956561E+02
3.796838E+01        -3.307324E+03        +2.945862E+02
3.793427E+01        -3.295524E+03        +2.935361E+02
3.790020E+01        -3.283628E+03        +2.924864E+02
3.786615E+01        -3.271828E+03        +2.914364E+02
3.783213E+01        -3.260127E+03        +2.903864E+02
3.779815E+01        -3.248430E+03        +2.893466E+02
3.776419E+01        -3.236729E+03        +2.883065E+02
3.773027E+01        -3.225131E+03        +2.872668E+02
3.769638E+01        -3.213633E+03        +2.862369E+02
3.766251E+01        -3.202033E+03        +2.852167E+02
3.762868E+01        -3.190534E+03        +2.841870E+02
3.759488E+01        -3.179136E+03        +2.831671E+02
3.756111E+01        -3.167738E+03        +2.821572E+02
3.752736E+01        -3.156336E+03        +2.811371E+02
3.749365E+01        -3.145037E+03        +2.801272E+02
3.745997E+01        -3.133739E+03        +2.791273E+02
3.742632E+01        -3.122440E+03        +2.781274E+02
3.739270E+01        -3.111241E+03        +2.771275E+02
3.735911E+01        -3.100141E+03        +2.761276E+02
3.732555E+01        -3.088943E+03        +2.751377E+02
3.729202E+01        -3.077844E+03        +2.741577E+02
3.725852E+01        -3.066844E+03        +2.731679E+02
3.722505E+01        -3.055845E+03        +2.721879E+02
3.719161E+01        -3.044847E+03        +2.712080E+02
3.715820E+01        -3.033947E+03        +2.702380E+02
3.712482E+01        -3.023048E+03        +2.692681E+02
3.709147E+01        -3.012149E+03        +2.683081E+02
3.705815E+01        -3.001349E+03        +2.673383E+02
3.702486E+01        -2.990650E+03        +2.663783E+02
3.699160E+01        -2.979852E+03        +2.654283E+02
3.695837E+01        -2.969152E+03        +2.644685E+02
3.692517E+01        -2.958552E+03        +2.635284E+02
3.689200E+01        -2.947855E+03        +2.625786E+02
3.685886E+01        -2.937354E+03        +2.616386E+02
3.682575E+01        -2.926756E+03        +2.606987E+02
3.679267E+01        -2.916257E+03        +2.597588E+02
3.675961E+01        -2.905854E+03        +2.588286E+02
3.672659E+01        -2.895357E+03        +2.578987E+02
3.669360E+01        -2.884958E+03        +2.569788E+02
3.666064E+01        -2.874659E+03        +2.560590E+02
3.662771E+01        -2.864262E+03        +2.551391E+02
3.659480E+01        -2.854059E+03        +2.542190E+02
3.656193E+01        -2.843762E+03        +2.533091E+02
3.652908E+01        -2.833560E+03        +2.523991E+02
3.649627E+01        -2.823363E+03        +2.514893E+02
3.646348E+01        -2.813261E+03        +2.505891E+02
3.643073E+01        -2.803164E+03        +2.496894E+02
3.639800E+01        -2.793163E+03        +2.487894E+02
3.636531E+01        -2.783067E+03        +2.478995E+02
3.633264E+01        -2.773067E+03        +2.470096E+02
3.630000E+01        -2.763166E+03        +2.461295E+02
3.626739E+01        -2.753267E+03        +2.452397E+02
3.623481E+01        -2.743368E+03        +2.443596E+02
3.620226E+01        -2.733469E+03        +2.434896E+02
3.616974E+01        -2.723669E+03        +2.426098E+02
3.613725E+01        -2.713871E+03        +2.417399E+02
3.610479E+01        -2.704171E+03        +2.408700E+02
3.607235E+01        -2.694471E+03        +2.400098E+02
3.603995E+01        -2.684773E+03        +2.391500E+02
3.600757E+01        -2.675171E+03        +2.382900E+02
3.597523E+01        -2.665574E+03        +2.374302E+02
3.594291E+01        -2.655974E+03        +2.365801E+02
3.591062E+01        -2.646474E+03        +2.357302E+02
3.587836E+01        -2.636974E+03        +2.348901E+02
3.584613E+01        -2.627476E+03        +2.340403E+02
3.581393E+01        -2.618076E+03        +2.332003E+02
3.578176E+01        -2.608677E+03        +2.323703E+02
3.574961E+01        -2.599276E+03        +2.315304E+02
3.571750E+01        -2.589977E+03        +2.307004E+02
3.568541E+01        -2.580677E+03        +2.298803E+02
3.565336E+01        -2.571380E+03        +2.290507E+02
3.562133E+01        -2.562179E+03        +2.282306E+02
3.558933E+01        -2.552980E+03        +2.274106E+02
3.555736E+01        -2.543880E+03        +2.265907E+02
3.552542E+01        -2.534683E+03        +2.257807E+02
3.549351E+01        -2.525583E+03        +2.249709E+02
3.546162E+01        -2.516581E+03        +2.241608E+02
3.542977E+01        -2.507485E+03        +2.233609E+02
3.539794E+01        -2.498484E+03        +2.225609E+02
3.536614E+01        -2.489583E+03        +2.217609E+02
3.533437E+01        -2.480585E+03        +2.209610E+02
3.530263E+01        -2.471685E+03        +2.201710E+02
3.527092E+01        -2.462886E+03        +2.193812E+02
3.523923E+01        -2.453987E+03        +2.185911E+02
3.520758E+01        -2.445188E+03        +2.178112E+02
3.517595E+01        -2.436388E+03        +2.170213E+02
3.514435E+01        -2.427687E+03        +2.162511E+02
3.511278E+01        -2.418988E+03        +2.154713E+02
3.508124E+01        -2.410290E+03        +2.147013E+02
3.504972E+01        -2.401589E+03        +2.139313E+02
3.501824E+01        -2.392990E+03        +2.131615E+02
3.498678E+01        -2.384391E+03        +2.123915E+02
3.495535E+01        -2.375890E+03        +2.116314E+02
3.492395E+01        -2.367292E+03        +2.108715E+02
3.489258E+01        -2.358891E+03        +2.101116E+02
3.486123E+01        -2.350392E+03        +2.093614E+02
3.482991E+01        -2.341892E+03        +2.086114E+02
3.479863E+01        -2.333494E+03        +2.078617E+02
3.476737E+01        -2.325193E+03        +2.071118E+02
3.473613E+01        -2.316793E+03        +2.063715E+02
3.470493E+01        -2.308494E+03        +2.056317E+02
3.467375E+01        -2.300194E+03        +2.048917E+02
3.464261E+01        -2.291995E+03        +2.041618E+02
3.461149E+01        -2.283697E+03        +2.034220E+02
3.458039E+01        -2.275495E+03        +2.027016E+02
3.454933E+01        -2.267395E+03        +2.019719E+02
3.451829E+01        -2.259197E+03        +2.012419E+02
3.448729E+01        -2.251098E+03        +2.005220E+02
3.445630E+01        -2.242996E+03        +1.998018E+02
3.442535E+01        -2.234996E+03        +1.990820E+02
3.439443E+01        -2.226998E+03        +1.983720E+02
3.436353E+01        -2.218998E+03        +1.976620E+02
3.433266E+01        -2.210999E+03        +1.969520E+02
3.430182E+01        -2.203099E+03        +1.962421E+02
3.427101E+01        -2.195201E+03        +1.955421E+02
3.424022E+01        -2.187300E+03        +1.948421E+02
3.420946E+01        -2.179401E+03        +1.941421E+02
3.417873E+01        -2.171600E+03        +1.934422E+02
3.414803E+01        -2.163802E+03        +1.927522E+02
3.411735E+01        -2.156002E+03        +1.920524E+02
3.408670E+01        -2.148300E+03        +1.913622E+02
3.405608E+01        -2.140601E+03        +1.906821E+02
3.402549E+01        -2.132903E+03        +1.899924E+02
3.399492E+01        -2.125301E+03        +1.893122E+02
3.396438E+01        -2.117603E+03        +1.886322E+02
3.393387E+01        -2.110002E+03        +1.879621E+02
3.390339E+01        -2.102502E+03        +1.872825E+02
3.387293E+01        -2.094904E+03        +1.866123E+02
3.384251E+01        -2.087405E+03        +1.859425E+02
3.381210E+01        -2.079903E+03        +1.852724E+02
3.378173E+01        -2.072405E+03        +1.846124E+02
3.375138E+01        -2.065003E+03        +1.839524E+02
3.372106E+01        -2.057604E+03        +1.832924E+02
3.369077E+01        -2.050205E+03        +1.826325E+02
3.366051E+01        -2.042807E+03        +1.819727E+02
3.363027E+01        -2.035506E+03        +1.813225E+02
3.360006E+01        -2.028207E+03        +1.806726E+02
3.356988E+01        -2.020908E+03        +1.800227E+02
3.353972E+01        -2.013706E+03        +1.793727E+02
3.350959E+01        -2.006409E+03        +1.787326E+02
3.347949E+01        -1.999208E+03        +1.780927E+02
3.344941E+01        -1.992106E+03        +1.774527E+02
3.341936E+01        -1.984908E+03        +1.768127E+02
3.338934E+01        -1.977807E+03        +1.761826E+02
3.335935E+01        -1.970709E+03        +1.755527E+02
3.332938E+01        -1.963609E+03        +1.749227E+02
3.329944E+01        -1.956608E+03        +1.742928E+02
3.326953E+01        -1.949609E+03        +1.736629E+02
3.323964E+01        -1.942609E+03        +1.730427E+02
3.320978E+01        -1.935610E+03        +1.724228E+02
3.317995E+01        -1.928611E+03        +1.718029E+02
3.315014E+01        -1.921709E+03        +1.711829E+02
3.312036E+01        -1.914810E+03        +1.705727E+02
3.309061E+01        -1.907911E+03        +1.699628E+02
3.306089E+01        -1.901111E+03        +1.693530E+02
3.303119E+01        -1.894312E+03        +1.687430E+02
3.300151E+01        -1.887511E+03        +1.681329E+02
3.297187E+01        -1.880713E+03        +1.675329E+02
3.294225E+01        -1.873913E+03        +1.669330E+02
3.291266E+01        -1.867212E+03        +1.663331E+02
3.288309E+01        -1.860512E+03        +1.657330E+02
3.285355E+01        -1.853813E+03        +1.651429E+02
3.282404E+01        -1.847212E+03        +1.645432E+02
3.279455E+01        -1.840612E+03        +1.639530E+02
3.276509E+01        -1.833915E+03        +1.633728E+02
3.273566E+01        -1.827412E+03        +1.627832E+02
3.270625E+01        -1.820814E+03        +1.622029E+02
3.267687E+01        -1.814313E+03        +1.616132E+02
3.264752E+01        -1.807814E+03        +1.610331E+02
3.261819E+01        -1.801315E+03        +1.604629E+02
3.258889E+01        -1.794816E+03        +1.598832E+02
3.255961E+01        -1.788413E+03        +1.593130E+02
3.253036E+01        -1.781916E+03        +1.587332E+02
3.250114E+01        -1.775515E+03        +1.581729E+02
3.247195E+01        -1.769214E+03        +1.576033E+02
3.244278E+01        -1.762817E+03        +1.570334E+02
3.241363E+01        -1.756514E+03        +1.564731E+02
3.238451E+01        -1.750215E+03        +1.559131E+02
3.235542E+01        -1.743916E+03        +1.553532E+02
3.232636E+01        -1.737617E+03        +1.547933E+02
3.229732E+01        -1.731416E+03        +1.542334E+02
3.226830E+01        -1.725215E+03        +1.536830E+02
3.223932E+01        -1.719017E+03        +1.531332E+02
3.221036E+01        -1.712818E+03        +1.525833E+02
3.218142E+01        -1.706715E+03        +1.520333E+02
3.215251E+01        -1.700616E+03        +1.514931E+02
3.212363E+01        -1.694419E+03        +1.509434E+02
3.209477E+01        -1.688415E+03        +1.504032E+02
3.206594E+01        -1.682318E+03        +1.498633E+02
3.203713E+01        -1.676315E+03        +1.493232E+02
3.200836E+01        -1.670318E+03        +1.487932E+02
3.197960E+01        -1.664317E+03        +1.482534E+02
3.195087E+01        -1.658317E+03        +1.477232E+02
3.192217E+01        -1.652318E+03        +1.471932E+02
3.189350E+01        -1.646418E+03        +1.466634E+02
3.186485E+01        -1.640519E+03        +1.461432E+02
3.183622E+01        -1.634618E+03        +1.456134E+02
3.180762E+01        -1.628719E+03        +1.450932E+02
3.177905E+01        -1.622917E+03        +1.445733E+02
3.175050E+01        -1.617117E+03        +1.440533E+02
3.172198E+01        -1.611319E+03        +1.435334E+02
3.169348E+01        -1.605518E+03        +1.430231E+02
3.166501E+01        -1.599719E+03        +1.425132E+02
3.163657E+01        -1.594018E+03        +1.419936E+02
3.160815E+01        -1.588319E+03        +1.414834E+02
3.157975E+01        -1.582618E+03        +1.409831E+02
3.155138E+01        -1.576919E+03        +1.404734E+02
3.152304E+01        -1.571220E+03        +1.399732E+02
3.149472E+01        -1.565617E+03        +1.394732E+02
3.146643E+01        -1.559921E+03        +1.389636E+02
3.143816E+01        -1.554416E+03        +1.384730E+02
3.140992E+01        -1.548819E+03        +1.379734E+02
3.138171E+01        -1.543221E+03        +1.374735E+02
3.135352E+01        -1.537719E+03        +1.369833E+02
3.132535E+01        -1.532219E+03        +1.364933E+02
3.129721E+01        -1.526719E+03        +1.360033E+02
3.126910E+01        -1.521221E+03        +1.355135E+02
3.124101E+01        -1.515722E+03        +1.350235E+02
3.121294E+01        -1.510318E+03        +1.345432E+02
3.118490E+01        -1.504919E+03        +1.340632E+02
3.115689E+01        -1.499520E+03        +1.335833E+02
3.112890E+01        -1.494120E+03        +1.331034E+02
3.110094E+01        -1.488722E+03        +1.326235E+02
3.107300E+01        -1.483419E+03        +1.321435E+02
3.104509E+01        -1.478023E+03        +1.316733E+02
3.101720E+01        -1.472721E+03        +1.312033E+02
3.098933E+01        -1.467420E+03        +1.307333E+02
3.096150E+01        -1.462219E+03        +1.302635E+02
3.093368E+01        -1.456921E+03        +1.297934E+02
3.090589E+01        -1.451719E+03        +1.293234E+02
3.087813E+01        -1.446520E+03        +1.288632E+02
3.085039E+01        -1.441320E+03        +1.284032E+02
3.082268E+01        -1.436121E+03        +1.279433E+02
3.079499E+01        -1.431019E+03        +1.274834E+02
3.076733E+01        -1.425823E+03        +1.270235E+02
3.073969E+01        -1.420720E+03        +1.265635E+02
3.071207E+01        -1.415620E+03        +1.261131E+02
3.068448E+01        -1.410520E+03        +1.256632E+02
3.065692E+01        -1.405519E+03        +1.252133E+02
3.062938E+01        -1.400422E+03        +1.247633E+02
3.060187E+01        -1.395421E+03        +1.243135E+02
3.057438E+01        -1.390421E+03        +1.238635E+02
3.054691E+01        -1.385421E+03        +1.234232E+02
3.051947E+01        -1.380422E+03        +1.229832E+02
3.049205E+01        -1.375518E+03        +1.225335E+02
3.046466E+01        -1.370522E+03        +1.220933E+02
3.043730E+01        -1.365621E+03        +1.216631E+02
3.040995E+01        -1.360720E+03        +1.212234E+02
3.038264E+01        -1.355822E+03        +1.207932E+02
3.035534E+01        -1.351018E+03        +1.203535E+02
3.032807E+01        -1.346122E+03        +1.199232E+02
3.030083E+01        -1.341320E+03        +1.194933E+02
3.027361E+01        -1.336520E+03        +1.190633E+02
3.024641E+01        -1.331720E+03        +1.186333E+02
3.021924E+01        -1.326921E+03        +1.182130E+02
3.019210E+01        -1.322122E+03        +1.177835E+02
3.016497E+01        -1.317418E+03        +1.173631E+02
3.013788E+01        -1.312720E+03        +1.169433E+02
3.011080E+01        -1.307923E+03        +1.165232E+02
3.008375E+01        -1.303317E+03        +1.161032E+02
3.005673E+01        -1.298621E+03        +1.156833E+02
3.002973E+01        -1.293922E+03        +1.152731E+02
3.000275E+01        -1.289319E+03        +1.148630E+02
2.997580E+01        -1.284623E+03        +1.144434E+02
2.994887E+01        -1.280020E+03        +1.140331E+02
2.992197E+01        -1.275421E+03        +1.136232E+02
2.989509E+01        -1.270918E+03        +1.132229E+02
2.986824E+01        -1.266322E+03        +1.128134E+02
2.984140E+01        -1.261818E+03        +1.124033E+02
2.981460E+01        -1.257223E+03        +1.120031E+02
2.978781E+01        -1.252719E+03        +1.116030E+02
2.976106E+01        -1.248221E+03        +1.112032E+02
2.973432E+01        -1.243721E+03        +1.108032E+02
2.970761E+01        -1.239318E+03        +1.104032E+02
2.968092E+01        -1.234821E+03        +1.100129E+02
2.965426E+01        -1.230419E+03        +1.096133E+02
2.962762E+01        -1.226019E+03        +1.092230E+02
2.960101E+01        -1.221621E+03        +1.088331E+02
2.957442E+01        -1.217221E+03        +1.084431E+02
2.954785E+01        -1.212821E+03        +1.080531E+02
2.952130E+01        -1.208517E+03        +1.076631E+02
2.949479E+01        -1.204123E+03        +1.072733E+02
2.946829E+01        -1.199819E+03        +1.068929E+02
2.944182E+01        -1.195520E+03        +1.065033E+02
2.941537E+01        -1.191220E+03        +1.061230E+02
2.938895E+01        -1.186921E+03        +1.057431E+02
2.936255E+01        -1.182718E+03        +1.053631E+02
2.933617E+01        -1.178422E+03        +1.049831E+02
2.930982E+01        -1.174219E+03        +1.046128E+02
2.928349E+01        -1.170020E+03        +1.042332E+02
2.925718E+01        -1.165820E+03        +1.038629E+02
2.923090E+01        -1.161620E+03        +1.034833E+02
2.920464E+01        -1.157421E+03        +1.031129E+02
2.917840E+01        -1.153317E+03        +1.027429E+02
2.915219E+01        -1.149121E+03        +1.023730E+02
2.912600E+01        -1.145018E+03        +1.020126E+02
2.909984E+01        -1.140919E+03        +1.016431E+02
2.907370E+01        -1.136819E+03        +1.012828E+02
2.904758E+01        -1.132719E+03        +1.009131E+02
2.902149E+01        -1.128717E+03        +1.005529E+02
2.899542E+01        -1.124621E+03        +1.001929E+02
2.896937E+01        -1.120617E+03        +9.983289E+01
2.894335E+01        -1.116618E+03        +9.947491E+01
2.891735E+01        -1.112522E+03        +9.911791E+01
2.889137E+01        -1.108615E+03        +9.876187E+01
2.886542E+01        -1.104620E+03        +9.840788E+01
2.883949E+01        -1.100620E+03        +9.805488E+01
2.881358E+01        -1.096620E+03        +9.770284E+01
2.878770E+01        -1.092718E+03        +9.735285E+01
2.876183E+01        -1.088817E+03        +9.700276E+01
2.873600E+01        -1.084918E+03        +9.665482E+01
2.871018E+01        -1.081018E+03        +9.630773E+01
2.868439E+01        -1.077118E+03        +9.596270E+01
2.865863E+01        -1.073316E+03        +9.561784E+01
2.863288E+01        -1.069419E+03        +9.527473E+01
2.860716E+01        -1.065616E+03        +9.493274E+01
2.858146E+01        -1.061720E+03        +9.459268E+01
2.855579E+01        -1.057918E+03        +9.425278E+01
2.853013E+01        -1.054117E+03        +9.391464E+01
2.850450E+01        -1.050317E+03        +9.357762E+01
2.847890E+01        -1.046615E+03        +9.324170E+01
2.845332E+01        -1.042819E+03        +9.290673E+01
2.842776E+01        -1.039116E+03        +9.257369E+01
2.840222E+01        -1.035320E+03        +9.224165E+01
2.837670E+01        -1.031616E+03        +9.191057E+01
2.835121E+01        -1.027916E+03        +9.158058E+01
2.832574E+01        -1.024216E+03        +9.125251E+01
2.830030E+01        -1.020614E+03        +9.092462E+01
2.827488E+01        -1.016918E+03        +9.059861E+01
2.824948E+01        -1.013219E+03        +9.027360E+01
2.822410E+01        -1.009615E+03        +8.994955E+01
2.819875E+01        -1.006016E+03        +8.962660E+01
2.817341E+01        -1.002415E+03        +8.930448E+01
2.814811E+01        -9.987878E+02        +8.898455E+01
2.812282E+01        -9.952057E+02        +8.866549E+01
2.809756E+01        -9.916362E+02        +8.834656E+01
2.807232E+01        -9.880762E+02        +8.802952E+01
2.804710E+01        -9.845259E+02        +8.771348E+01
2.802190E+01        -9.809949E+02        +8.739937E+01
2.799673E+01        -9.774752E+02        +8.708544E+01
2.797158E+01        -9.739652E+02        +8.677339E+01
2.794645E+01        -9.704648E+02        +8.646139E+01
2.792135E+01        -9.669851E+02        +8.615140E+01
2.789627E+01        -9.635154E+02        +8.584241E+01
2.787121E+01        -9.600553E+02        +8.553440E+01
2.784617E+01        -9.566049E+02        +8.522735E+01
2.782116E+01        -9.531751E+02        +8.492140E+01
2.779616E+01        -9.497540E+02        +8.461630E+01
2.777119E+01        -9.463440E+02        +8.431324E+01
2.774625E+01        -9.429449E+02        +8.401036E+01
2.772132E+01        -9.395638E+02        +8.370925E+01
2.769642E+01        -9.361845E+02        +8.340831E+01
2.767154E+01        -9.328241E+02        +8.310926E+01
2.764668E+01        -9.294834E+02        +8.281122E+01
2.762184E+01        -9.261431E+02        +8.251416E+01
2.759703E+01        -9.228231E+02        +8.221818E+01
2.757224E+01        -9.195036E+02        +8.192222E+01
2.754747E+01        -9.162030E+02        +8.162911E+01
2.752273E+01        -9.129138E+02        +8.133621E+01
2.749800E+01        -9.096425E+02        +8.104413E+01
2.747330E+01        -9.063731E+02        +8.075314E+01
2.744862E+01        -9.031226E+02        +8.046313E+01
2.742396E+01        -8.998822E+02        +8.017408E+01
2.739933E+01        -8.966529E+02        +7.988709E+01
2.737471E+01        -8.934320E+02        +7.960004E+01
2.735012E+01        -8.902220E+02        +7.931404E+01
2.732555E+01        -8.870314E+02        +7.902997E+01
2.730101E+01        -8.838427E+02        +7.874608E+01
2.727648E+01        -8.806716E+02        +7.846397E+01
2.725198E+01        -8.775119E+02        +7.818203E+01
2.722750E+01        -8.743619E+02        +7.790103E+01
2.720304E+01        -8.712217E+02        +7.762196E+01
2.717860E+01        -8.680912E+02        +7.734295E+01
2.715419E+01        -8.649814E+02        +7.706595E+01
2.712979E+01        -8.618708E+02        +7.678889E+01
2.710542E+01        -8.587805E+02        +7.651385E+01
2.708107E+01        -8.557003E+02        +7.623887E+01
2.705675E+01        -8.526311E+02        +7.596589E+01
2.703244E+01        -8.495705E+02        +7.569287E+01
2.700816E+01        -8.465208E+02        +7.542089E+01
2.698390E+01        -8.434810E+02        +7.515085E+01
2.695966E+01        -8.404509E+02        +7.488088E+01
2.693544E+01        -8.374306E+02        +7.461184E+01
2.691124E+01        -8.344296E+02        +7.434475E+01
2.688707E+01        -8.314305E+02        +7.407782E+01
2.686291E+01        -8.284491E+02        +7.381173E+01
2.683878E+01        -8.254696E+02        +7.354673E+01
2.681467E+01        -8.225091E+02        +7.328271E+01
2.679058E+01        -8.195587E+02        +7.301967E+01
2.676652E+01        -8.166194E+02        +7.275772E+01
2.674247E+01        -8.136886E+02        +7.249664E+01
2.671845E+01        -8.107689E+02        +7.223666E+01
2.669445E+01        -8.078590E+02        +7.197766E+01
2.667047E+01        -8.049589E+02        +7.171964E+01
2.664651E+01        -8.020686E+02        +7.146165E+01
2.662257E+01        -7.991881E+02        +7.120555E+01
2.659866E+01        -7.963186E+02        +7.094964E+01
2.657476E+01        -7.934578E+02        +7.069551E+01
2.655089E+01        -7.906079E+02        +7.044156E+01
2.652704E+01        -7.877679E+02        +7.018855E+01
2.650321E+01        -7.849473E+02        +6.993653E+01
2.647940E+01        -7.821274E+02        +6.968549E+01
2.645561E+01        -7.793169E+02        +6.943543E+01
2.643185E+01        -7.765174E+02        +6.918647E+01
2.640810E+01        -7.737361E+02        +6.893839E+01
2.638438E+01        -7.709568E+02        +6.869140E+01
2.636068E+01        -7.681868E+02        +6.844444E+01
2.633700E+01        -7.654362E+02        +6.819937E+01
2.631334E+01        -7.626864E+02        +6.795438E+01
2.628970E+01        -7.599460E+02        +6.771034E+01
2.626609E+01        -7.572166E+02        +6.746738E+01
2.624249E+01        -7.544959E+02        +6.722531E+01
2.621892E+01        -7.517957E+02        +6.698433E+01
2.619536E+01        -7.490952E+02        +6.674328E+01
2.617183E+01        -7.464052E+02        +6.650423E+01
2.614832E+01        -7.437251E+02        +6.626526E+01
2.612483E+01        -7.410549E+02        +6.602723E+01
2.610136E+01        -7.383946E+02        +6.579019E+01
2.607792E+01        -7.357452E+02        +6.555424E+01
2.605449E+01        -7.331046E+02        +6.531918E+01
2.603109E+01        -7.304750E+02        +6.508520E+01
2.600770E+01        -7.278542E+02        +6.485117E+01
2.598434E+01        -7.252348E+02        +6.461913E+01
2.596100E+01        -7.226344E+02        +6.438717E+01
2.593768E+01        -7.200443E+02        +6.415616E+01
2.591438E+01        -7.174547E+02        +6.392518E+01
2.589110E+01        -7.148839E+02        +6.369610E+01
2.586784E+01        -7.123140E+02        +6.346711E+01
2.584460E+01        -7.097536E+02        +6.324001E+01
2.582138E+01        -7.072125E+02        +6.301300E+01
2.579819E+01        -7.046734E+02        +6.278703E+01
2.577501E+01        -7.021427E+02        +6.256100E+01
2.575186E+01        -6.996229E+02        +6.233697E+01
2.572873E+01        -6.971131E+02        +6.211302E+01
2.570561E+01        -6.946026E+02        +6.188992E+01
2.568252E+01        -6.921121E+02        +6.166791E+01
2.565945E+01        -6.896320E+02        +6.144690E+01
2.563640E+01        -6.871523E+02        +6.122592E+01
2.561337E+01        -6.846915E+02        +6.100684E+01
2.559036E+01        -6.822317E+02        +6.078785E+01
2.556737E+01        -6.797813E+02        +6.056981E+01
2.554441E+01        -6.773419E+02        +6.035190E+01
2.552146E+01        -6.749113E+02        +6.013579E+01
2.549853E+01        -6.724907E+02        +5.991978E+01
2.547563E+01        -6.700716E+02        +5.970481E+01
2.545274E+01        -6.676704E+02        +5.949073E+01
2.542988E+01        -6.652711E+02        +5.927680E+01
2.540703E+01        -6.628803E+02        +5.906466E+01
2.538421E+01        -6.605004E+02        +5.885272E+01
2.536141E+01        -6.581305E+02        +5.864077E+01
2.533862E+01        -6.557695E+02        +5.843062E+01
2.531586E+01        -6.534195E+02        +5.822066E+01
2.529312E+01        -6.510699E+02        +5.801259E+01
2.527040E+01        -6.487298E+02        +5.780367E+01
2.524770E+01        -6.463996E+02        +5.759660E+01
2.522502E+01        -6.440889E+02        +5.738962E+01
2.520236E+01        -6.417697E+02        +5.718359E+01
2.517972E+01        -6.394689E+02        +5.697856E+01
2.515710E+01        -6.371691E+02        +5.677452E+01
2.513450E+01        -6.348882E+02        +5.657053E+01
2.511192E+01        -6.326084E+02        +5.636749E+01
2.508936E+01        -6.303380E+02        +5.616545E+01
2.506682E+01        -6.280775E+02        +5.596345E+01
2.504431E+01        -6.258186E+02        +5.576249E+01
2.502181E+01        -6.235681E+02        +5.556244E+01
2.499933E+01        -6.213371E+02        +5.536338E+01
2.497687E+01        -6.190976E+02        +5.516438E+01
2.495444E+01        -6.168775E+02        +5.496641E+01
2.493202E+01        -6.146669E+02        +5.476935E+01
2.490962E+01        -6.124569E+02        +5.457234E+01
2.488725E+01        -6.102572E+02        +5.437731E+01
2.486489E+01        -6.080666E+02        +5.418230E+01
