# Source: NUDEC_BSM v2 (https://github.com/MiguelEA/nudec_BSM/tree/v2)
# Escudero, Jackson, Laine, Sandner, arXiv:2511.04747 (2025)
# me = 0.51099895 MeV, alpha = 1/137.035999084
# Baseline: O(e^2) non-log + O(e^2) log summed into col 2;
# O(e^3) in col 3. Loader sums col 2 + col 3.
# T (MeV)           P_int (e^2+e^3) [MeV^4] p^(2)   p^(3)
1.108623E-02        -1.925102E-30        +7.869833E-39
1.107627E-02        -1.841126E-30        +7.383438E-39
1.106632E-02        -1.760749E-30        +6.926736E-39
1.105638E-02        -1.683852E-30        +6.498009E-39
1.104645E-02        -1.610171E-30        +6.095478E-39
1.103652E-02        -1.539699E-30        +5.717258E-39
1.102661E-02        -1.472296E-30        +5.362540E-39
1.101670E-02        -1.407723E-30        +5.029364E-39
1.100681E-02        -1.346012E-30        +4.716852E-39
1.099692E-02        -1.286926E-30        +4.423339E-39
1.098704E-02        -1.230348E-30        +4.147862E-39
1.097717E-02        -1.176258E-30        +3.889325E-39
1.096731E-02        -1.124473E-30        +3.646722E-39
1.095746E-02        -1.074975E-30        +3.419067E-39
1.094761E-02        -1.027535E-30        +3.205327E-39
1.093778E-02        -9.822428E-31        +3.004960E-39
1.092795E-02        -9.388467E-31        +2.816835E-39
1.091814E-02        -8.973900E-31        +2.640459E-39
1.090833E-02        -8.576976E-31        +2.474859E-39
1.089853E-02        -8.197257E-31        +2.319535E-39
1.088874E-02        -7.834201E-31        +2.173947E-39
1.087896E-02        -7.486930E-31        +2.037247E-39
1.086918E-02        -7.154498E-31        +1.908987E-39
1.085942E-02        -6.836888E-31        +1.788908E-39
1.084967E-02        -6.533157E-31        +1.676209E-39
1.083992E-02        -6.242493E-31        +1.570464E-39
1.083018E-02        -5.964527E-31        +1.471300E-39
1.082045E-02        -5.698753E-31        +1.378323E-39
1.081073E-02        -5.444668E-31        +1.291212E-39
1.080102E-02        -5.201758E-31        +1.209493E-39
1.079132E-02        -4.969447E-31        +1.132936E-39
1.078162E-02        -4.747189E-31        +1.061009E-39
1.077194E-02        -4.534948E-31        +9.937625E-40
1.076226E-02        -4.331873E-31        +9.306369E-40
1.075259E-02        -4.137702E-31        +8.714798E-40
1.074294E-02        -3.952311E-31        +8.161044E-40
1.073328E-02        -3.774741E-31        +7.640969E-40
1.072364E-02        -3.605244E-31        +7.154229E-40
1.071401E-02        -3.443230E-31        +6.698239E-40
1.070439E-02        -3.288323E-31        +6.270852E-40
1.069477E-02        -3.140235E-31        +5.870129E-40
1.068516E-02        -2.998653E-31        +5.494744E-40
1.067556E-02        -2.863375E-31        +5.143176E-40
1.066597E-02        -2.734181E-31        +4.813833E-40
1.065639E-02        -2.610686E-31        +4.505325E-40
1.064682E-02        -2.492680E-31        +4.216425E-40
1.063725E-02        -2.379761E-31        +3.945499E-40
1.062770E-02        -2.272048E-31        +3.692169E-40
1.061815E-02        -2.169029E-31        +3.454634E-40
1.060861E-02        -2.070692E-31        +3.232250E-40
1.059908E-02        -1.976661E-31        +3.024020E-40
1.058956E-02        -1.886833E-31        +2.829047E-40
1.058005E-02        -1.801091E-31        +2.646535E-40
1.057055E-02        -1.719150E-31        +2.475761E-40
1.056105E-02        -1.640819E-31        +2.315677E-40
1.055156E-02        -1.565993E-31        +2.165779E-40
1.054208E-02        -1.494562E-31        +2.025547E-40
1.053261E-02        -1.426325E-31        +1.894283E-40
1.052315E-02        -1.361098E-31        +1.771402E-40
1.051370E-02        -1.298870E-31        +1.656483E-40
1.050425E-02        -1.239462E-31        +1.548822E-40
1.049482E-02        -1.182716E-31        +1.448152E-40
1.048539E-02        -1.128418E-31        +1.353865E-40
1.047597E-02        -1.076621E-31        +1.265742E-40
1.046656E-02        -1.027215E-31        +1.183215E-40
1.045716E-02        -9.800113E-32        +1.106056E-40
1.044776E-02        -9.349075E-32        +1.033723E-40
1.043838E-02        -8.918911E-32        +9.662369E-41
1.042900E-02        -8.507884E-32        +9.030191E-41
1.041963E-02        -8.115554E-32        +8.438915E-41
1.041027E-02        -7.741029E-32        +7.886015E-41
1.040092E-02        -7.383585E-32        +7.368914E-41
1.039158E-02        -7.042347E-32        +6.885480E-41
1.038224E-02        -6.716434E-32        +6.432958E-41
1.037292E-02        -6.405663E-32        +6.010310E-41
1.036360E-02        -6.108758E-32        +5.614734E-41
1.035429E-02        -5.825455E-32        +5.244982E-41
1.034499E-02        -5.555139E-32        +4.899353E-41
1.033569E-02        -5.296857E-32        +4.575915E-41
1.032641E-02        -5.050742E-32        +4.273953E-41
1.031713E-02        -4.815666E-32        +3.991422E-41
1.030787E-02        -4.591630E-32        +3.727714E-41
1.029861E-02        -4.377646E-32        +3.480968E-41
1.028935E-02        -4.173249E-32        +3.250136E-41
1.028011E-02        -3.978474E-32        +3.034710E-41
1.027088E-02        -3.792693E-32        +2.833433E-41
1.026165E-02        -3.615312E-32        +2.645202E-41
1.025243E-02        -3.446134E-32        +2.469343E-41
1.024322E-02        -3.284754E-32        +2.305058E-41
1.023402E-02        -3.130785E-32        +2.151633E-41
1.022483E-02        -2.983998E-32        +2.008280E-41
1.021564E-02        -2.843774E-32        +1.874252E-41
1.020646E-02        -2.710147E-32        +1.749105E-41
1.019730E-02        -2.582851E-32        +1.632358E-41
1.018814E-02        -2.461228E-32        +1.523167E-41
1.017898E-02        -2.345185E-32        +1.421145E-41
1.016984E-02        -2.234748E-32        +1.326011E-41
1.016070E-02        -2.129214E-32        +1.237069E-41
1.015158E-02        -2.028778E-32        +1.154193E-41
1.014246E-02        -1.932849E-32        +1.076708E-41
1.013335E-02        -1.841506E-32        +1.004317E-41
1.012424E-02        -1.754268E-32        +9.367089E-42
1.011515E-02        -1.671141E-32        +8.736887E-42
1.010606E-02        -1.591916E-32        +8.147928E-42
1.009698E-02        -1.516391E-32        +7.598463E-42
1.008791E-02        -1.444373E-32        +7.085617E-42
1.007885E-02        -1.375752E-32        +6.607080E-42
1.006980E-02        -1.310334E-32        +6.160623E-42
1.006075E-02        -1.247943E-32        +5.743529E-42
1.005171E-02        -1.188457E-32        +5.354480E-42
1.004268E-02        -1.131776E-32        +4.991566E-42
1.003366E-02        -1.077789E-32        +4.652998E-42
1.002465E-02        -1.026306E-32        +4.337245E-42
1.001564E-02        -9.771999E-33        +4.042321E-42
1.000665E-02        -9.304775E-33        +3.767652E-42
9.997657E-03        -8.859080E-33        +3.511142E-42
9.988676E-03        -8.434517E-33        +3.271948E-42
9.979703E-03        -8.030059E-33        +3.048786E-42
9.970738E-03        -7.644625E-33        +2.840817E-42
9.961781E-03        -7.277331E-33        +2.646780E-42
9.952833E-03        -6.927499E-33        +2.465888E-42
9.943892E-03        -6.594161E-33        +2.297202E-42
9.934959E-03        -6.276564E-33        +2.139866E-42
9.926034E-03        -5.974018E-33        +1.993257E-42
9.917118E-03        -5.685930E-33        +1.856522E-42
9.908209E-03        -5.411376E-33        +1.729106E-42
9.899308E-03        -5.149958E-33        +1.610258E-42
9.890415E-03        -4.900899E-33        +1.499554E-42
9.881531E-03        -4.663718E-33        +1.396329E-42
9.872654E-03        -4.437779E-33        +1.300152E-42
9.863785E-03        -4.222692E-33        +1.210535E-42
9.854924E-03        -4.017857E-33        +1.126995E-42
9.846072E-03        -3.822728E-33        +1.049221E-42
9.837227E-03        -3.637022E-33        +9.766959E-43
9.828390E-03        -3.460100E-33        +9.091336E-43
9.819561E-03        -3.291732E-33        +8.461959E-43
9.810740E-03        -3.131340E-33        +7.875654E-43
9.801927E-03        -2.978625E-33        +7.329535E-43
9.793121E-03        -2.833270E-33        +6.820848E-43
9.784324E-03        -2.694986E-33        +6.347038E-43
9.775535E-03        -2.563202E-33        +5.905763E-43
9.766753E-03        -2.437865E-33        +5.494861E-43
9.757979E-03        -2.318514E-33        +5.112131E-43
9.749214E-03        -2.204945E-33        +4.755887E-43
9.740456E-03        -2.096757E-33        +4.424087E-43
9.731706E-03        -1.993847E-33        +4.115258E-43
9.722964E-03        -1.895922E-33        +3.827714E-43
9.714229E-03        -1.802764E-33        +3.559948E-43
9.705503E-03        -1.714103E-33        +3.310807E-43
9.696784E-03        -1.629709E-33        +3.078855E-43
9.688074E-03        -1.549326E-33        +2.863037E-43
9.679371E-03        -1.472919E-33        +2.662120E-43
9.670675E-03        -1.400274E-33        +2.475115E-43
9.661988E-03        -1.331047E-33        +2.301156E-43
9.653309E-03        -1.265289E-33        +2.139245E-43
9.644637E-03        -1.202633E-33        +1.988649E-43
9.635973E-03        -1.143148E-33        +1.848502E-43
9.627317E-03        -1.086464E-33        +1.718111E-43
9.618668E-03        -1.032562E-33        +1.596855E-43
9.610028E-03        -9.812982E-34        +1.484069E-43
9.601395E-03        -9.325406E-34        +1.379125E-43
9.592770E-03        -8.861743E-34        +1.281461E-43
9.584153E-03        -8.420713E-34        +1.190746E-43
9.575543E-03        -8.001267E-34        +1.106299E-43
9.566941E-03        -7.602450E-34        +1.027819E-43
9.558347E-03        -7.223175E-34        +9.548406E-44
9.549761E-03        -6.862541E-34        +8.869783E-44
9.541182E-03        -6.519608E-34        +8.238849E-44
9.532611E-03        -6.193524E-34        +7.652383E-44
9.524048E-03        -5.883496E-34        +7.107127E-44
9.515492E-03        -5.588783E-34        +6.600314E-44
9.506944E-03        -5.308619E-34        +6.129228E-44
9.498404E-03        -5.042218E-34        +5.691390E-44
9.489871E-03        -4.788959E-34        +5.284536E-44
9.481346E-03        -4.548341E-34        +4.906360E-44
9.472829E-03        -4.319508E-34        +4.555046E-44
9.464320E-03        -4.102123E-34        +4.228606E-44
9.455818E-03        -3.895398E-34        +3.925227E-44
9.447323E-03        -3.699005E-34        +3.643405E-44
9.438837E-03        -3.512312E-34        +3.381621E-44
9.430358E-03        -3.334874E-34        +3.138418E-44
9.421886E-03        -3.166287E-34        +2.912508E-44
9.413422E-03        -3.006084E-34        +2.702718E-44
9.404966E-03        -2.853944E-34        +2.507862E-44
9.396517E-03        -2.709277E-34        +2.326910E-44
9.388076E-03        -2.571887E-34        +2.158807E-44
9.379643E-03        -2.441374E-34        +2.002751E-44
9.371217E-03        -2.317329E-34        +1.857908E-44
9.362799E-03        -2.199474E-34        +1.723335E-44
9.354388E-03        -2.087582E-34        +1.598486E-44
9.345985E-03        -1.981280E-34        +1.482513E-44
9.337589E-03        -1.880342E-34        +1.374974E-44
9.329201E-03        -1.784401E-34        +1.275095E-44
9.320820E-03        -1.693325E-34        +1.182288E-44
9.312447E-03        -1.606754E-34        +1.096249E-44
9.304082E-03        -1.524650E-34        +1.016469E-44
9.295724E-03        -1.446548E-34        +9.423520E-45
9.287373E-03        -1.372513E-34        +8.735917E-45
9.279030E-03        -1.302166E-34        +8.098075E-45
9.270695E-03        -1.235324E-34        +7.506239E-45
9.262367E-03        -1.171948E-34        +6.957230E-45
9.254046E-03        -1.111668E-34        +6.447886E-45
9.245733E-03        -1.054478E-34        +5.975475E-45
9.237428E-03        -1.000186E-34        +5.537315E-45
9.229130E-03        -9.487017E-35        +5.130952E-45
9.220839E-03        -8.997884E-35        +4.754022E-45
9.212556E-03        -8.533595E-35        +4.404563E-45
9.204280E-03        -8.092893E-35        +4.080454E-45
9.196011E-03        -7.674590E-35        +3.779914E-45
9.187751E-03        -7.277684E-35        +3.501397E-45
9.179497E-03        -6.900929E-35        +3.243046E-45
9.171251E-03        -6.543335E-35        +3.003689E-45
9.163012E-03        -6.203966E-35        +2.781656E-45
9.154781E-03        -5.882048E-35        +2.576030E-45
9.146557E-03        -5.576549E-35        +2.385329E-45
9.138341E-03        -5.286628E-35        +2.208662E-45
9.130132E-03        -5.011627E-35        +2.044913E-45
9.121930E-03        -4.750664E-35        +1.893107E-45
9.113735E-03        -4.503047E-35        +1.752531E-45
9.105548E-03        -4.268199E-35        +1.622308E-45
9.097369E-03        -4.045425E-35        +1.501645E-45
9.089196E-03        -3.834072E-35        +1.389819E-45
9.081031E-03        -3.633600E-35        +1.286252E-45
9.072874E-03        -3.443500E-35        +1.190265E-45
9.064724E-03        -3.263163E-35        +1.101430E-45
9.056581E-03        -3.092176E-35        +1.019157E-45
9.048445E-03        -2.929954E-35        +9.429681E-46
9.040316E-03        -2.776098E-35        +8.723985E-46
9.032195E-03        -2.630227E-35        +8.070575E-46
9.024082E-03        -2.491940E-35        +7.465580E-46
9.015975E-03        -2.360802E-35        +6.905529E-46
9.007876E-03        -2.236447E-35        +6.386937E-46
8.999784E-03        -2.118481E-35        +5.907009E-46
8.991699E-03        -2.006769E-35        +5.462684E-46
8.983622E-03        -1.900759E-35        +5.051436E-46
8.975552E-03        -1.800325E-35        +4.670905E-46
8.967489E-03        -1.705160E-35        +4.318715E-46
8.959433E-03        -1.614878E-35        +3.992777E-46
8.951385E-03        -1.529290E-35        +3.691149E-46
8.943344E-03        -1.448185E-35        +3.412092E-46
8.935310E-03        -1.371358E-35        +3.153923E-46
8.927283E-03        -1.298514E-35        +2.915137E-46
8.919264E-03        -1.229470E-35        +2.694189E-46
8.911251E-03        -1.164095E-35        +2.489819E-46
8.903246E-03        -1.102120E-35        +2.300794E-46
8.895248E-03        -1.043425E-35        +2.125989E-46
8.887257E-03        -9.877628E-36        +1.964311E-46
8.879274E-03        -9.350448E-36        +1.814793E-46
8.871298E-03        -8.851044E-36        +1.676601E-46
8.863328E-03        -8.377786E-36        +1.548743E-46
8.855366E-03        -7.929583E-36        +1.430551E-46
8.847411E-03        -7.504982E-36        +1.321308E-46
8.839464E-03        -7.102753E-36        +1.220334E-46
8.831523E-03        -6.721786E-36        +1.127006E-46
8.823589E-03        -6.360938E-36        +1.040735E-46
8.815663E-03        -6.019168E-36        +9.609489E-47
8.807744E-03        -5.695529E-36        +8.872562E-47
8.799832E-03        -5.389111E-36        +8.191536E-47
8.791927E-03        -5.098839E-36        +7.562236E-47
8.784029E-03        -4.824003E-36        +6.980784E-47
8.776138E-03        -4.563717E-36        +6.443597E-47
8.768254E-03        -4.317281E-36        +5.947303E-47
8.760377E-03        -4.083995E-36        +5.488905E-47
8.752508E-03        -3.863189E-36        +5.065482E-47
8.744645E-03        -3.654106E-36        +4.674336E-47
8.736790E-03        -3.456120E-36        +4.313093E-47
8.728942E-03        -3.268784E-36        +3.979591E-47
8.721100E-03        -3.091391E-36        +3.671519E-47
8.713266E-03        -2.923492E-36        +3.387065E-47
8.705439E-03        -2.764651E-36        +3.124400E-47
8.697618E-03        -2.614264E-36        +2.881904E-47
8.689805E-03        -2.471962E-36        +2.658131E-47
8.681999E-03        -2.337239E-36        +2.451478E-47
8.674200E-03        -2.209789E-36        +2.260744E-47
8.666408E-03        -2.089212E-36        +2.084729E-47
8.658622E-03        -1.975101E-36        +1.922228E-47
8.650844E-03        -1.867177E-36        +1.772289E-47
8.643073E-03        -1.765034E-36        +1.633983E-47
8.635309E-03        -1.668371E-36        +1.506325E-47
8.627552E-03        -1.576901E-36        +1.388520E-47
8.619801E-03        -1.490488E-36        +1.279850E-47
8.612058E-03        -1.408673E-36        +1.179561E-47
8.604322E-03        -1.331251E-36        +1.087126E-47
8.596592E-03        -1.258094E-36        +1.001842E-47
8.588870E-03        -1.188840E-36        +9.231415E-48
8.581154E-03        -1.123365E-36        +8.505878E-48
8.573446E-03        -1.061479E-36        +7.836771E-48
8.565744E-03        -1.002884E-36        +7.219812E-48
8.558049E-03        -9.475411E-37        +6.650924E-48
8.550361E-03        -8.951814E-37        +6.126424E-48
8.542681E-03        -8.456877E-37        +5.642979E-48
8.535007E-03        -7.988795E-37        +5.197195E-48
8.527339E-03        -7.546266E-37        +4.786284E-48
8.519679E-03        -7.127924E-37        +4.407572E-48
8.512026E-03        -6.732502E-37        +4.058517E-48
8.504379E-03        -6.358660E-37        +3.736788E-48
8.496740E-03        -6.005306E-37        +3.440378E-48
8.489107E-03        -5.671336E-37        +3.167219E-48
8.481481E-03        -5.355615E-37        +2.915558E-48
8.473862E-03        -5.057242E-37        +2.683699E-48
8.466250E-03        -4.775311E-37        +2.470062E-48
8.458644E-03        -4.508799E-37        +2.273309E-48
8.451046E-03        -4.256983E-37        +2.092015E-48
8.443454E-03        -4.019083E-37        +1.925032E-48
8.435869E-03        -3.794244E-37        +1.771290E-48
8.428291E-03        -3.581772E-37        +1.629776E-48
8.420720E-03        -3.381068E-37        +1.499328E-48
8.413155E-03        -3.191492E-37        +1.379304E-48
8.405598E-03        -3.012327E-37        +1.268760E-48
8.398047E-03        -2.843192E-37        +1.167049E-48
8.390503E-03        -2.683337E-37        +1.073314E-48
8.382965E-03        -2.532335E-37        +9.871049E-49
8.375435E-03        -2.389733E-37        +9.077381E-49
8.367911E-03        -2.255084E-37        +8.346822E-49
8.360394E-03        -2.127909E-37        +7.674507E-49
8.352884E-03        -2.007725E-37        +7.055933E-49
8.345380E-03        -1.894298E-37        +6.486572E-49
8.337884E-03        -1.787177E-37        +5.962872E-49
8.330393E-03        -1.686101E-37        +5.480947E-49
8.322910E-03        -1.590624E-37        +5.037619E-49
8.315434E-03        -1.500437E-37        +4.629830E-49
8.307964E-03        -1.415323E-37        +4.254736E-49
8.300500E-03        -1.334977E-37        +3.909665E-49
8.293044E-03        -1.259045E-37        +3.592330E-49
8.285594E-03        -1.187481E-37        +3.300619E-49
8.278151E-03        -1.119908E-37        +3.032223E-49
8.270715E-03        -1.056123E-37        +2.785527E-49
8.263285E-03        -9.958830E-38        +2.558712E-49
8.255862E-03        -9.390532E-38        +2.350209E-49
8.248446E-03        -8.854254E-38        +2.158449E-49
8.241036E-03        -8.348219E-38        +1.982281E-49
8.233633E-03        -7.870712E-38        +1.820267E-49
8.226236E-03        -7.420074E-38        +1.671462E-49
8.218847E-03        -6.994937E-38        +1.534635E-49
8.211464E-03        -6.593872E-38        +1.408936E-49
8.204087E-03        -6.215402E-38        +1.293384E-49
8.196717E-03        -5.858380E-38        +1.187286E-49
8.189354E-03        -5.521609E-38        +1.089756E-49
8.181997E-03        -5.203946E-38        +1.000180E-49
8.174647E-03        -4.904334E-38        +9.179214E-50
8.167304E-03        -4.621689E-38        +8.423461E-50
8.159967E-03        -4.355161E-38        +7.729344E-50
8.152637E-03        -4.103795E-38        +7.091897E-50
8.145313E-03        -3.866667E-38        +6.506543E-50
8.137996E-03        -3.643105E-38        +5.969004E-50
8.130686E-03        -3.432308E-38        +5.475569E-50
8.123382E-03        -3.233465E-38        +5.022413E-50
8.116084E-03        -3.046061E-38        +4.606445E-50
8.108794E-03        -2.869363E-38        +4.224686E-50
8.101509E-03        -2.702788E-38        +3.874114E-50
8.094232E-03        -2.545721E-38        +3.552557E-50
8.086960E-03        -2.397687E-38        +3.257314E-50
8.079696E-03        -2.258153E-38        +2.986412E-50
8.072438E-03        -2.126585E-38        +2.737790E-50
8.065186E-03        -2.002585E-38        +2.509743E-50
8.057941E-03        -1.885764E-38        +2.300429E-50
8.050702E-03        -1.775618E-38        +2.108422E-50
8.043470E-03        -1.671856E-38        +1.932347E-50
8.036245E-03        -1.574084E-38        +1.770819E-50
8.029026E-03        -1.481981E-38        +1.622711E-50
8.021813E-03        -1.395156E-38        +1.486837E-50
8.014607E-03        -1.313325E-38        +1.362220E-50
8.007407E-03        -1.236266E-38        +1.247951E-50
8.000214E-03        -1.163607E-38        +1.143239E-50
7.993027E-03        -1.095226E-38        +1.047180E-50
7.985847E-03        -1.030833E-38        +9.590953E-51
7.978673E-03        -9.701085E-39        +8.783786E-51
7.971506E-03        -9.129452E-39        +8.044050E-51
7.964345E-03        -8.590981E-39        +7.365890E-51
7.957191E-03        -8.083942E-39        +6.744503E-51
7.950042E-03        -7.606315E-39        +6.174864E-51
7.942901E-03        -7.156696E-39        +5.653028E-51
7.935766E-03        -6.733259E-39        +5.174939E-51
7.928637E-03        -6.334429E-39        +4.736756E-51
7.921514E-03        -5.958997E-39        +4.335464E-51
7.914398E-03        -5.605523E-39        +3.967761E-51
7.907289E-03        -5.272721E-39        +3.631041E-51
7.900185E-03        -4.959478E-39        +3.322620E-51
7.893089E-03        -4.664554E-39        +3.040155E-51
7.885998E-03        -4.386918E-39        +2.781514E-51
7.878914E-03        -4.125646E-39        +2.544603E-51
7.871836E-03        -3.879621E-39        +2.327693E-51
7.864765E-03        -3.648169E-39        +2.129207E-51
7.857700E-03        -3.430360E-39        +1.947434E-51
7.850641E-03        -3.225392E-39        +1.780987E-51
7.843589E-03        -3.032415E-39        +1.628690E-51
7.836543E-03        -2.850889E-39        +1.489319E-51
7.829503E-03        -2.680118E-39        +1.361694E-51
7.822470E-03        -2.519429E-39        +1.244932E-51
7.815443E-03        -2.368211E-39        +1.138120E-51
7.808422E-03        -2.226044E-39        +1.040452E-51
7.801407E-03        -2.092160E-39        +9.509808E-52
7.794399E-03        -1.966351E-39        +8.691724E-52
7.787397E-03        -1.847922E-39        +7.943383E-52
7.780402E-03        -1.736576E-39        +7.258927E-52
7.773413E-03        -1.631814E-39        +6.632964E-52
7.766430E-03        -1.533411E-39        +6.060435E-52
7.759453E-03        -1.440704E-39        +5.536862E-52
7.752483E-03        -1.353674E-39        +5.058143E-52
7.745518E-03        -1.271724E-39        +4.620447E-52
7.738560E-03        -1.194756E-39        +4.220241E-52
7.731609E-03        -1.122290E-39        +3.854509E-52
7.724663E-03        -1.054198E-39        +3.520076E-52
7.717724E-03        -9.902262E-40        +3.214447E-52
7.710791E-03        -9.300617E-40        +2.935092E-52
7.703864E-03        -8.735044E-40        +2.679819E-52
7.696944E-03        -8.203515E-40        +2.446573E-52
7.690030E-03        -7.703781E-40        +2.233428E-52
7.683122E-03        -7.234226E-40        +2.038693E-52
7.676220E-03        -6.792869E-40        +1.860779E-52
7.669324E-03        -6.378027E-40        +1.698289E-52
7.662435E-03        -5.988343E-40        +1.549853E-52
7.655551E-03        -5.622026E-40        +1.414237E-52
7.648674E-03        -5.277886E-40        +1.290386E-52
7.641803E-03        -4.954569E-40        +1.177284E-52
7.634938E-03        -4.650783E-40        +1.074036E-52
7.628080E-03        -4.365380E-40        +9.797776E-53
7.621227E-03        -4.097273E-40        +8.936978E-53
7.614381E-03        -3.845448E-40        +8.151156E-53
7.607541E-03        -3.608869E-40        +7.433813E-53
7.600707E-03        -3.386644E-40        +6.779073E-53
7.593879E-03        -3.177970E-40        +6.181467E-53
7.587058E-03        -2.981984E-40        +5.636105E-53
7.580242E-03        -2.797930E-40        +5.138438E-53
7.573433E-03        -2.625159E-40        +4.684344E-53
7.566629E-03        -2.462834E-40        +4.269999E-53
7.559832E-03        -2.310491E-40        +3.891956E-53
7.553041E-03        -2.167329E-40        +3.547155E-53
7.546256E-03        -2.033030E-40        +3.232618E-53
7.539477E-03        -1.906909E-40        +2.945752E-53
7.532704E-03        -1.788557E-40        +2.684078E-53
7.525937E-03        -1.677388E-40        +2.445493E-53
7.519177E-03        -1.573108E-40        +2.227858E-53
7.512422E-03        -1.475197E-40        +2.029499E-53
7.505674E-03        -1.383375E-40        +1.848683E-53
7.498931E-03        -1.297123E-40        +1.683684E-53
7.492195E-03        -1.216168E-40        +1.533434E-53
7.485464E-03        -1.140191E-40        +1.396408E-53
7.478740E-03        -1.069000E-40        +1.271547E-53
7.472022E-03        -1.002104E-40        +1.157739E-53
7.465310E-03        -9.394096E-41        +1.054080E-53
7.458603E-03        -8.805465E-41        +9.595333E-54
7.451903E-03        -8.253408E-41        +8.734417E-54
7.445209E-03        -7.735541E-41        +7.950065E-54
7.438521E-03        -7.249682E-41        +7.235511E-54
7.431839E-03        -6.794029E-41        +6.584678E-54
7.425163E-03        -6.366687E-41        +5.991892E-54
7.418492E-03        -5.965808E-41        +5.451904E-54
7.411828E-03        -5.589913E-41        +4.960288E-54
7.405170E-03        -5.237354E-41        +4.512588E-54
7.398518E-03        -4.906828E-41        +4.105010E-54
7.391872E-03        -4.596934E-41        +3.733879E-54
7.385231E-03        -4.306246E-41        +3.395960E-54
7.378597E-03        -4.033754E-41        +3.088460E-54
7.371969E-03        -3.778400E-41        +2.808545E-54
7.365346E-03        -3.538874E-41        +2.553780E-54
7.358730E-03        -3.314436E-41        +2.321869E-54
7.352120E-03        -3.104057E-41        +2.110957E-54
7.345515E-03        -2.906810E-41        +1.918942E-54
7.338917E-03        -2.721961E-41        +1.744286E-54
7.332324E-03        -2.548748E-41        +1.585431E-54
7.325737E-03        -2.386406E-41        +1.440827E-54
7.319156E-03        -2.234242E-41        +1.309366E-54
7.312581E-03        -2.091748E-41        +1.189760E-54
7.306012E-03        -1.958228E-41        +1.081010E-54
7.299449E-03        -1.833086E-41        +9.821380E-55
7.292892E-03        -1.715823E-41        +8.922208E-55
7.286341E-03        -1.605947E-41        +8.104698E-55
7.279795E-03        -1.503124E-41        +7.361286E-55
7.273256E-03        -1.406709E-41        +6.685707E-55
7.266722E-03        -1.316459E-41        +6.071487E-55
7.260194E-03        -1.231896E-41        +5.513250E-55
7.253672E-03        -1.152722E-41        +5.005915E-55
7.247156E-03        -1.078627E-41        +4.544895E-55
7.240646E-03        -1.009128E-41        +4.125920E-55
7.234142E-03        -9.441237E-42        +3.745382E-55
7.227643E-03        -8.832306E-42        +3.399553E-55
7.221150E-03        -8.262276E-42        +3.085315E-55
7.214663E-03        -7.728559E-42        +2.799964E-55
7.208182E-03        -7.228864E-42        +2.540813E-55
7.201707E-03        -6.761183E-42        +2.305469E-55
7.195238E-03        -6.323334E-42        +2.091740E-55
7.188774E-03        -5.913548E-42        +1.897605E-55
7.182316E-03        -5.529999E-42        +1.721311E-55
7.175864E-03        -5.170995E-42        +1.561347E-55
7.169418E-03        -4.835035E-42        +1.416038E-55
7.162978E-03        -4.520625E-42        +1.284267E-55
7.156543E-03        -4.226421E-42        +1.164541E-55
7.150114E-03        -3.951170E-42        +1.055966E-55
7.143691E-03        -3.693584E-42        +9.573611E-56
7.137274E-03        -3.452654E-42        +8.679294E-56
7.130862E-03        -3.227157E-42        +7.867650E-56
7.124457E-03        -3.016261E-42        +7.131451E-56
7.118057E-03        -2.819001E-42        +6.463580E-56
7.111662E-03        -2.634480E-42        +5.857598E-56
7.105274E-03        -2.461869E-42        +5.308103E-56
7.098891E-03        -2.300498E-42        +4.809642E-56
7.092514E-03        -2.149513E-42        +4.357622E-56
7.086143E-03        -2.008399E-42        +3.947842E-56
7.079777E-03        -1.876348E-42        +3.576172E-56
7.073417E-03        -1.752881E-42        +3.239276E-56
7.067063E-03        -1.637495E-42        +2.933779E-56
7.060715E-03        -1.529595E-42        +2.656974E-56
7.054372E-03        -1.428758E-42        +2.406032E-56
7.048035E-03        -1.334417E-42        +2.178519E-56
7.041703E-03        -1.246338E-42        +1.972395E-56
7.035378E-03        -1.163871E-42        +1.785640E-56
7.029058E-03        -1.086875E-42        +1.616484E-56
7.022743E-03        -1.014862E-42        +1.463063E-56
7.016435E-03        -9.476564E-43        +1.324209E-56
7.010132E-03        -8.848026E-43        +1.198391E-56
7.003835E-03        -8.260613E-43        +1.084434E-56
6.997543E-03        -7.711737E-43        +9.812610E-57
6.991257E-03        -7.198989E-43        +8.877972E-57
6.984977E-03        -6.719883E-43        +8.031642E-57
6.978702E-03        -6.272338E-43        +7.265316E-57
6.972433E-03        -5.854240E-43        +6.571556E-57
6.966169E-03        -5.463630E-43        +5.943481E-57
6.959911E-03        -5.098779E-43        +5.375016E-57
6.953659E-03        -4.758080E-43        +4.860476E-57
6.947413E-03        -4.439844E-43        +4.394776E-57
6.941172E-03        -4.142712E-43        +3.973356E-57
6.934936E-03        -3.865108E-43        +3.591951E-57
6.928707E-03        -3.606012E-43        +3.246986E-57
6.922482E-03        -3.364007E-43        +2.934813E-57
6.916264E-03        -3.138111E-43        +2.652492E-57
6.910051E-03        -2.927157E-43        +2.397043E-57
6.903843E-03        -2.730245E-43        +2.165982E-57
6.897642E-03        -2.546444E-43        +1.957087E-57
6.891445E-03        -2.374862E-43        +1.768162E-57
