# Source: NUDEC_BSM v2 (https://github.com/MiguelEA/nudec_BSM/tree/v2)
# Escudero, Jackson, Laine, Sandner, arXiv:2511.04747 (2025)
# me = 0.51099895 MeV, alpha = 1/137.035999084
# T (MeV)           d^2P_int/dT^2 (e^4) [MeV^2]
4.805199E+00        -2.736120E-03
4.800882E+00        -2.730596E-03
4.796570E+00        -2.725097E-03
4.792261E+00        -2.719521E-03
4.787956E+00        -2.713998E-03
4.783655E+00        -2.708575E-03
4.779358E+00        -2.703100E-03
4.775064E+00        -2.697600E-03
4.770775E+00        -2.692101E-03
4.766489E+00        -2.686677E-03
4.762207E+00        -2.681278E-03
4.757929E+00        -2.675802E-03
4.753655E+00        -2.670379E-03
4.749385E+00        -2.664980E-03
4.745118E+00        -2.659579E-03
4.740856E+00        -2.654181E-03
4.736597E+00        -2.648857E-03
4.732342E+00        -2.643482E-03
4.728091E+00        -2.638159E-03
4.723844E+00        -2.632783E-03
4.719600E+00        -2.627459E-03
4.715360E+00        -2.622160E-03
4.711124E+00        -2.616860E-03
4.706892E+00        -2.611561E-03
4.702664E+00        -2.606261E-03
4.698440E+00        -2.600963E-03
4.694219E+00        -2.595663E-03
4.690002E+00        -2.590439E-03
4.685789E+00        -2.585164E-03
4.681580E+00        -2.579941E-03
4.677374E+00        -2.574741E-03
4.673172E+00        -2.569541E-03
4.668974E+00        -2.564341E-03
4.664780E+00        -2.559142E-03
4.660590E+00        -2.553943E-03
4.656403E+00        -2.548743E-03
4.652220E+00        -2.543620E-03
4.648041E+00        -2.538445E-03
4.643865E+00        -2.533320E-03
4.639694E+00        -2.528146E-03
4.635526E+00        -2.523022E-03
4.631362E+00        -2.517923E-03
4.627201E+00        -2.512823E-03
4.623045E+00        -2.507724E-03
4.618892E+00        -2.502624E-03
4.614742E+00        -2.497600E-03
4.610597E+00        -2.492525E-03
4.606455E+00        -2.487501E-03
4.602317E+00        -2.482426E-03
4.598183E+00        -2.477403E-03
4.594052E+00        -2.472403E-03
4.589925E+00        -2.467403E-03
4.585802E+00        -2.462404E-03
4.581683E+00        -2.457405E-03
4.577567E+00        -2.452405E-03
4.573455E+00        -2.447406E-03
4.569346E+00        -2.442482E-03
4.565242E+00        -2.437507E-03
4.561141E+00        -2.432584E-03
4.557043E+00        -2.427683E-03
4.552949E+00        -2.422707E-03
4.548860E+00        -2.417785E-03
4.544773E+00        -2.412885E-03
4.540691E+00        -2.407986E-03
4.536612E+00        -2.403162E-03
4.532536E+00        -2.398286E-03
4.528465E+00        -2.393387E-03
4.524397E+00        -2.388564E-03
4.520332E+00        -2.383687E-03
4.516272E+00        -2.378865E-03
4.512215E+00        -2.374065E-03
4.508161E+00        -2.369265E-03
4.504111E+00        -2.364465E-03
4.500065E+00        -2.359666E-03
4.496023E+00        -2.354867E-03
4.491984E+00        -2.350067E-03
4.487949E+00        -2.345343E-03
4.483917E+00        -2.340568E-03
4.479889E+00        -2.335844E-03
4.475865E+00        -2.331069E-03
4.471844E+00        -2.326345E-03
4.467827E+00        -2.321646E-03
4.463813E+00        -2.316945E-03
4.459804E+00        -2.312247E-03
4.455797E+00        -2.307547E-03
4.451794E+00        -2.302847E-03
4.447795E+00        -2.298147E-03
4.443800E+00        -2.293524E-03
4.439808E+00        -2.288849E-03
4.435820E+00        -2.284225E-03
4.431835E+00        -2.279625E-03
4.427854E+00        -2.274951E-03
4.423876E+00        -2.270326E-03
4.419902E+00        -2.265727E-03
4.415931E+00        -2.261126E-03
4.411965E+00        -2.256528E-03
4.408001E+00        -2.252003E-03
4.404041E+00        -2.247428E-03
4.400085E+00        -2.242829E-03
4.396133E+00        -2.238305E-03
4.392183E+00        -2.233729E-03
4.388238E+00        -2.229206E-03
4.384296E+00        -2.224706E-03
4.380357E+00        -2.220206E-03
4.376422E+00        -2.215707E-03
4.372491E+00        -2.211207E-03
4.368563E+00        -2.206708E-03
4.364639E+00        -2.202209E-03
4.360718E+00        -2.197709E-03
4.356801E+00        -2.193285E-03
4.352887E+00        -2.188810E-03
4.348977E+00        -2.184386E-03
4.345070E+00        -2.179911E-03
4.341167E+00        -2.175487E-03
4.337267E+00        -2.171087E-03
4.333371E+00        -2.166688E-03
4.329478E+00        -2.162288E-03
4.325589E+00        -2.157889E-03
4.321703E+00        -2.153489E-03
4.317821E+00        -2.149165E-03
4.313942E+00        -2.144790E-03
4.310067E+00        -2.140466E-03
4.306195E+00        -2.136091E-03
4.302327E+00        -2.131767E-03
4.298462E+00        -2.127392E-03
4.294600E+00        -2.123067E-03
4.290742E+00        -2.118767E-03
4.286888E+00        -2.114468E-03
4.283037E+00        -2.110168E-03
4.279189E+00        -2.105868E-03
4.275345E+00        -2.101644E-03
4.271505E+00        -2.097370E-03
4.267668E+00        -2.093070E-03
4.263834E+00        -2.088846E-03
4.260004E+00        -2.084571E-03
4.256177E+00        -2.080347E-03
4.252353E+00        -2.076146E-03
4.248533E+00        -2.071947E-03
4.244717E+00        -2.067748E-03
4.240904E+00        -2.063548E-03
4.237094E+00        -2.059348E-03
4.233288E+00        -2.055149E-03
4.229485E+00        -2.050949E-03
4.225686E+00        -2.046750E-03
4.221890E+00        -2.042625E-03
4.218097E+00        -2.038450E-03
4.214308E+00        -2.034326E-03
4.210522E+00        -2.030226E-03
4.206740E+00        -2.026052E-03
4.202961E+00        -2.021927E-03
4.199185E+00        -2.017827E-03
4.195413E+00        -2.013728E-03
4.191644E+00        -2.009628E-03
4.187879E+00        -2.005529E-03
4.184117E+00        -2.001504E-03
4.180358E+00        -1.997430E-03
4.176603E+00        -1.993330E-03
4.172851E+00        -1.989305E-03
4.169102E+00        -1.985230E-03
4.165357E+00        -1.981206E-03
4.161615E+00        -1.977206E-03
4.157877E+00        -1.973207E-03
4.154142E+00        -1.969207E-03
4.150410E+00        -1.965208E-03
4.146682E+00        -1.961208E-03
4.142957E+00        -1.957209E-03
4.139235E+00        -1.953209E-03
4.135517E+00        -1.949210E-03
4.131802E+00        -1.945285E-03
4.128090E+00        -1.941310E-03
4.124382E+00        -1.937386E-03
4.120677E+00        -1.933411E-03
4.116975E+00        -1.929486E-03
4.113277E+00        -1.925587E-03
4.109582E+00        -1.921687E-03
4.105890E+00        -1.917787E-03
4.102201E+00        -1.913887E-03
4.098516E+00        -1.909987E-03
4.094835E+00        -1.906089E-03
4.091156E+00        -1.902188E-03
4.087481E+00        -1.898289E-03
4.083809E+00        -1.894464E-03
4.080141E+00        -1.890590E-03
4.076475E+00        -1.886764E-03
4.072813E+00        -1.882890E-03
4.069155E+00        -1.879066E-03
4.065499E+00        -1.875266E-03
4.061847E+00        -1.871466E-03
4.058198E+00        -1.867666E-03
4.054553E+00        -1.863867E-03
4.050911E+00        -1.860068E-03
4.047272E+00        -1.856268E-03
4.043636E+00        -1.852468E-03
4.040003E+00        -1.848743E-03
4.036374E+00        -1.844969E-03
4.032748E+00        -1.841169E-03
4.029126E+00        -1.837445E-03
4.025506E+00        -1.833670E-03
4.021890E+00        -1.829945E-03
4.018277E+00        -1.826245E-03
4.014667E+00        -1.822545E-03
4.011061E+00        -1.818846E-03
4.007458E+00        -1.815147E-03
4.003858E+00        -1.811447E-03
4.000261E+00        -1.807747E-03
3.996668E+00        -1.804048E-03
3.993077E+00        -1.800348E-03
3.989490E+00        -1.796722E-03
3.985906E+00        -1.793048E-03
3.982326E+00        -1.789424E-03
3.978748E+00        -1.785749E-03
3.975174E+00        -1.782124E-03
3.971603E+00        -1.778524E-03
3.968036E+00        -1.774851E-03
3.964471E+00        -1.771225E-03
3.960910E+00        -1.767626E-03
3.957352E+00        -1.764026E-03
3.953797E+00        -1.760427E-03
3.950245E+00        -1.756901E-03
3.946696E+00        -1.753327E-03
3.943151E+00        -1.749728E-03
3.939609E+00        -1.746128E-03
3.936070E+00        -1.742603E-03
3.932534E+00        -1.739029E-03
3.929001E+00        -1.735503E-03
3.925472E+00        -1.732004E-03
3.921945E+00        -1.728429E-03
3.918422E+00        -1.724904E-03
3.914902E+00        -1.721404E-03
3.911385E+00        -1.717904E-03
3.907872E+00        -1.714405E-03
3.904361E+00        -1.710905E-03
3.900854E+00        -1.707406E-03
3.897350E+00        -1.703906E-03
3.893849E+00        -1.700481E-03
3.890351E+00        -1.697007E-03
3.886856E+00        -1.693507E-03
3.883364E+00        -1.690081E-03
3.879876E+00        -1.686682E-03
3.876391E+00        -1.683209E-03
3.872908E+00        -1.679782E-03
3.869429E+00        -1.676383E-03
3.865953E+00        -1.672983E-03
3.862480E+00        -1.669509E-03
3.859011E+00        -1.666084E-03
3.855544E+00        -1.662758E-03
3.852081E+00        -1.659385E-03
3.848620E+00        -1.655985E-03
3.845163E+00        -1.652585E-03
3.841709E+00        -1.649186E-03
3.838258E+00        -1.645860E-03
3.834810E+00        -1.642487E-03
3.831365E+00        -1.639161E-03
3.827923E+00        -1.635787E-03
3.824484E+00        -1.632461E-03
3.821049E+00        -1.629162E-03
3.817616E+00        -1.625862E-03
3.814187E+00        -1.622489E-03
3.810760E+00        -1.619162E-03
3.807337E+00        -1.615863E-03
3.803917E+00        -1.612563E-03
3.800500E+00        -1.609264E-03
3.797086E+00        -1.606038E-03
3.793675E+00        -1.602764E-03
3.790267E+00        -1.599465E-03
3.786862E+00        -1.596239E-03
3.783460E+00        -1.592965E-03
3.780062E+00        -1.589740E-03
3.776666E+00        -1.586466E-03
3.773273E+00        -1.583240E-03
3.769884E+00        -1.580041E-03
3.766497E+00        -1.576767E-03
3.763114E+00        -1.573541E-03
3.759733E+00        -1.570341E-03
3.756356E+00        -1.567142E-03
3.752981E+00        -1.563942E-03
3.749610E+00        -1.560742E-03
3.746242E+00        -1.557543E-03
3.742876E+00        -1.554343E-03
3.739514E+00        -1.551217E-03
3.736155E+00        -1.548044E-03
3.732798E+00        -1.544917E-03
3.729445E+00        -1.541744E-03
3.726095E+00        -1.538618E-03
3.722748E+00        -1.535445E-03
3.719404E+00        -1.532319E-03
3.716062E+00        -1.529219E-03
3.712724E+00        -1.526046E-03
3.709389E+00        -1.522920E-03
3.706057E+00        -1.519820E-03
3.702728E+00        -1.516721E-03
3.699401E+00        -1.513620E-03
3.696078E+00        -1.510521E-03
3.692758E+00        -1.507495E-03
3.689441E+00        -1.504422E-03
3.686126E+00        -1.501321E-03
3.682815E+00        -1.498222E-03
3.679507E+00        -1.495196E-03
3.676201E+00        -1.492122E-03
3.672899E+00        -1.489097E-03
3.669600E+00        -1.486097E-03
3.666303E+00        -1.483024E-03
3.663010E+00        -1.479998E-03
3.659719E+00        -1.476998E-03
3.656431E+00        -1.473924E-03
3.653147E+00        -1.470898E-03
3.649865E+00        -1.467898E-03
3.646586E+00        -1.464899E-03
3.643311E+00        -1.461973E-03
3.640038E+00        -1.459000E-03
3.636768E+00        -1.456000E-03
3.633501E+00        -1.453000E-03
3.630237E+00        -1.450001E-03
3.626976E+00        -1.447074E-03
3.623718E+00        -1.444101E-03
3.620462E+00        -1.441174E-03
3.617210E+00        -1.438202E-03
3.613961E+00        -1.435275E-03
3.610714E+00        -1.432375E-03
3.607471E+00        -1.429403E-03
3.604230E+00        -1.426476E-03
3.600992E+00        -1.423576E-03
3.597757E+00        -1.420676E-03
3.594525E+00        -1.417776E-03
3.591296E+00        -1.414877E-03
3.588070E+00        -1.411977E-03
3.584847E+00        -1.409078E-03
3.581627E+00        -1.406178E-03
3.578409E+00        -1.403351E-03
3.575195E+00        -1.400479E-03
3.571983E+00        -1.397579E-03
3.568774E+00        -1.394752E-03
3.565569E+00        -1.391880E-03
3.562365E+00        -1.389052E-03
3.559165E+00        -1.386253E-03
3.555968E+00        -1.383380E-03
3.552774E+00        -1.380554E-03
3.549582E+00        -1.377754E-03
3.546394E+00        -1.374882E-03
3.543208E+00        -1.372055E-03
3.540025E+00        -1.369255E-03
3.536845E+00        -1.366455E-03
3.533668E+00        -1.363656E-03
3.530493E+00        -1.360929E-03
3.527322E+00        -1.358156E-03
3.524153E+00        -1.355356E-03
3.520987E+00        -1.352556E-03
3.517824E+00        -1.349830E-03
3.514664E+00        -1.347057E-03
3.511507E+00        -1.344257E-03
3.508353E+00        -1.341531E-03
3.505201E+00        -1.338831E-03
3.502052E+00        -1.336058E-03
3.498906E+00        -1.333331E-03
3.495763E+00        -1.330632E-03
3.492623E+00        -1.327859E-03
3.489485E+00        -1.325132E-03
3.486351E+00        -1.322433E-03
3.483219E+00        -1.319733E-03
3.480090E+00        -1.317033E-03
3.476964E+00        -1.314334E-03
3.473840E+00        -1.311633E-03
3.470719E+00        -1.308933E-03
3.467602E+00        -1.306307E-03
3.464487E+00        -1.303635E-03
3.461374E+00        -1.300934E-03
3.458265E+00        -1.298308E-03
3.455158E+00        -1.295635E-03
3.452055E+00        -1.293009E-03
3.448954E+00        -1.290336E-03
3.445855E+00        -1.287708E-03
3.442760E+00        -1.285036E-03
3.439667E+00        -1.282409E-03
3.436577E+00        -1.279809E-03
3.433490E+00        -1.277210E-03
3.430406E+00        -1.274538E-03
3.427324E+00        -1.271910E-03
3.424245E+00        -1.269310E-03
3.421169E+00        -1.266711E-03
3.418096E+00        -1.264111E-03
3.415026E+00        -1.261584E-03
3.411958E+00        -1.259012E-03
3.408893E+00        -1.256412E-03
3.405830E+00        -1.253812E-03
3.402771E+00        -1.251285E-03
3.399714E+00        -1.248712E-03
3.396660E+00        -1.246113E-03
3.393609E+00        -1.243586E-03
3.390560E+00        -1.241086E-03
3.387515E+00        -1.238514E-03
3.384472E+00        -1.235987E-03
3.381431E+00        -1.233414E-03
3.378394E+00        -1.230887E-03
3.375359E+00        -1.228387E-03
3.372327E+00        -1.225888E-03
3.369297E+00        -1.223388E-03
3.366270E+00        -1.220888E-03
3.363247E+00        -1.218389E-03
3.360225E+00        -1.215888E-03
3.357207E+00        -1.213389E-03
3.354191E+00        -1.210889E-03
3.351178E+00        -1.208389E-03
3.348167E+00        -1.205889E-03
3.345160E+00        -1.203462E-03
3.342155E+00        -1.200990E-03
3.339152E+00        -1.198490E-03
3.336153E+00        -1.196063E-03
3.333156E+00        -1.193591E-03
3.330162E+00        -1.191164E-03
3.327170E+00        -1.188691E-03
3.324181E+00        -1.186264E-03
3.321195E+00        -1.183864E-03
3.318212E+00        -1.181392E-03
3.315231E+00        -1.178965E-03
3.312253E+00        -1.176565E-03
3.309277E+00        -1.174165E-03
3.306304E+00        -1.171765E-03
3.303334E+00        -1.169365E-03
3.300367E+00        -1.166966E-03
3.297402E+00        -1.164566E-03
3.294440E+00        -1.162166E-03
3.291480E+00        -1.159766E-03
3.288524E+00        -1.157439E-03
3.285570E+00        -1.155067E-03
3.282618E+00        -1.152667E-03
3.279669E+00        -1.150339E-03
3.276723E+00        -1.147968E-03
3.273780E+00        -1.145640E-03
3.270839E+00        -1.143268E-03
3.267900E+00        -1.140868E-03
3.264965E+00        -1.138541E-03
3.262032E+00        -1.136241E-03
3.259101E+00        -1.133869E-03
3.256174E+00        -1.131542E-03
3.253249E+00        -1.129242E-03
3.250326E+00        -1.126942E-03
3.247406E+00        -1.124642E-03
3.244489E+00        -1.122342E-03
3.241575E+00        -1.120043E-03
3.238663E+00        -1.117743E-03
3.235753E+00        -1.115443E-03
3.232847E+00        -1.113144E-03
3.229943E+00        -1.110844E-03
3.227041E+00        -1.108544E-03
3.224142E+00        -1.106244E-03
3.221246E+00        -1.104016E-03
3.218352E+00        -1.101744E-03
3.215461E+00        -1.099517E-03
3.212573E+00        -1.097245E-03
3.209687E+00        -1.095017E-03
3.206803E+00        -1.092745E-03
3.203923E+00        -1.090518E-03
3.201044E+00        -1.088245E-03
3.198169E+00        -1.086018E-03
3.195296E+00        -1.083818E-03
3.192426E+00        -1.081547E-03
3.189558E+00        -1.079319E-03
3.186693E+00        -1.077119E-03
3.183830E+00        -1.074919E-03
3.180970E+00        -1.072719E-03
3.178112E+00        -1.070519E-03
3.175257E+00        -1.068319E-03
3.172405E+00        -1.066120E-03
3.169555E+00        -1.063920E-03
3.166708E+00        -1.061721E-03
3.163863E+00        -1.059520E-03
3.161021E+00        -1.057393E-03
3.158181E+00        -1.055221E-03
3.155344E+00        -1.053021E-03
3.152510E+00        -1.050893E-03
3.149678E+00        -1.048722E-03
3.146848E+00        -1.046522E-03
3.144022E+00        -1.044394E-03
3.141197E+00        -1.042294E-03
3.138376E+00        -1.040123E-03
3.135556E+00        -1.037994E-03
3.132740E+00        -1.035823E-03
3.129925E+00        -1.033695E-03
3.127114E+00        -1.031595E-03
3.124305E+00        -1.029496E-03
3.121498E+00        -1.027396E-03
3.118694E+00        -1.025296E-03
3.115892E+00        -1.023196E-03
3.113093E+00        -1.021096E-03
3.110297E+00        -1.018925E-03
3.107503E+00        -1.016868E-03
3.104711E+00        -1.014797E-03
3.101922E+00        -1.012697E-03
3.099136E+00        -1.010598E-03
3.096352E+00        -1.008498E-03
3.093570E+00        -1.006398E-03
3.090791E+00        -1.004369E-03
3.088015E+00        -1.002298E-03
3.085241E+00        -1.000241E-03
3.082469E+00        -9.981870E-04
3.079700E+00        -9.961344E-04
3.076933E+00        -9.940843E-04
3.074169E+00        -9.920417E-04
3.071408E+00        -9.900023E-04
3.068649E+00        -9.879697E-04
3.065892E+00        -9.859396E-04
3.063138E+00        -9.839099E-04
3.060386E+00        -9.818870E-04
3.057637E+00        -9.798674E-04
3.054890E+00        -9.778474E-04
3.052146E+00        -9.758349E-04
3.049404E+00        -9.738321E-04
3.046665E+00        -9.718254E-04
3.043928E+00        -9.698298E-04
3.041194E+00        -9.678331E-04
3.038462E+00        -9.658404E-04
3.035732E+00        -9.638574E-04
3.033005E+00        -9.618705E-04
3.030281E+00        -9.598883E-04
3.027559E+00        -9.579157E-04
3.024839E+00        -9.559457E-04
3.022122E+00        -9.539761E-04
3.019407E+00        -9.520133E-04
3.016694E+00        -9.500530E-04
3.013984E+00        -9.481003E-04
3.011277E+00        -9.461509E-04
3.008572E+00        -9.442011E-04
3.005869E+00        -9.422582E-04
3.003169E+00        -9.403185E-04
3.000471E+00        -9.383786E-04
2.997776E+00        -9.364462E-04
2.995083E+00        -9.345234E-04
2.992392E+00        -9.325962E-04
2.989704E+00        -9.306736E-04
2.987018E+00        -9.287607E-04
2.984335E+00        -9.268511E-04
2.981654E+00        -9.249412E-04
2.978976E+00        -9.230388E-04
2.976300E+00        -9.211390E-04
2.973626E+00        -9.192390E-04
2.970955E+00        -9.173465E-04
2.968286E+00        -9.154565E-04
2.965620E+00        -9.135742E-04
2.962956E+00        -9.116944E-04
2.960294E+00        -9.098143E-04
2.957635E+00        -9.079347E-04
2.954978E+00        -9.060690E-04
2.952323E+00        -9.042018E-04
2.949671E+00        -9.023392E-04
2.947021E+00        -9.004792E-04
2.944374E+00        -8.986196E-04
2.941729E+00        -8.967740E-04
2.939086E+00        -8.949268E-04
2.936446E+00        -8.930842E-04
2.933808E+00        -8.912443E-04
2.931173E+00        -8.894048E-04
2.928540E+00        -8.875722E-04
2.925909E+00        -8.857422E-04
2.923281E+00        -8.839126E-04
2.920655E+00        -8.820899E-04
2.918031E+00        -8.802770E-04
2.915410E+00        -8.784603E-04
2.912791E+00        -8.766475E-04
2.910174E+00        -8.748445E-04
2.907560E+00        -8.730449E-04
2.904948E+00        -8.712450E-04
2.902338E+00        -8.694449E-04
2.899731E+00        -8.676523E-04
2.897126E+00        -8.658624E-04
2.894524E+00        -8.640800E-04
2.891923E+00        -8.622996E-04
2.889326E+00        -8.605204E-04
2.886730E+00        -8.587473E-04
2.884137E+00        -8.569776E-04
2.881546E+00        -8.552077E-04
2.878957E+00        -8.534447E-04
2.876371E+00        -8.516850E-04
2.873787E+00        -8.499251E-04
2.871206E+00        -8.481727E-04
2.868627E+00        -8.464231E-04
2.866050E+00        -8.446803E-04
2.863475E+00        -8.429402E-04
2.860903E+00        -8.412006E-04
2.858333E+00        -8.394607E-04
2.855765E+00        -8.377278E-04
2.853200E+00        -8.360052E-04
2.850637E+00        -8.342784E-04
2.848076E+00        -8.325555E-04
2.845517E+00        -8.308353E-04
2.842961E+00        -8.291226E-04
2.840407E+00        -8.274127E-04
2.837856E+00        -8.257033E-04
2.835306E+00        -8.240001E-04
2.832759E+00        -8.223002E-04
2.830215E+00        -8.206009E-04
2.827672E+00        -8.189077E-04
2.825132E+00        -8.172180E-04
2.822594E+00        -8.155351E-04
2.820059E+00        -8.138486E-04
2.817525E+00        -8.121654E-04
2.814994E+00        -8.104926E-04
2.812466E+00        -8.088233E-04
2.809939E+00        -8.071531E-04
2.807415E+00        -8.054834E-04
2.804893E+00        -8.038206E-04
2.802373E+00        -8.021605E-04
2.799856E+00        -8.005010E-04
2.797341E+00        -7.988483E-04
2.794828E+00        -7.972054E-04
2.792317E+00        -7.955583E-04
2.789809E+00        -7.939158E-04
2.787303E+00        -7.922760E-04
2.784799E+00        -7.906361E-04
2.782297E+00        -7.890030E-04
2.779798E+00        -7.873735E-04
2.777301E+00        -7.857507E-04
2.774806E+00        -7.841238E-04
2.772313E+00        -7.825008E-04
2.769823E+00        -7.808882E-04
2.767334E+00        -7.792779E-04
2.764848E+00        -7.776680E-04
2.762365E+00        -7.760586E-04
2.759883E+00        -7.744555E-04
2.757404E+00        -7.728558E-04
2.754927E+00        -7.712559E-04
2.752452E+00        -7.696630E-04
2.749980E+00        -7.680735E-04
2.747509E+00        -7.664833E-04
2.745041E+00        -7.649005E-04
2.742575E+00        -7.633206E-04
2.740112E+00        -7.617412E-04
2.737650E+00        -7.601681E-04
2.735191E+00        -7.585984E-04
2.732734E+00        -7.570286E-04
2.730279E+00        -7.554657E-04
2.727826E+00        -7.539056E-04
2.725376E+00        -7.523461E-04
2.722928E+00        -7.507934E-04
2.720481E+00        -7.492430E-04
2.718038E+00        -7.476936E-04
2.715596E+00        -7.461436E-04
2.713157E+00        -7.446010E-04
2.710719E+00        -7.430607E-04
2.708284E+00        -7.415209E-04
2.705851E+00        -7.399880E-04
2.703421E+00        -7.384586E-04
2.700992E+00        -7.369355E-04
2.698566E+00        -7.354089E-04
2.696142E+00        -7.338861E-04
2.693720E+00        -7.323663E-04
2.691300E+00        -7.308533E-04
2.688882E+00        -7.293432E-04
2.686467E+00        -7.278337E-04
2.684053E+00        -7.263304E-04
2.681642E+00        -7.248236E-04
2.679233E+00        -7.233277E-04
2.676826E+00        -7.218307E-04
2.674422E+00        -7.203383E-04
2.672019E+00        -7.188481E-04
2.669619E+00        -7.173585E-04
2.667221E+00        -7.158757E-04
2.664825E+00        -7.143958E-04
2.662431E+00        -7.129159E-04
2.660039E+00        -7.114359E-04
2.657650E+00        -7.099633E-04
2.655262E+00        -7.084931E-04
2.652877E+00        -7.070304E-04
2.650494E+00        -7.055706E-04
2.648113E+00        -7.041108E-04
2.645734E+00        -7.026508E-04
2.643357E+00        -7.011908E-04
2.640983E+00        -6.997383E-04
2.638610E+00        -6.982950E-04
2.636240E+00        -6.968484E-04
2.633872E+00        -6.954056E-04
2.631506E+00        -6.939658E-04
2.629142E+00        -6.925259E-04
2.626780E+00        -6.910929E-04
2.624420E+00        -6.896628E-04
2.622063E+00        -6.882333E-04
2.619707E+00        -6.868101E-04
2.617354E+00        -6.853904E-04
2.615003E+00        -6.839707E-04
2.612654E+00        -6.825509E-04
2.610307E+00        -6.811380E-04
2.607962E+00        -6.797281E-04
2.605619E+00        -6.783181E-04
2.603279E+00        -6.769156E-04
2.600940E+00        -6.755085E-04
2.598603E+00        -6.741122E-04
2.596269E+00        -6.727156E-04
2.593937E+00        -6.713229E-04
2.591607E+00        -6.699331E-04
2.589279E+00        -6.685433E-04
2.586953E+00        -6.671535E-04
2.584629E+00        -6.657705E-04
2.582307E+00        -6.643905E-04
2.579987E+00        -6.630175E-04
2.577670E+00        -6.616410E-04
2.575354E+00        -6.602678E-04
2.573040E+00        -6.588977E-04
2.570729E+00        -6.575350E-04
2.568420E+00        -6.561753E-04
2.566112E+00        -6.548150E-04
2.563807E+00        -6.534553E-04
2.561504E+00        -6.521024E-04
2.559203E+00        -6.507526E-04
2.556904E+00        -6.494027E-04
2.554607E+00        -6.480528E-04
2.552312E+00        -6.467098E-04
2.550020E+00        -6.453703E-04
2.547729E+00        -6.440303E-04
2.545440E+00        -6.426903E-04
2.543154E+00        -6.413577E-04
2.540869E+00        -6.400276E-04
2.538587E+00        -6.387049E-04
2.536306E+00        -6.373778E-04
2.534028E+00        -6.360551E-04
2.531751E+00        -6.347349E-04
2.529477E+00        -6.334221E-04
2.527205E+00        -6.321055E-04
2.524935E+00        -6.307926E-04
2.522666E+00        -6.294823E-04
2.520400E+00        -6.281795E-04
2.518136E+00        -6.268797E-04
2.515874E+00        -6.255729E-04
2.513614E+00        -6.242769E-04
2.511356E+00        -6.229801E-04
2.509100E+00        -6.216872E-04
2.506846E+00        -6.203973E-04
2.504594E+00        -6.191074E-04
2.502344E+00        -6.178244E-04
2.500096E+00        -6.165444E-04
2.497850E+00        -6.152645E-04
2.495607E+00        -6.139851E-04
2.493365E+00        -6.127121E-04
2.491125E+00        -6.114421E-04
2.488887E+00        -6.101721E-04
2.486651E+00        -6.089021E-04
2.484417E+00        -6.076391E-04
2.482186E+00        -6.063796E-04
2.479956E+00        -6.051196E-04
2.477728E+00        -6.038597E-04
2.475502E+00        -6.026066E-04
2.473279E+00        -6.013571E-04
2.471057E+00        -6.001071E-04
2.468837E+00        -5.988640E-04
2.466619E+00        -5.976171E-04
2.464403E+00        -5.963741E-04
2.462190E+00        -5.951346E-04
2.459978E+00        -5.939016E-04
2.457768E+00        -5.926647E-04
2.455560E+00        -5.914316E-04
2.453354E+00        -5.902017E-04
2.451150E+00        -5.889786E-04
2.448948E+00        -5.877587E-04
2.446748E+00        -5.865388E-04
2.444550E+00        -5.853189E-04
2.442354E+00        -5.840990E-04
2.440160E+00        -5.828860E-04
2.437968E+00        -5.816762E-04
2.435778E+00        -5.804663E-04
2.433590E+00        -5.792565E-04
2.431404E+00        -5.780536E-04
2.429220E+00        -5.768538E-04
2.427038E+00        -5.756540E-04
2.424858E+00        -5.744612E-04
2.422679E+00        -5.732640E-04
2.420503E+00        -5.720712E-04
2.418329E+00        -5.708815E-04
2.416156E+00        -5.696982E-04
2.413986E+00        -5.685117E-04
2.411817E+00        -5.673284E-04
2.409651E+00        -5.661489E-04
2.407486E+00        -5.649757E-04
2.405323E+00        -5.637987E-04
2.403162E+00        -5.626256E-04
2.401004E+00        -5.614561E-04
2.398847E+00        -5.602862E-04
2.396692E+00        -5.591231E-04
2.394539E+00        -5.579632E-04
2.392388E+00        -5.567965E-04
2.390239E+00        -5.556404E-04
2.388092E+00        -5.544838E-04
2.385946E+00        -5.533303E-04
2.383803E+00        -5.521806E-04
2.381662E+00        -5.510310E-04
2.379522E+00        -5.498808E-04
2.377384E+00        -5.487376E-04
2.375249E+00        -5.475980E-04
2.373115E+00        -5.464580E-04
2.370983E+00        -5.453180E-04
2.368853E+00        -5.441849E-04
2.366725E+00        -5.430550E-04
2.364599E+00        -5.419252E-04
2.362475E+00        -5.407953E-04
2.360353E+00        -5.396656E-04
2.358233E+00        -5.385427E-04
2.356114E+00        -5.374226E-04
2.353998E+00        -5.363029E-04
2.351883E+00        -5.351897E-04
2.349770E+00        -5.340728E-04
2.347659E+00        -5.329597E-04
2.345551E+00        -5.318503E-04
2.343443E+00        -5.307468E-04
2.341338E+00        -5.296401E-04
2.339235E+00        -5.285372E-04
2.337134E+00        -5.274375E-04
2.335034E+00        -5.263374E-04
2.332937E+00        -5.252446E-04
2.330841E+00        -5.241477E-04
2.328747E+00        -5.230546E-04
2.326655E+00        -5.219647E-04
2.324565E+00        -5.208817E-04
2.322477E+00        -5.197950E-04
2.320391E+00        -5.187121E-04
2.318306E+00        -5.176320E-04
2.316224E+00        -5.165524E-04
2.314143E+00        -5.154723E-04
2.312064E+00        -5.143992E-04
