# Source: NUDEC_BSM v2 (https://github.com/MiguelEA/nudec_BSM/tree/v2)
# Escudero, Jackson, Laine, Sandner, arXiv:2511.04747 (2025)
# me = 0.51099895 MeV, alpha = 1/137.035999084
# T (MeV)           d^2P_int/dT^2 (e^4) [MeV^2]
6.158359E-01        -2.045728E-05
6.152827E-01        -2.040982E-05
6.147300E-01        -2.036229E-05
6.141777E-01        -2.031482E-05
6.136260E-01        -2.026729E-05
6.130748E-01        -2.021984E-05
6.125241E-01        -2.017285E-05
6.119738E-01        -2.012584E-05
6.114241E-01        -2.007885E-05
6.108748E-01        -2.003185E-05
6.103261E-01        -1.998540E-05
6.097778E-01        -1.993887E-05
6.092300E-01        -1.989240E-05
6.086827E-01        -1.984587E-05
6.081359E-01        -1.979941E-05
6.075896E-01        -1.975341E-05
6.070438E-01        -1.970742E-05
6.064985E-01        -1.966143E-05
6.059537E-01        -1.961543E-05
6.054094E-01        -1.956944E-05
6.048655E-01        -1.952344E-05
6.043221E-01        -1.947798E-05
6.037793E-01        -1.943245E-05
6.032369E-01        -1.938699E-05
6.026950E-01        -1.934199E-05
6.021536E-01        -1.929700E-05
6.016127E-01        -1.925201E-05
6.010722E-01        -1.920700E-05
6.005323E-01        -1.916201E-05
5.999928E-01        -1.911702E-05
5.994538E-01        -1.907202E-05
5.989153E-01        -1.902756E-05
5.983773E-01        -1.898303E-05
5.978398E-01        -1.893857E-05
5.973027E-01        -1.889457E-05
5.967662E-01        -1.885058E-05
5.962301E-01        -1.880658E-05
5.956945E-01        -1.876259E-05
5.951593E-01        -1.871858E-05
5.946247E-01        -1.867459E-05
5.940905E-01        -1.863059E-05
5.935569E-01        -1.858714E-05
5.930237E-01        -1.854361E-05
5.924909E-01        -1.850014E-05
5.919587E-01        -1.845715E-05
5.914269E-01        -1.841415E-05
5.908956E-01        -1.837062E-05
5.903648E-01        -1.832769E-05
5.898345E-01        -1.828516E-05
5.893046E-01        -1.824216E-05
5.887753E-01        -1.819917E-05
5.882464E-01        -1.815671E-05
5.877179E-01        -1.811418E-05
5.871900E-01        -1.807172E-05
5.866625E-01        -1.802919E-05
5.861355E-01        -1.798673E-05
5.856089E-01        -1.794472E-05
5.850829E-01        -1.790273E-05
5.845573E-01        -1.786074E-05
5.840322E-01        -1.781874E-05
5.835075E-01        -1.777727E-05
5.829834E-01        -1.773575E-05
5.824596E-01        -1.769375E-05
5.819364E-01        -1.765229E-05
5.814137E-01        -1.761076E-05
5.808914E-01        -1.756930E-05
5.803695E-01        -1.752830E-05
5.798482E-01        -1.748730E-05
5.793273E-01        -1.744631E-05
5.788069E-01        -1.740531E-05
5.782869E-01        -1.736431E-05
5.777674E-01        -1.732385E-05
5.772484E-01        -1.728332E-05
5.767299E-01        -1.724233E-05
5.762118E-01        -1.720186E-05
5.756942E-01        -1.716187E-05
5.751770E-01        -1.712134E-05
5.746603E-01        -1.708087E-05
5.741441E-01        -1.704088E-05
5.736283E-01        -1.700088E-05
5.731130E-01        -1.696088E-05
5.725982E-01        -1.692089E-05
5.720838E-01        -1.688142E-05
5.715699E-01        -1.684190E-05
5.710565E-01        -1.680243E-05
5.705435E-01        -1.676291E-05
5.700309E-01        -1.672343E-05
5.695189E-01        -1.668444E-05
5.690073E-01        -1.664492E-05
5.684961E-01        -1.660545E-05
5.679854E-01        -1.656645E-05
5.674752E-01        -1.652746E-05
5.669654E-01        -1.648846E-05
5.664561E-01        -1.644999E-05
5.659473E-01        -1.641147E-05
5.654389E-01        -1.637300E-05
5.649309E-01        -1.633447E-05
5.644234E-01        -1.629600E-05
5.639164E-01        -1.625748E-05
5.634098E-01        -1.621901E-05
5.629037E-01        -1.618102E-05
5.623980E-01        -1.614302E-05
5.618928E-01        -1.610502E-05
5.613881E-01        -1.606703E-05
5.608838E-01        -1.602903E-05
5.603799E-01        -1.599103E-05
5.598765E-01        -1.595356E-05
5.593736E-01        -1.591605E-05
5.588711E-01        -1.587857E-05
5.583690E-01        -1.584157E-05
5.578674E-01        -1.580405E-05
5.573663E-01        -1.576658E-05
5.568656E-01        -1.572959E-05
5.563654E-01        -1.569259E-05
5.558656E-01        -1.565560E-05
5.553662E-01        -1.561860E-05
5.548673E-01        -1.558160E-05
5.543689E-01        -1.554513E-05
5.538709E-01        -1.550861E-05
5.533733E-01        -1.547161E-05
5.528762E-01        -1.543514E-05
5.523796E-01        -1.539915E-05
5.518834E-01        -1.536263E-05
5.513876E-01        -1.532615E-05
5.508923E-01        -1.529016E-05
5.503974E-01        -1.525416E-05
5.499030E-01        -1.521816E-05
5.494090E-01        -1.518217E-05
5.489154E-01        -1.514617E-05
5.484223E-01        -1.511069E-05
5.479297E-01        -1.507518E-05
5.474375E-01        -1.503970E-05
5.469457E-01        -1.500418E-05
5.464544E-01        -1.496871E-05
5.459635E-01        -1.493319E-05
5.454730E-01        -1.489771E-05
5.449830E-01        -1.486272E-05
5.444935E-01        -1.482773E-05
5.440043E-01        -1.479272E-05
5.435156E-01        -1.475773E-05
5.430274E-01        -1.472273E-05
5.425396E-01        -1.468826E-05
5.420522E-01        -1.465374E-05
5.415653E-01        -1.461875E-05
5.410788E-01        -1.458427E-05
5.405927E-01        -1.454975E-05
5.401071E-01        -1.451528E-05
5.396219E-01        -1.448128E-05
5.391372E-01        -1.444729E-05
5.386528E-01        -1.441276E-05
5.381690E-01        -1.437829E-05
5.376855E-01        -1.434429E-05
5.372025E-01        -1.431082E-05
5.367199E-01        -1.427730E-05
5.362378E-01        -1.424330E-05
5.357561E-01        -1.420931E-05
5.352748E-01        -1.417583E-05
5.347940E-01        -1.414232E-05
5.343135E-01        -1.410883E-05
5.338336E-01        -1.407532E-05
5.333540E-01        -1.404184E-05
5.328749E-01        -1.400885E-05
5.323962E-01        -1.397585E-05
5.319179E-01        -1.394285E-05
5.314401E-01        -1.390986E-05
5.309627E-01        -1.387686E-05
5.304857E-01        -1.384386E-05
5.300092E-01        -1.381087E-05
5.295331E-01        -1.377839E-05
5.290574E-01        -1.374587E-05
5.285821E-01        -1.371339E-05
5.281073E-01        -1.368088E-05
5.276329E-01        -1.364840E-05
5.271589E-01        -1.361589E-05
5.266853E-01        -1.358341E-05
5.262122E-01        -1.355141E-05
5.257395E-01        -1.351941E-05
5.252672E-01        -1.348742E-05
5.247954E-01        -1.345542E-05
5.243239E-01        -1.342342E-05
5.238529E-01        -1.339142E-05
5.233823E-01        -1.335995E-05
5.229122E-01        -1.332843E-05
5.224424E-01        -1.329643E-05
5.219731E-01        -1.326496E-05
5.215042E-01        -1.323344E-05
5.210358E-01        -1.320197E-05
5.205677E-01        -1.317097E-05
5.201001E-01        -1.313945E-05
5.196329E-01        -1.310798E-05
5.191661E-01        -1.307698E-05
5.186997E-01        -1.304598E-05
5.182337E-01        -1.301498E-05
5.177682E-01        -1.298450E-05
5.173031E-01        -1.295399E-05
5.168384E-01        -1.292299E-05
5.163741E-01        -1.289200E-05
5.159102E-01        -1.286151E-05
5.154468E-01        -1.283100E-05
5.149837E-01        -1.280052E-05
5.145211E-01        -1.277052E-05
5.140589E-01        -1.274001E-05
5.135971E-01        -1.270953E-05
5.131358E-01        -1.267954E-05
5.126748E-01        -1.264954E-05
5.122143E-01        -1.261954E-05
5.117541E-01        -1.258954E-05
5.112944E-01        -1.255954E-05
5.108351E-01        -1.252955E-05
5.103762E-01        -1.249955E-05
5.099177E-01        -1.247007E-05
5.094597E-01        -1.244056E-05
5.090020E-01        -1.241056E-05
5.085448E-01        -1.238108E-05
5.080879E-01        -1.235208E-05
5.076315E-01        -1.232257E-05
5.071755E-01        -1.229309E-05
5.067199E-01        -1.226409E-05
5.062647E-01        -1.223509E-05
5.058099E-01        -1.220609E-05
5.053555E-01        -1.217658E-05
5.049016E-01        -1.214762E-05
5.044480E-01        -1.211910E-05
5.039948E-01        -1.209010E-05
5.035421E-01        -1.206111E-05
5.030898E-01        -1.203263E-05
5.026378E-01        -1.200411E-05
5.021863E-01        -1.197512E-05
5.017352E-01        -1.194663E-05
5.012845E-01        -1.191813E-05
5.008341E-01        -1.188964E-05
5.003842E-01        -1.186164E-05
4.999347E-01        -1.183364E-05
4.994856E-01        -1.180564E-05
4.990369E-01        -1.177713E-05
4.985886E-01        -1.174865E-05
4.981408E-01        -1.172066E-05
4.976933E-01        -1.169317E-05
4.972462E-01        -1.166566E-05
4.967995E-01        -1.163766E-05
4.963532E-01        -1.160967E-05
4.959073E-01        -1.158218E-05
4.954619E-01        -1.155468E-05
4.950168E-01        -1.152719E-05
4.945721E-01        -1.149968E-05
4.941278E-01        -1.147219E-05
4.936839E-01        -1.144468E-05
4.932404E-01        -1.141720E-05
4.927974E-01        -1.139020E-05
4.923547E-01        -1.136320E-05
4.919124E-01        -1.133621E-05
4.914705E-01        -1.130921E-05
4.910290E-01        -1.128221E-05
4.905879E-01        -1.125521E-05
4.901472E-01        -1.122822E-05
4.897069E-01        -1.120122E-05
4.892670E-01        -1.117473E-05
4.888275E-01        -1.114823E-05
4.883883E-01        -1.112123E-05
4.879496E-01        -1.109474E-05
4.875113E-01        -1.106823E-05
4.870733E-01        -1.104174E-05
4.866358E-01        -1.101575E-05
4.861986E-01        -1.098975E-05
4.857619E-01        -1.096324E-05
4.853255E-01        -1.093676E-05
4.848895E-01        -1.091076E-05
4.844539E-01        -1.088476E-05
4.840188E-01        -1.085877E-05
4.835840E-01        -1.083277E-05
4.831495E-01        -1.080677E-05
4.827155E-01        -1.078128E-05
4.822819E-01        -1.075577E-05
4.818486E-01        -1.072977E-05
4.814158E-01        -1.070429E-05
4.809833E-01        -1.067878E-05
4.805513E-01        -1.065279E-05
4.801196E-01        -1.062730E-05
4.796883E-01        -1.060230E-05
4.792574E-01        -1.057679E-05
4.788268E-01        -1.055130E-05
4.783967E-01        -1.052631E-05
4.779669E-01        -1.050130E-05
4.775376E-01        -1.047631E-05
4.771086E-01        -1.045131E-05
4.766800E-01        -1.042631E-05
4.762518E-01        -1.040132E-05
4.758240E-01        -1.037632E-05
4.753965E-01        -1.035132E-05
4.749695E-01        -1.032683E-05
4.745428E-01        -1.030233E-05
4.741165E-01        -1.027733E-05
4.736906E-01        -1.025284E-05
4.732651E-01        -1.022834E-05
4.728399E-01        -1.020384E-05
4.724152E-01        -1.017934E-05
4.719908E-01        -1.015485E-05
4.715668E-01        -1.013085E-05
4.711432E-01        -1.010685E-05
4.707200E-01        -1.008235E-05
4.702971E-01        -1.005786E-05
4.698746E-01        -1.003386E-05
4.694525E-01        -1.001001E-05
4.690308E-01        -9.986215E-06
4.686095E-01        -9.962320E-06
4.681885E-01        -9.938420E-06
4.677679E-01        -9.914622E-06
4.673477E-01        -9.890925E-06
4.669279E-01        -9.867229E-06
4.665085E-01        -9.843584E-06
4.660894E-01        -9.820036E-06
4.656707E-01        -9.796538E-06
4.652524E-01        -9.773041E-06
4.648344E-01        -9.749591E-06
4.644169E-01        -9.726248E-06
4.639997E-01        -9.702949E-06
4.635828E-01        -9.679698E-06
4.631664E-01        -9.656553E-06
4.627503E-01        -9.633403E-06
4.623346E-01        -9.610306E-06
4.619193E-01        -9.587310E-06
4.615044E-01        -9.564315E-06
4.610898E-01        -9.541366E-06
4.606756E-01        -9.518519E-06
4.602618E-01        -9.495723E-06
4.598483E-01        -9.472973E-06
4.594352E-01        -9.450275E-06
4.590225E-01        -9.427578E-06
4.586101E-01        -9.404978E-06
4.581982E-01        -9.382434E-06
4.577866E-01        -9.359938E-06
4.573753E-01        -9.337486E-06
4.569644E-01        -9.315087E-06
4.565540E-01        -9.292795E-06
4.561438E-01        -9.270493E-06
4.557341E-01        -9.248249E-06
4.553247E-01        -9.226051E-06
4.549156E-01        -9.203899E-06
4.545070E-01        -9.181855E-06
4.540987E-01        -9.159856E-06
4.536908E-01        -9.137860E-06
4.532832E-01        -9.115910E-06
4.528760E-01        -9.094012E-06
4.524692E-01        -9.072216E-06
4.520627E-01        -9.050466E-06
4.516566E-01        -9.028718E-06
4.512509E-01        -9.007072E-06
4.508455E-01        -8.985472E-06
4.504405E-01        -8.963874E-06
4.500359E-01        -8.942328E-06
4.496316E-01        -8.920879E-06
4.492277E-01        -8.899482E-06
4.488242E-01        -8.878087E-06
4.484210E-01        -8.856788E-06
4.480182E-01        -8.835542E-06
4.476157E-01        -8.814292E-06
4.472136E-01        -8.793144E-06
4.468119E-01        -8.772048E-06
4.464105E-01        -8.750949E-06
4.460095E-01        -8.729902E-06
4.456088E-01        -8.708952E-06
4.452085E-01        -8.688054E-06
4.448086E-01        -8.667158E-06
4.444090E-01        -8.646309E-06
4.440098E-01        -8.625562E-06
4.436109E-01        -8.604862E-06
4.432124E-01        -8.584164E-06
4.428143E-01        -8.563518E-06
4.424165E-01        -8.542970E-06
4.420190E-01        -8.522468E-06
4.416220E-01        -8.501974E-06
4.412253E-01        -8.481527E-06
4.408289E-01        -8.461177E-06
4.404329E-01        -8.440829E-06
4.400372E-01        -8.420528E-06
4.396420E-01        -8.400285E-06
4.392470E-01        -8.380083E-06
4.388524E-01        -8.359985E-06
4.384582E-01        -8.339888E-06
4.380643E-01        -8.319789E-06
4.376708E-01        -8.299791E-06
4.372776E-01        -8.279842E-06
4.368848E-01        -8.259894E-06
4.364924E-01        -8.240049E-06
4.361003E-01        -8.220251E-06
4.357085E-01        -8.200501E-06
4.353171E-01        -8.180803E-06
4.349260E-01        -8.161103E-06
4.345353E-01        -8.141454E-06
4.341450E-01        -8.121859E-06
4.337550E-01        -8.102311E-06
4.333653E-01        -8.082860E-06
4.329760E-01        -8.063412E-06
4.325871E-01        -8.044016E-06
4.321985E-01        -8.024668E-06
4.318102E-01        -8.005317E-06
4.314223E-01        -7.986069E-06
4.310348E-01        -7.966873E-06
4.306476E-01        -7.947675E-06
4.302607E-01        -7.928525E-06
4.298742E-01        -7.909477E-06
4.294881E-01        -7.890482E-06
4.291022E-01        -7.871480E-06
4.287168E-01        -7.852534E-06
4.283316E-01        -7.833633E-06
4.279469E-01        -7.814738E-06
4.275624E-01        -7.795936E-06
4.271784E-01        -7.777192E-06
4.267946E-01        -7.758441E-06
4.264112E-01        -7.739792E-06
4.260282E-01        -7.721147E-06
4.256455E-01        -7.702548E-06
4.252631E-01        -7.683999E-06
4.248811E-01        -7.665501E-06
4.244994E-01        -7.647052E-06
4.241181E-01        -7.628605E-06
4.237371E-01        -7.610256E-06
4.233564E-01        -7.591955E-06
4.229761E-01        -7.573657E-06
4.225961E-01        -7.555407E-06
4.222165E-01        -7.537210E-06
4.218372E-01        -7.519060E-06
4.214583E-01        -7.500964E-06
4.210797E-01        -7.482916E-06
4.207014E-01        -7.464866E-06
4.203235E-01        -7.446868E-06
4.199459E-01        -7.428969E-06
4.195687E-01        -7.411073E-06
4.191918E-01        -7.393224E-06
4.188152E-01        -7.375424E-06
4.184390E-01        -7.357627E-06
4.180631E-01        -7.339878E-06
4.176875E-01        -7.322178E-06
4.173123E-01        -7.304529E-06
4.169374E-01        -7.286930E-06
4.165629E-01        -7.269383E-06
4.161887E-01        -7.251885E-06
4.158148E-01        -7.234385E-06
4.154413E-01        -7.216938E-06
4.150681E-01        -7.199539E-06
4.146952E-01        -7.182189E-06
4.143227E-01        -7.164892E-06
4.139505E-01        -7.147642E-06
4.135787E-01        -7.130447E-06
4.132071E-01        -7.113245E-06
4.128359E-01        -7.096095E-06
4.124651E-01        -7.079000E-06
4.120946E-01        -7.061902E-06
4.117244E-01        -7.044853E-06
4.113545E-01        -7.027902E-06
4.109850E-01        -7.010955E-06
4.106158E-01        -6.994055E-06
4.102469E-01        -6.977206E-06
4.098784E-01        -6.960358E-06
4.095102E-01        -6.943609E-06
4.091423E-01        -6.926860E-06
4.087748E-01        -6.910162E-06
4.084076E-01        -6.893515E-06
4.080407E-01        -6.876864E-06
4.076741E-01        -6.860313E-06
4.073079E-01        -6.843766E-06
4.069420E-01        -6.827217E-06
4.065765E-01        -6.810770E-06
4.062112E-01        -6.794369E-06
4.058463E-01        -6.777971E-06
4.054818E-01        -6.761625E-06
4.051175E-01        -6.745324E-06
4.047536E-01        -6.729076E-06
4.043900E-01        -6.712877E-06
4.040267E-01        -6.696678E-06
4.036638E-01        -6.680530E-06
4.033012E-01        -6.664384E-06
4.029389E-01        -6.648283E-06
4.025769E-01        -6.632283E-06
4.022153E-01        -6.616286E-06
4.018539E-01        -6.600333E-06
4.014929E-01        -6.584434E-06
4.011323E-01        -6.568539E-06
4.007719E-01        -6.552687E-06
4.004119E-01        -6.536889E-06
4.000522E-01        -6.521090E-06
3.996928E-01        -6.505340E-06
3.993338E-01        -6.489643E-06
3.989751E-01        -6.473995E-06
3.986167E-01        -6.458397E-06
3.982586E-01        -6.442798E-06
3.979008E-01        -6.427246E-06
3.975434E-01        -6.411750E-06
3.971863E-01        -6.396301E-06
3.968295E-01        -6.380902E-06
3.964730E-01        -6.365503E-06
3.961168E-01        -6.350151E-06
3.957610E-01        -6.334806E-06
3.954055E-01        -6.319505E-06
3.950503E-01        -6.304307E-06
3.946954E-01        -6.289107E-06
3.943408E-01        -6.273907E-06
3.939866E-01        -6.258759E-06
3.936327E-01        -6.243662E-06
3.932790E-01        -6.228608E-06
3.929258E-01        -6.213613E-06
3.925728E-01        -6.198613E-06
3.922201E-01        -6.183613E-06
3.918678E-01        -6.168665E-06
3.915158E-01        -6.153816E-06
3.911641E-01        -6.138969E-06
3.908127E-01        -6.124118E-06
3.904616E-01        -6.109367E-06
3.901109E-01        -6.094671E-06
3.897604E-01        -6.079970E-06
3.894103E-01        -6.065273E-06
3.890605E-01        -6.050623E-06
3.887110E-01        -6.036025E-06
3.883618E-01        -6.021474E-06
3.880129E-01        -6.006974E-06
3.876644E-01        -5.992478E-06
3.873161E-01        -5.977977E-06
3.869682E-01        -5.963529E-06
3.866206E-01        -5.949179E-06
3.862732E-01        -5.934828E-06
3.859263E-01        -5.920482E-06
3.855796E-01        -5.906231E-06
3.852332E-01        -5.891983E-06
3.848871E-01        -5.877731E-06
3.845414E-01        -5.863583E-06
3.841959E-01        -5.849434E-06
3.838508E-01        -5.835285E-06
3.835060E-01        -5.821235E-06
3.831615E-01        -5.807189E-06
3.828173E-01        -5.793139E-06
3.824734E-01        -5.779188E-06
3.821298E-01        -5.765240E-06
3.817865E-01        -5.751337E-06
3.814436E-01        -5.737493E-06
3.811009E-01        -5.723641E-06
3.807586E-01        -5.709844E-06
3.804165E-01        -5.696043E-06
3.800748E-01        -5.682294E-06
3.797334E-01        -5.668597E-06
3.793922E-01        -5.654895E-06
3.790514E-01        -5.641245E-06
3.787109E-01        -5.627647E-06
3.783707E-01        -5.614096E-06
3.780308E-01        -5.600549E-06
3.776912E-01        -5.586998E-06
3.773519E-01        -5.573547E-06
3.770130E-01        -5.560152E-06
3.766743E-01        -5.546704E-06
3.763359E-01        -5.533301E-06
3.759978E-01        -5.520001E-06
3.756601E-01        -5.506705E-06
3.753226E-01        -5.493404E-06
3.749855E-01        -5.480156E-06
3.746486E-01        -5.466956E-06
3.743121E-01        -5.453759E-06
3.739758E-01        -5.440558E-06
3.736399E-01        -5.427410E-06
3.733042E-01        -5.414357E-06
3.729689E-01        -5.401312E-06
3.726338E-01        -5.388259E-06
3.722991E-01        -5.375262E-06
3.719646E-01        -5.362309E-06
3.716305E-01        -5.349412E-06
3.712967E-01        -5.336515E-06
3.709631E-01        -5.323614E-06
3.706299E-01        -5.310765E-06
3.702969E-01        -5.297964E-06
3.699643E-01        -5.285167E-06
3.696319E-01        -5.272414E-06
3.692999E-01        -5.259717E-06
3.689681E-01        -5.247064E-06
3.686367E-01        -5.234419E-06
3.683055E-01        -5.221767E-06
3.679747E-01        -5.209218E-06
3.676441E-01        -5.196670E-06
3.673139E-01        -5.184121E-06
3.669839E-01        -5.171621E-06
3.666542E-01        -5.159121E-06
3.663249E-01        -5.146673E-06
3.659958E-01        -5.134273E-06
3.656670E-01        -5.121921E-06
3.653385E-01        -5.109574E-06
3.650103E-01        -5.097223E-06
3.646824E-01        -5.084972E-06
3.643548E-01        -5.072725E-06
3.640275E-01        -5.060474E-06
3.637005E-01        -5.048324E-06
3.633738E-01        -5.036178E-06
3.630474E-01        -5.024028E-06
3.627213E-01        -5.011930E-06
3.623954E-01        -4.999829E-06
3.620699E-01        -4.987780E-06
3.617446E-01        -4.975779E-06
3.614197E-01        -4.963783E-06
3.610950E-01        -4.951830E-06
3.607706E-01        -4.939883E-06
3.604465E-01        -4.927979E-06
3.601227E-01        -4.916132E-06
3.597992E-01        -4.904281E-06
3.594760E-01        -4.892483E-06
3.591531E-01        -4.880685E-06
3.588305E-01        -4.868935E-06
3.585081E-01        -4.857234E-06
3.581861E-01        -4.845537E-06
3.578643E-01        -4.833837E-06
3.575428E-01        -4.822185E-06
3.572216E-01        -4.810585E-06
3.569007E-01        -4.798986E-06
3.565801E-01        -4.787436E-06
3.562598E-01        -4.775937E-06
3.559398E-01        -4.764440E-06
3.556200E-01        -4.752939E-06
3.553006E-01        -4.741490E-06
3.549814E-01        -4.730090E-06
3.546625E-01        -4.718691E-06
3.543439E-01        -4.707339E-06
3.540256E-01        -4.696041E-06
3.537076E-01        -4.684743E-06
3.533898E-01        -4.673442E-06
3.530724E-01        -4.662192E-06
3.527552E-01        -4.650992E-06
3.524383E-01        -4.639793E-06
3.521217E-01        -4.628642E-06
3.518054E-01        -4.617496E-06
3.514894E-01        -4.606345E-06
3.511736E-01        -4.595292E-06
3.508581E-01        -4.584245E-06
3.505430E-01        -4.573196E-06
3.502281E-01        -4.562197E-06
3.499135E-01        -4.551246E-06
3.495991E-01        -4.540297E-06
3.492851E-01        -4.529347E-06
3.489713E-01        -4.518495E-06
3.486578E-01        -4.507648E-06
3.483446E-01        -4.496797E-06
3.480317E-01        -4.485999E-06
3.477190E-01        -4.475198E-06
3.474067E-01        -4.464448E-06
3.470946E-01        -4.453701E-06
3.467828E-01        -4.442997E-06
3.464713E-01        -4.432351E-06
3.461600E-01        -4.421698E-06
3.458491E-01        -4.411101E-06
3.455384E-01        -4.400501E-06
3.452280E-01        -4.389902E-06
3.449179E-01        -4.379351E-06
3.446080E-01        -4.368850E-06
3.442985E-01        -4.358354E-06
3.439892E-01        -4.347854E-06
3.436802E-01        -4.337403E-06
3.433714E-01        -4.327002E-06
3.430630E-01        -4.316605E-06
3.427548E-01        -4.306252E-06
3.424469E-01        -4.295906E-06
3.421393E-01        -4.285555E-06
3.418319E-01        -4.275301E-06
3.415248E-01        -4.265055E-06
3.412180E-01        -4.254803E-06
3.409115E-01        -4.244604E-06
3.406053E-01        -4.234407E-06
3.402993E-01        -4.224254E-06
3.399936E-01        -4.214108E-06
3.396882E-01        -4.203956E-06
3.393830E-01        -4.193856E-06
3.390782E-01        -4.183806E-06
3.387736E-01        -4.173807E-06
3.384692E-01        -4.163806E-06
3.381652E-01        -4.153808E-06
3.378614E-01        -4.143856E-06
3.375579E-01        -4.133910E-06
3.372547E-01        -4.123959E-06
3.369517E-01        -4.114059E-06
3.366490E-01        -4.104206E-06
3.363466E-01        -4.094408E-06
3.360445E-01        -4.084610E-06
3.357426E-01        -4.074810E-06
3.354410E-01        -4.065011E-06
3.351396E-01        -4.055257E-06
3.348386E-01        -4.045560E-06
3.345378E-01        -4.035861E-06
3.342373E-01        -4.026209E-06
3.339370E-01        -4.016562E-06
3.336370E-01        -4.006909E-06
3.333373E-01        -3.997310E-06
3.330379E-01        -3.987759E-06
3.327387E-01        -3.978212E-06
3.324398E-01        -3.968660E-06
3.321412E-01        -3.959162E-06
3.318428E-01        -3.949709E-06
3.315447E-01        -3.940263E-06
3.312469E-01        -3.930812E-06
3.309493E-01        -3.921412E-06
3.306520E-01        -3.912013E-06
3.303550E-01        -3.902661E-06
3.300582E-01        -3.893361E-06
3.297617E-01        -3.884062E-06
3.294655E-01        -3.874764E-06
3.291695E-01        -3.865463E-06
3.288738E-01        -3.856211E-06
3.285784E-01        -3.847013E-06
3.282832E-01        -3.837813E-06
3.279883E-01        -3.828614E-06
3.276937E-01        -3.819462E-06
3.273993E-01        -3.810362E-06
3.271052E-01        -3.801264E-06
3.268114E-01        -3.792166E-06
3.265178E-01        -3.783113E-06
3.262245E-01        -3.774067E-06
3.259314E-01        -3.765013E-06
3.256386E-01        -3.756014E-06
3.253461E-01        -3.747062E-06
3.250538E-01        -3.738162E-06
3.247618E-01        -3.729216E-06
3.244701E-01        -3.720265E-06
3.241786E-01        -3.711412E-06
3.238874E-01        -3.702567E-06
3.235965E-01        -3.693715E-06
3.233058E-01        -3.684916E-06
3.230153E-01        -3.676115E-06
3.227252E-01        -3.667318E-06
3.224353E-01        -3.658565E-06
3.221456E-01        -3.649865E-06
3.218562E-01        -3.641165E-06
3.215671E-01        -3.632467E-06
3.212782E-01        -3.623813E-06
3.209896E-01        -3.615214E-06
3.207013E-01        -3.606570E-06
3.204132E-01        -3.597964E-06
3.201253E-01        -3.589416E-06
3.198378E-01        -3.580819E-06
3.195504E-01        -3.572264E-06
3.192634E-01        -3.563766E-06
3.189766E-01        -3.555314E-06
3.186901E-01        -3.546869E-06
3.184038E-01        -3.538416E-06
3.181177E-01        -3.529968E-06
3.178320E-01        -3.521564E-06
3.175465E-01        -3.513219E-06
3.172612E-01        -3.504818E-06
3.169762E-01        -3.496466E-06
3.166915E-01        -3.488168E-06
3.164070E-01        -3.479868E-06
3.161227E-01        -3.471567E-06
3.158388E-01        -3.463316E-06
3.155550E-01        -3.455115E-06
3.152716E-01        -3.446918E-06
3.149883E-01        -3.438716E-06
3.147054E-01        -3.430519E-06
3.144227E-01        -3.422366E-06
3.141402E-01        -3.414219E-06
3.138580E-01        -3.406066E-06
3.135761E-01        -3.398014E-06
3.132944E-01        -3.389968E-06
3.130130E-01        -3.381916E-06
3.127318E-01        -3.373871E-06
3.124508E-01        -3.365815E-06
3.121702E-01        -3.357865E-06
3.118897E-01        -3.349917E-06
3.116096E-01        -3.341966E-06
3.113296E-01        -3.334019E-06
3.110500E-01        -3.326068E-06
3.107705E-01        -3.318166E-06
3.104914E-01        -3.310315E-06
3.102125E-01        -3.302516E-06
3.099338E-01        -3.294670E-06
3.096554E-01        -3.286818E-06
3.093772E-01        -3.279063E-06
3.090993E-01        -3.271319E-06
3.088216E-01        -3.263519E-06
3.085442E-01        -3.255766E-06
3.082670E-01        -3.248066E-06
3.079901E-01        -3.240367E-06
3.077134E-01        -3.232713E-06
3.074370E-01        -3.225069E-06
3.071608E-01        -3.217415E-06
3.068849E-01        -3.209816E-06
3.066092E-01        -3.202216E-06
3.063338E-01        -3.194618E-06
3.060586E-01        -3.187064E-06
3.057837E-01        -3.179566E-06
3.055090E-01        -3.172066E-06
3.052345E-01        -3.164566E-06
3.049603E-01        -3.157066E-06
3.046864E-01        -3.149568E-06
3.044127E-01        -3.142115E-06
3.041392E-01        -3.134715E-06
3.038660E-01        -3.127316E-06
3.035930E-01        -3.119916E-06
3.033203E-01        -3.112563E-06
3.030478E-01        -3.105217E-06
3.027756E-01        -3.097864E-06
3.025036E-01        -3.090565E-06
3.022319E-01        -3.083267E-06
3.019604E-01        -3.075967E-06
3.016891E-01        -3.068713E-06
3.014181E-01        -3.061514E-06
3.011473E-01        -3.054268E-06
3.008768E-01        -3.047061E-06
3.006065E-01        -3.039915E-06
3.003365E-01        -3.032717E-06
3.000667E-01        -3.025563E-06
2.997971E-01        -3.018463E-06
2.995278E-01        -3.011364E-06
2.992588E-01        -3.004266E-06
2.989899E-01        -2.997165E-06
2.987213E-01        -2.990111E-06
2.984530E-01        -2.983067E-06
2.981849E-01        -2.976014E-06
2.979170E-01        -2.969014E-06
2.976494E-01        -2.962060E-06
2.973820E-01        -2.955115E-06
2.971149E-01        -2.948162E-06
2.968480E-01        -2.941218E-06
2.965813E-01        -2.934263E-06
2.963149E-01        -2.927364E-06
